交易日期,原版策略 (baseline),行业热度-top-30%,行业热度-top-40%,行业热度-top-50%,行业热度-bottom-30%,行业热度-bottom-40%
2019-12-31,123.5204517365982,92.23220796466414,65.00465328890246,42.58695731717006,118.24600242052247,160.57580324405956
2020-01-23,118.16262098551645,88.23153800980494,62.185007428981315,40.73970282367525,108.26184857848833,145.59082236893389
2020-02-28,136.24260246384978,101.73178503985065,71.69989270462031,46.97325677112143,124.34709468682578,167.22230418518723
2020-03-31,145.7172768860724,114.9223576205094,80.99652146597806,53.06382278789469,126.80636400845182,172.54539569604225
2020-04-30,150.4378356669138,118.64530493309634,83.62043023503067,54.78284265952084,136.07918973584418,185.16292792215918
2020-05-29,155.62696695459786,128.47594463979627,90.54900041505904,59.322005743962045,142.44363233384453,185.71508208504443
2020-06-30,180.12398288472198,148.69915739055952,104.80218769378845,68.65979692600513,163.76226174599287,208.05837679165387
2020-07-31,209.42719627005616,157.65220698624861,111.11223813808758,72.79374481041656,189.17192291097018,240.3411066492272
2020-08-31,200.659181386214,146.54917393584975,103.28689350172239,67.66707154689,179.8716908621853,228.5252513769227
2020-09-30,197.70908570706064,146.03430710624815,103.32269828453938,67.6905285869699,177.17015803932674,224.06599363890933
2020-10-30,210.85117882277012,155.76528791454083,110.01006602695087,72.07167101602917,183.03363588011936,233.19342757600026
2020-11-30,186.75063184324188,135.37580630139988,95.20986789884324,63.56548776258927,165.59832501905407,210.98002466240774
2020-12-31,157.67767416031364,114.01725797017127,80.18839086623476,53.76698525815376,143.48727791603437,182.67476170431863
2021-01-29,175.1817611821325,126.67452233005723,89.80043544744198,60.21194136359048,157.37289245571003,197.4256586878975
2021-02-26,182.63024465302342,131.21593954012928,93.01987717504035,61.306240206111035,159.25549027743259,199.78739398549698
2021-03-31,178.85130451004235,131.07796258182915,93.55795761860641,61.66087074235005,156.79530101195095,200.28837488354168
2021-04-30,197.69103320584586,144.88537237291447,103.41310820694923,63.48647819311588,176.1104988129736,228.21251484554628
2021-05-31,202.6456958118984,149.27404755518265,106.19629345876317,64.36433567255338,180.52429588232948,233.93212688460667
2021-06-30,193.99721604191674,142.90335423602815,102.84176381656339,62.33119435582826,169.1871443605725,219.17220424497404
2021-07-30,217.4886719906642,160.20776673975482,115.58987580769166,70.0576764454023,179.98242132029858,232.85282340182837
2021-08-31,212.6404128138348,160.8448782262385,116.04955163425713,70.33628060603722,168.3219760285048,218.96237763251594
2021-09-30,201.37037186159128,155.24931412710654,112.10085792581043,67.35710886029193,159.40083287466504,208.16030323337128
2021-10-29,235.82628315787787,182.76744153133373,131.3811029703826,78.941869123053,186.67545578621585,243.77802036480193
2021-11-30,266.59933878757073,209.65747516056476,150.71081644406706,90.5563530688127,220.66138415897896,281.5899075554274
2021-12-31,255.2274230755388,204.5166219051995,148.0457511304527,86.65675836590576,211.24897273677482,269.5785623336347
2022-01-28,274.4664163016683,213.34890845504714,161.89416193426624,95.46020868246887,227.1728789790392,289.899341629798
2022-02-28,275.0117531204417,218.74156732172875,165.98623812130126,97.87308411967909,223.47179439265722,285.17632192018146
2022-03-31,227.16677994472394,185.27501247605846,135.77348084343996,82.19860194003127,184.59344869677844,235.5629751529783
2022-04-29,249.21371715919733,210.163041526403,154.01195936430682,96.12450718466263,202.50856892083263,258.42477794173107
2022-05-31,260.2301843639459,221.5985965722488,162.39217800901955,101.35490871093151,207.34653925026862,264.8189996416597
2022-06-30,269.85227806869295,228.245497896779,167.2631690703261,104.39507271638666,219.4577241074179,280.2871712829249
2022-07-29,274.78867046618575,236.12684345462313,172.68953639013563,108.55825842095925,221.6171078576483,284.0455022084474
2022-08-31,247.62846688857576,214.5484274954956,155.07545951565768,96.59631633068388,199.71239921197085,255.97035030281145
2022-09-30,263.4155733155923,236.8185239871543,171.17227032530351,99.57811947117789,212.44470313796856,272.289278466307
2022-10-31,309.86597559813123,278.20643532386316,201.08742488437468,114.48625448135432,239.63415416377845,310.9555075121226
2022-11-30,293.2750685202788,258.56115125151234,186.88782673118203,108.82010485478426,226.8036135510614,294.30626449497095
2022-12-30,322.9018553855775,288.7080892456135,208.6780132965132,121.50798521766835,249.7154224302135,324.03722326793536
2023-01-31,341.6197851084682,305.4438795013756,227.3003968750801,135.87464483267362,260.6268915726437,335.81606341660745
2023-02-28,337.8909922088082,306.46082803396337,228.0571735550911,136.3270275122809,268.85533354801186,341.30876917488024
2023-03-31,328.77748347895925,298.195045589197,221.35876842416994,132.48082898327266,261.6038368054113,323.88936386955686
2023-04-28,344.7621398175641,317.7397473628595,235.86736331140958,138.70510933394576,274.32261360224925,339.6363673395056
2023-05-31,369.0495238330818,344.862437387605,256.0013170743412,150.54516307773116,282.8411020172431,350.1830314387589
2023-06-30,409.1835325708076,383.0390899449455,291.499963510383,172.5922847562315,313.599974544287,368.38073193226694
2023-07-31,409.723628166388,392.6271503510176,298.79665810859507,176.91253638408125,314.01390607266836,368.86697049021495
2023-08-31,416.9646888973815,401.790572512657,305.77019500304635,181.04145170520565,314.0218152470918,360.104253435115
2023-09-28,415.3692979852137,404.0797541628183,310.41945117558714,179.1974810494836,310.7815468165016,348.4830597651159
