,NDX,SPX,Position,QQQ_weight,ret_ndx,ret_spx,pos_l,qw_l,cash_ret,asset_ret,strat_ret,turnover,strat_nv,bh_ndx_nv,bh_spx_nv
2015-12-18,4514.83,4514.83,1.0,1.0,-0.01811819561822836,-0.01811819561822836,1.0,1.0,0.0001556498627912628,-0.01811819561822836,-0.01811819561822836,0.0,2.402809786078589,2.8239043276477807,2.8239043276477807
2015-12-21,4560.55,4560.55,1.0,1.0,0.010126627137677424,0.010126627137677424,1.0,1.0,0.0001556498627912628,0.010126627137677424,0.010126627137677424,0.0,2.4271421448649693,2.8525009538463433,2.8525009538463433
2015-12-22,4589.26,4589.26,1.0,1.0,0.006295293330848217,0.006295293330848217,1.0,1.0,0.0001556498627912628,0.006295293330848217,0.006295293330848217,0.0,2.442421716622558,2.8704582840773303,2.8704582840773303
2015-12-23,4624.59,4624.59,1.0,1.0,0.007698408893808573,0.007698408893808573,1.0,1.0,0.0001556498627912628,0.007698408893808573,0.007698408893808573,0.0,2.4612244776882366,2.892556245660778,2.892556245660778
2015-12-24,4622.77,4622.77,1.0,1.0,-0.0003935484010473278,-0.0003935484010473278,1.0,1.0,0.0001556498627912628,-0.0003935484010473278,-0.0003935484010473278,0.0,2.460255866730424,2.8914178847753584,2.8914178847753584
2015-12-25,4622.77,4622.77,1.0,1.0,0.0,0.0,1.0,1.0,0.0001556498627912628,0.0,0.0,0.0,2.460255866730424,2.8914178847753584,2.8914178847753584
2015-12-28,4621.35,4621.35,1.0,1.0,-0.00030717513525446716,-0.00030717513525446716,1.0,1.0,0.0001556498627912628,-0.00030717513525446716,-0.00030717513525446716,0.0,2.4595001373018004,2.890529713095525,2.890529713095525
2015-12-29,4691.08,4691.08,1.0,1.0,0.01508866456771285,0.01508866456771285,1.0,1.0,0.0001556498627912628,0.01508866456771285,0.01508866456771285,0.0,2.4966107098777908,2.934143946359431,2.934143946359431
2015-12-30,4652.01,4652.01,1.0,1.0,-0.008328572524876954,-0.008328572524876954,1.0,1.0,0.0001556498627912628,-0.008328572524876954,-0.008328572524876954,0.0,2.475817506514189,2.9097067157037477,2.9097067157037477
2015-12-31,4593.27,4593.27,1.0,1.0,-0.012626800028374796,-0.012626800028374796,1.0,1.0,0.0001556498627912628,-0.012626800028374796,-0.012626800028374796,0.0,2.444555853952685,2.8729664308633374,2.8729664308633374
2016-01-01,4593.27,4593.27,1.0,1.0,0.0,0.0,1.0,1.0,0.0001556498627912628,0.0,0.0,0.0,2.444555853952685,2.8729664308633374,2.8729664308633374
2016-01-04,4497.86,4497.86,1.0,1.0,-0.020771694239616,-0.020771694239616,1.0,1.0,0.0001556498627912628,-0.020771694239616,-0.020771694239616,0.0,2.3937782872027165,2.8132900506007634,2.8132900506007634
2016-01-05,4484.18,4484.18,1.0,1.0,-0.003041446376721213,-0.003041446376721213,1.0,1.0,0.0001556498627912628,-0.003041446376721213,-0.003041446376721213,0.0,2.38649773890443,2.8047335797696977,2.8047335797696977
2016-01-06,4443.99,4443.99,1.0,1.0,-0.008962619698584917,-0.008962619698584917,1.0,1.0,0.0001556498627912628,-0.008962619698584917,-0.008962619698584917,0.0,2.365108467259097,2.7795958193383714,2.7795958193383714
2016-01-07,4305.72,4305.72,1.0,1.0,-0.031113931399485484,-0.031113931399485484,1.0,1.0,0.0001556498627912628,-0.031113931399485484,-0.031113931399485484,0.0,2.291520644656455,2.6931116656971805,2.6931116656971805
2016-01-08,4270.78,4270.78,1.0,1.0,-0.008114786841689758,-0.008114786841689758,1.0,1.0,0.0001556498627912628,-0.008114786841689758,-0.008114786841689758,0.0,2.2729254430817365,2.67125763858918,2.67125763858918
2016-01-11,4283.55,4283.55,1.0,1.0,0.0029900861200999884,0.0029900861200999884,1.0,1.0,0.0001556498627912628,0.0029900861200999884,0.0029900861200999884,0.0,2.279721685901117,2.6792449289775364,2.6792449289775364
2016-01-12,4333.72,4333.72,1.0,1.0,0.011712248018582727,0.011712248018582727,1.0,1.0,0.0001556498627912628,0.011712248018582727,0.011712248018582727,0.0,2.3064223516997324,2.7106249100882516,2.7106249100882516
2016-01-13,4183.12,4183.12,1.0,1.0,-0.03475074531811018,-0.03475074531811018,1.0,1.0,0.0001556498627912628,-0.03475074531811018,-0.03475074531811018,0.0,2.226272455959818,2.6164286741848493,2.6164286741848493
2016-01-14,4272.97,4272.97,1.0,1.0,0.02147918300216123,0.02147918300216123,1.0,1.0,0.0001556498627912628,0.02147918300216123,0.02147918300216123,0.0,2.27409096945405,2.6726274244897676,2.6726274244897676
2016-01-15,4141.08,4141.08,1.0,1.0,-0.030866118882182714,-0.030866118882182714,1.0,1.0,0.0001556498627912628,-0.030866118882182714,-0.030866118882182714,0.0,2.203898607241983,2.5901337886776847,2.5901337886776847
2016-01-18,4141.08,4141.08,1.0,1.0,0.0,0.0,1.0,1.0,0.0001556498627912628,0.0,0.0,0.0,2.203898607241983,2.5901337886776847,2.5901337886776847
2016-01-19,4147.07,4147.07,1.0,1.0,0.0014464825601050446,0.0014464825601050446,1.0,1.0,0.0001556498627912628,0.0014464825601050446,0.0014464825601050446,0.0,2.2070865081415985,2.5938803720313457,2.5938803720313457
2016-01-20,4136.28,4136.28,1.0,1.0,-0.0026018369595883772,-0.0026018369595883772,1.0,1.0,0.0001556498627912628,-0.0026018369595883772,-0.0026018369595883772,0.0,2.201344028891707,2.5871315182106436,2.5871315182106436
2016-01-21,4142.6,4142.6,1.0,1.0,0.00152794298258363,0.00152794298258363,1.0,1.0,0.0001556498627912628,0.00152794298258363,0.00152794298258363,0.0,2.2047075570529047,2.5910845076589144,2.5910845076589144
