breakout_window,exit_window,trend_window,base_floor,score,discarded,recent_6m_calmar,recent_6m_maxdd,recent_6m_annret,recent_6m_excess_ret,recent_6m_dd_excess,recent_1y_calmar,recent_1y_maxdd,recent_1y_annret,recent_1y_excess_ret,recent_1y_dd_excess,full_pre_cutoff_calmar,full_pre_cutoff_maxdd,full_pre_cutoff_annret,full_pre_cutoff_excess_ret,full_pre_cutoff_dd_excess
20,7,80,0.3,-inf,recent_6m 跑输 ETF -5.22pp 超过容忍带 -5.0pp,10.17,-0.0271,0.2753,-0.05220599478714183,-0.022185714285714267,2.98,-0.039900000000000005,0.1188,-0.07311799824407395,-0.05077579127459379,0.2,-0.1335,0.0265,-0.30921407035175874,0.00196405228758173
20,7,50,0.5,-inf,full_pre_cutoff 跑输 ETF -22.47pp 超过容忍带 -5.0pp,9.18,-0.0334,0.30670000000000003,-0.03880599478714175,-0.015885714285714267,2.77,-0.051500000000000004,0.1425,-0.04971799824407386,-0.039175791274593794,0.52,-0.12789999999999999,0.067,-0.22471407035175894,-0.0036359477124182915
10,5,30,0.5,-inf,full_pre_cutoff 跑输 ETF -14.45pp 超过容忍带 -5.0pp,10.85,-0.027200000000000002,0.2957,-0.04350599478714168,-0.022085714285714264,2.95,-0.0484,0.1424,-0.04971799824407386,-0.0422757912745938,0.82,-0.1264,0.1041,-0.1445140703517589,-0.005135947712418265
20,7,50,0.3,-inf,recent_6m 跑输 ETF -5.74pp 超过容忍带 -5.0pp,9.73,-0.027000000000000003,0.2631,-0.0574059947871417,-0.022285714285714263,2.84,-0.039900000000000005,0.1133,-0.0785179982440738,-0.05077579127459379,0.21,-0.1334,0.0278,-0.3065140703517588,0.0018640522875817134
20,7,30,0.7,-inf,full_pre_cutoff 跑输 ETF -13.61pp 超过容忍带 -5.0pp,9.72,-0.0346,0.3369,-0.02600599478714183,-0.014685714285714267,2.29,-0.069,0.15810000000000002,-0.034317998244074,-0.021675791274593792,0.83,-0.1305,0.1079,-0.13611407035175893,-0.0010359477124182725
20,7,30,0.5,-inf,recent_1y 跑输 ETF -5.44pp 超过容忍带 -5.0pp,10.85,-0.027200000000000002,0.2957,-0.04350599478714168,-0.022085714285714264,2.67,-0.051500000000000004,0.1377,-0.054417998244073784,-0.039175791274593794,0.53,-0.128,0.0683,-0.2220140703517588,-0.0035359477124182748
20,7,30,0.3,-inf,recent_6m 跑输 ETF -6.39pp 超过容忍带 -5.0pp,11.02,-0.0225,0.2483,-0.06390599478714165,-0.026785714285714267,2.68,-0.039900000000000005,0.1069,-0.08491799824407398,-0.05077579127459379,0.24,-0.1334,0.0315,-0.29911407035175874,0.0018640522875817134
20,5,80,0.7,-inf,full_pre_cutoff 跑输 ETF -13.34pp 超过容忍带 -5.0pp,8.83,-0.0398,0.3513,-0.020005994787141823,-0.009485714285714264,2.43,-0.068,0.1653,-0.027217998244073893,-0.022675791274593793,0.84,-0.1297,0.1091,-0.13341407035175878,-0.0018359477124182677
20,5,80,0.5,-inf,full_pre_cutoff 跑输 ETF -22.03pp 超过容忍带 -5.0pp,9.47,-0.0334,0.3165,-0.03460599478714177,-0.015885714285714267,2.99,-0.049800000000000004,0.1489,-0.043417998244073885,-0.040875791274593794,0.55,-0.1264,0.0691,-0.22031407035175876,-0.005135947712418265
20,5,80,0.3,-inf,recent_6m 跑输 ETF -5.22pp 超过容忍带 -5.0pp,10.17,-0.0271,0.2753,-0.05220599478714183,-0.022185714285714267,3.25,-0.0375,0.1216,-0.07031799824407381,-0.0531757912745938,0.24,-0.1313,0.0311,-0.2998140703517589,-0.0002359477124182774
20,5,50,0.7,-inf,full_pre_cutoff 跑输 ETF -13.31pp 超过容忍带 -5.0pp,8.64,-0.0398,0.34369999999999995,-0.023205994787141693,-0.009485714285714264,2.39,-0.068,0.16219999999999998,-0.030217998244073785,-0.022675791274593793,0.84,-0.12960000000000002,0.1092,-0.13311407035175882,-0.0019359477124182567
20,5,50,0.5,-inf,full_pre_cutoff 跑输 ETF -21.79pp 超过容忍带 -5.0pp,9.18,-0.0334,0.30670000000000003,-0.03880599478714175,-0.015885714285714267,2.9,-0.049800000000000004,0.1445,-0.047717998244073856,-0.040875791274593794,0.56,-0.1263,0.0702,-0.2179140703517588,-0.005235947712418282
20,5,50,0.3,-inf,recent_6m 跑输 ETF -5.74pp 超过容忍带 -5.0pp,9.73,-0.027000000000000003,0.2631,-0.0574059947871417,-0.022285714285714263,3.1,-0.0375,0.1162,-0.07561799824407389,-0.0531757912745938,0.25,-0.1313,0.0322,-0.29741407035175893,-0.0002359477124182774
20,5,30,0.7,-inf,full_pre_cutoff 跑输 ETF -13.19pp 超过容忍带 -5.0pp,9.72,-0.0346,0.3369,-0.02600599478714183,-0.014685714285714267,2.34,-0.068,0.1593,-0.03311799824407391,-0.022675791274593793,0.85,-0.1297,0.10980000000000001,-0.13191407035175873,-0.0018359477124182677
20,10,80,0.7,-inf,full_pre_cutoff 跑输 ETF -13.78pp 超过容忍带 -5.0pp,8.83,-0.0398,0.3513,-0.020005994787141823,-0.009485714285714264,2.38,-0.069,0.16399999999999998,-0.028417998244073983,-0.021675791274593792,0.82,-0.1307,0.10710000000000001,-0.13781407035175874,-0.0008359477124182668
25,5,30,0.3,-inf,recent_6m 跑输 ETF -6.39pp 超过容忍带 -5.0pp,11.02,-0.0225,0.2483,-0.06390599478714165,-0.026785714285714267,2.63,-0.0404,0.10619999999999999,-0.08551799824407391,-0.0502757912745938,0.21,-0.134,0.0277,-0.3068140703517588,0.0024640522875817306
25,5,30,0.5,-inf,recent_1y 跑输 ETF -5.56pp 超过容忍带 -5.0pp,10.85,-0.027200000000000002,0.2957,-0.04350599478714168,-0.022085714285714264,2.6,-0.0524,0.1365,-0.055617998244073874,-0.038275791274593796,0.52,-0.1288,0.0665,-0.22581407035175882,-0.0027359477124182796
25,5,30,0.7,-inf,full_pre_cutoff 跑输 ETF -13.74pp 超过容忍带 -5.0pp,9.72,-0.0346,0.3369,-0.02600599478714183,-0.014685714285714267,2.3,-0.0688,0.1583,-0.0341179982440738,-0.021875791274593798,0.82,-0.1304,0.1073,-0.1374140703517588,-0.0011359477124182893
25,10,80,0.5,-inf,full_pre_cutoff 跑输 ETF -23.02pp 超过容忍带 -5.0pp,9.47,-0.0334,0.3165,-0.03460599478714177,-0.015885714285714267,2.65,-0.0541,0.1435,-0.04871799824407397,-0.036575791274593795,0.49,-0.1304,0.0644,-0.23021407035175878,-0.0011359477124182893
25,10,80,0.3,-inf,recent_6m 跑输 ETF -5.22pp 超过容忍带 -5.0pp,10.17,-0.0271,0.2753,-0.05220599478714183,-0.022185714285714267,2.69,-0.0429,0.1152,-0.076617998244074,-0.0477757912745938,0.18,-0.1362,0.025,-0.31231407035175884,0.00466405228758171
25,10,50,0.7,-inf,full_pre_cutoff 跑输 ETF -13.86pp 超过容忍带 -5.0pp,8.64,-0.0398,0.34369999999999995,-0.023205994787141693,-0.009485714285714264,2.29,-0.0698,0.15990000000000001,-0.032517998244073976,-0.020875791274593797,0.81,-0.13140000000000002,0.1067,-0.13861407035175888,-0.00013594771241826065
25,10,50,0.5,-inf,recent_1y 跑输 ETF -5.29pp 超过容忍带 -5.0pp,9.18,-0.0334,0.30670000000000003,-0.03880599478714175,-0.015885714285714267,2.57,-0.0541,0.1392,-0.05291799824407395,-0.036575791274593795,0.5,-0.1303,0.0655,-0.2279140703517588,-0.0012359477124182783
25,10,50,0.3,-inf,recent_6m 跑输 ETF -5.74pp 超过容忍带 -5.0pp,9.73,-0.027000000000000003,0.2631,-0.0574059947871417,-0.022285714285714263,2.56,-0.0429,0.1099,-0.08181799824407388,-0.0477757912745938,0.19,-0.1361,0.0262,-0.3099140703517589,0.004564052287581721
25,10,30,0.7,-inf,full_pre_cutoff 跑输 ETF -14.16pp 超过容忍带 -5.0pp,9.72,-0.0346,0.3369,-0.02600599478714183,-0.014685714285714267,2.25,-0.0698,0.157,-0.03541799824407388,-0.020875791274593797,0.8,-0.13140000000000002,0.1054,-0.14161407035175877,-0.00013594771241826065
25,10,30,0.5,-inf,recent_1y 跑输 ETF -5.76pp 超过容忍带 -5.0pp,10.85,-0.027200000000000002,0.2957,-0.04350599478714168,-0.022085714285714264,2.48,-0.0541,0.1344,-0.057617998244073876,-0.036575791274593795,0.49,-0.1303,0.0633,-0.23251407035175875,-0.0012359477124182783
25,10,30,0.3,-inf,recent_6m 跑输 ETF -6.39pp 超过容忍带 -5.0pp,11.02,-0.0225,0.2483,-0.06390599478714165,-0.026785714285714267,2.41,-0.0429,0.1035,-0.08821799824407384,-0.0477757912745938,0.17,-0.1361,0.0232,-0.3159140703517589,0.004564052287581721
25,7,80,0.7,-inf,full_pre_cutoff 跑输 ETF -13.88pp 超过容忍带 -5.0pp,8.83,-0.0398,0.3513,-0.020005994787141823,-0.009485714285714264,2.34,-0.0698,0.163,-0.029417998244073873,-0.020875791274593797,0.81,-0.13140000000000002,0.1066,-0.13881407035175886,-0.00013594771241826065
25,7,80,0.5,-inf,full_pre_cutoff 跑输 ETF -23.02pp 超过容忍带 -5.0pp,9.47,-0.0334,0.3165,-0.03460599478714177,-0.015885714285714267,2.65,-0.0541,0.1435,-0.04871799824407397,-0.036575791274593795,0.49,-0.1304,0.0644,-0.23021407035175878,-0.0011359477124182893
25,7,80,0.3,-inf,recent_6m 跑输 ETF -5.22pp 超过容忍带 -5.0pp,10.17,-0.0271,0.2753,-0.05220599478714183,-0.022185714285714267,2.69,-0.0429,0.1152,-0.076617998244074,-0.0477757912745938,0.18,-0.1362,0.025,-0.31231407035175884,0.00466405228758171
25,7,50,0.7,-inf,full_pre_cutoff 跑输 ETF -13.86pp 超过容忍带 -5.0pp,8.64,-0.0398,0.34369999999999995,-0.023205994787141693,-0.009485714285714264,2.29,-0.0698,0.15990000000000001,-0.032517998244073976,-0.020875791274593797,0.81,-0.13140000000000002,0.1067,-0.13861407035175888,-0.00013594771241826065
25,7,50,0.5,-inf,recent_1y 跑输 ETF -5.29pp 超过容忍带 -5.0pp,9.18,-0.0334,0.30670000000000003,-0.03880599478714175,-0.015885714285714267,2.57,-0.0541,0.1392,-0.05291799824407395,-0.036575791274593795,0.5,-0.1303,0.0655,-0.2279140703517588,-0.0012359477124182783
25,7,50,0.3,-inf,recent_6m 跑输 ETF -5.74pp 超过容忍带 -5.0pp,9.73,-0.027000000000000003,0.2631,-0.0574059947871417,-0.022285714285714263,2.56,-0.0429,0.1099,-0.08181799824407388,-0.0477757912745938,0.19,-0.1361,0.0262,-0.3099140703517589,0.004564052287581721
25,7,30,0.7,-inf,full_pre_cutoff 跑输 ETF -14.16pp 超过容忍带 -5.0pp,9.72,-0.0346,0.3369,-0.02600599478714183,-0.014685714285714267,2.25,-0.0698,0.157,-0.03541799824407388,-0.020875791274593797,0.8,-0.13140000000000002,0.1054,-0.14161407035175877,-0.00013594771241826065
25,7,30,0.5,-inf,recent_1y 跑输 ETF -5.76pp 超过容忍带 -5.0pp,10.85,-0.027200000000000002,0.2957,-0.04350599478714168,-0.022085714285714264,2.48,-0.0541,0.1344,-0.057617998244073876,-0.036575791274593795,0.49,-0.1303,0.0633,-0.23251407035175875,-0.0012359477124182783
25,7,30,0.3,-inf,recent_6m 跑输 ETF -6.39pp 超过容忍带 -5.0pp,11.02,-0.0225,0.2483,-0.06390599478714165,-0.026785714285714267,2.41,-0.0429,0.1035,-0.08821799824407384,-0.0477757912745938,0.17,-0.1361,0.0232,-0.3159140703517589,0.004564052287581721
25,5,80,0.7,-inf,full_pre_cutoff 跑输 ETF -13.46pp 超过容忍带 -5.0pp,8.83,-0.0398,0.3513,-0.020005994787141823,-0.009485714285714264,2.39,-0.0688,0.1643,-0.028217998244073783,-0.021875791274593798,0.83,-0.1304,0.10859999999999999,-0.13461407035175887,-0.0011359477124182893
25,5,80,0.5,-inf,full_pre_cutoff 跑输 ETF -22.35pp 超过容忍带 -5.0pp,9.47,-0.0334,0.3165,-0.03460599478714177,-0.015885714285714267,2.78,-0.0524,0.14550000000000002,-0.046717998244073966,-0.038275791274593796,0.52,-0.1288,0.0676,-0.22351407035175885,-0.0027359477124182796
