momentum_short_window,momentum_long_window,trend_window,momentum_threshold,base_floor,score,discarded,recent_6m_calmar,recent_6m_maxdd,recent_6m_annret,recent_6m_excess_ret,recent_6m_dd_excess,recent_1y_calmar,recent_1y_maxdd,recent_1y_annret,recent_1y_excess_ret,recent_1y_dd_excess,full_pre_cutoff_calmar,full_pre_cutoff_maxdd,full_pre_cutoff_annret,full_pre_cutoff_excess_ret,full_pre_cutoff_dd_excess
20,60,30,0.02,0.5,-inf,recent_6m 跑输 ETF -11.25pp 超过容忍带 -5.0pp,9.91,-0.1097,1.0865,-0.11248181818181813,-0.008639529120198289,9.91,-0.1097,1.0865,-0.11248181818181813,-0.008639529120198289,9.91,-0.1097,1.0865,-0.11248181818181813,-0.008639529120198289
20,60,30,0.02,0.7,-inf,recent_6m 跑输 ETF -7.96pp 超过容忍带 -5.0pp,10.95,-0.10890000000000001,1.1932,-0.07958181818181798,-0.009439529120198284,10.95,-0.10890000000000001,1.1932,-0.07958181818181798,-0.009439529120198284,10.95,-0.10890000000000001,1.1932,-0.07958181818181798,-0.009439529120198284
20,60,40,0.0,0.3,-inf,recent_6m 跑输 ETF -14.09pp 超过容忍带 -5.0pp,8.88,-0.11220000000000001,0.9965,-0.1408818181818181,-0.0061395291201982866,8.88,-0.11220000000000001,0.9965,-0.1408818181818181,-0.0061395291201982866,8.88,-0.11220000000000001,0.9965,-0.1408818181818181,-0.0061395291201982866
20,60,40,0.0,0.5,-inf,recent_6m 跑输 ETF -10.74pp 超过容忍带 -5.0pp,10.18,-0.10830000000000001,1.1029,-0.10738181818181802,-0.010039529120198287,10.18,-0.10830000000000001,1.1029,-0.10738181818181802,-0.010039529120198287,10.18,-0.10830000000000001,1.1029,-0.10738181818181802,-0.010039529120198287
20,60,40,0.0,0.7,-inf,recent_6m 跑输 ETF -7.57pp 超过容忍带 -5.0pp,11.19,-0.10769999999999999,1.2061,-0.07568181818181818,-0.010639529120198304,11.19,-0.10769999999999999,1.2061,-0.07568181818181818,-0.010639529120198304,11.19,-0.10769999999999999,1.2061,-0.07568181818181818,-0.010639529120198304
20,60,40,0.01,0.3,-inf,recent_6m 跑输 ETF -15.18pp 超过容忍带 -5.0pp,8.07,-0.1193,0.9625,-0.15178181818181802,0.0009604708798017086,8.07,-0.1193,0.9625,-0.15178181818181802,0.0009604708798017086,8.07,-0.1193,0.9625,-0.15178181818181802,0.0009604708798017086
20,60,40,0.01,0.5,-inf,recent_6m 跑输 ETF -11.18pp 超过容忍带 -5.0pp,9.8,-0.11109999999999999,1.0886,-0.11178181818181798,-0.007239529120198304,9.8,-0.11109999999999999,1.0886,-0.11178181818181798,-0.007239529120198304,9.8,-0.11109999999999999,1.0886,-0.11178181818181798,-0.007239529120198304
20,60,40,0.01,0.7,-inf,recent_6m 跑输 ETF -7.85pp 超过容忍带 -5.0pp,10.94,-0.1094,1.1970999999999998,-0.0784818181818181,-0.008939529120198297,10.94,-0.1094,1.1970999999999998,-0.0784818181818181,-0.008939529120198297,10.94,-0.1094,1.1970999999999998,-0.0784818181818181,-0.008939529120198297
20,60,40,0.02,0.3,-inf,recent_6m 跑输 ETF -15.18pp 超过容忍带 -5.0pp,8.07,-0.1193,0.9625,-0.15178181818181802,0.0009604708798017086,8.07,-0.1193,0.9625,-0.15178181818181802,0.0009604708798017086,8.07,-0.1193,0.9625,-0.15178181818181802,0.0009604708798017086
20,60,40,0.02,0.5,-inf,recent_6m 跑输 ETF -11.18pp 超过容忍带 -5.0pp,9.8,-0.11109999999999999,1.0886,-0.11178181818181798,-0.007239529120198304,9.8,-0.11109999999999999,1.0886,-0.11178181818181798,-0.007239529120198304,9.8,-0.11109999999999999,1.0886,-0.11178181818181798,-0.007239529120198304
20,60,40,0.02,0.7,-inf,recent_6m 跑输 ETF -7.85pp 超过容忍带 -5.0pp,10.94,-0.1094,1.1970999999999998,-0.0784818181818181,-0.008939529120198297,10.94,-0.1094,1.1970999999999998,-0.0784818181818181,-0.008939529120198297,10.94,-0.1094,1.1970999999999998,-0.0784818181818181,-0.008939529120198297
20,60,60,0.0,0.3,-inf,recent_6m 跑输 ETF -15.30pp 超过容忍带 -5.0pp,7.98,-0.1202,0.9587,-0.1529818181818181,0.0018604708798017067,7.98,-0.1202,0.9587,-0.1529818181818181,0.0018604708798017067,7.98,-0.1202,0.9587,-0.1529818181818181,0.0018604708798017067
20,60,60,0.0,0.5,-inf,recent_6m 跑输 ETF -11.64pp 超过容忍带 -5.0pp,9.41,-0.1142,1.0739,-0.11638181818181814,-0.004139529120198299,9.41,-0.1142,1.0739,-0.11638181818181814,-0.004139529120198299,9.41,-0.1142,1.0739,-0.11638181818181814,-0.004139529120198299
20,60,60,0.0,0.7,-inf,recent_6m 跑输 ETF -8.14pp 超过容忍带 -5.0pp,10.66,-0.1114,1.1873,-0.081381818181818,-0.006939529120198296,10.66,-0.1114,1.1873,-0.081381818181818,-0.006939529120198296,10.66,-0.1114,1.1873,-0.081381818181818,-0.006939529120198296
20,60,60,0.01,0.3,-inf,recent_6m 跑输 ETF -16.39pp 超过容忍带 -5.0pp,7.27,-0.1272,0.9251999999999999,-0.16388181818181802,0.008860470879801713,7.27,-0.1272,0.9251999999999999,-0.16388181818181802,0.008860470879801713,7.27,-0.1272,0.9251999999999999,-0.16388181818181802,0.008860470879801713
20,60,60,0.01,0.5,-inf,recent_6m 跑输 ETF -12.08pp 超过容忍带 -5.0pp,9.06,-0.11689999999999999,1.0598,-0.1207818181818181,-0.0014395291201983046,9.06,-0.11689999999999999,1.0598,-0.1207818181818181,-0.0014395291201983046,9.06,-0.11689999999999999,1.0598,-0.1207818181818181,-0.0014395291201983046
20,60,60,0.01,0.7,-inf,recent_6m 跑输 ETF -8.42pp 超过容忍带 -5.0pp,10.42,-0.1131,1.1783,-0.08418181818181814,-0.0052395291201982885,10.42,-0.1131,1.1783,-0.08418181818181814,-0.0052395291201982885,10.42,-0.1131,1.1783,-0.08418181818181814,-0.0052395291201982885
20,60,60,0.02,0.3,-inf,recent_6m 跑输 ETF -16.39pp 超过容忍带 -5.0pp,7.27,-0.1272,0.9251999999999999,-0.16388181818181802,0.008860470879801713,7.27,-0.1272,0.9251999999999999,-0.16388181818181802,0.008860470879801713,7.27,-0.1272,0.9251999999999999,-0.16388181818181802,0.008860470879801713
20,60,60,0.02,0.5,-inf,recent_6m 跑输 ETF -12.08pp 超过容忍带 -5.0pp,9.06,-0.11689999999999999,1.0598,-0.1207818181818181,-0.0014395291201983046,9.06,-0.11689999999999999,1.0598,-0.1207818181818181,-0.0014395291201983046,9.06,-0.11689999999999999,1.0598,-0.1207818181818181,-0.0014395291201983046
20,40,60,0.02,0.5,-inf,recent_6m 跑输 ETF -10.50pp 超过容忍带 -5.0pp,10.12,-0.1097,1.1107,-0.10498181818181807,-0.008639529120198289,10.12,-0.1097,1.1107,-0.10498181818181807,-0.008639529120198289,10.12,-0.1097,1.1107,-0.10498181818181807,-0.008639529120198289
20,40,60,0.02,0.3,-inf,recent_6m 跑输 ETF -13.76pp 超过容忍带 -5.0pp,8.88,-0.1134,1.0068000000000001,-0.13758181818181803,-0.004939529120198294,8.88,-0.1134,1.0068000000000001,-0.13758181818181803,-0.004939529120198294,8.88,-0.1134,1.0068000000000001,-0.13758181818181803,-0.004939529120198294
20,40,60,0.01,0.7,-inf,recent_6m 跑输 ETF -7.86pp 超过容忍带 -5.0pp,10.99,-0.10890000000000001,1.1968,-0.07858181818181809,-0.009439529120198284,10.99,-0.10890000000000001,1.1968,-0.07858181818181809,-0.009439529120198284,10.99,-0.10890000000000001,1.1968,-0.07858181818181809,-0.009439529120198284
20,40,30,0.02,0.7,-inf,recent_6m 跑输 ETF -7.89pp 超过容忍带 -5.0pp,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287
20,30,60,0.01,0.7,-inf,recent_6m 跑输 ETF -8.09pp 超过容忍带 -5.0pp,10.92,-0.10890000000000001,1.1892,-0.08088181818181805,-0.009439529120198284,10.92,-0.10890000000000001,1.1892,-0.08088181818181805,-0.009439529120198284,10.92,-0.10890000000000001,1.1892,-0.08088181818181805,-0.009439529120198284
20,30,60,0.02,0.3,-inf,recent_6m 跑输 ETF -15.19pp 超过容忍带 -5.0pp,8.49,-0.1134,0.9621999999999999,-0.151881818181818,-0.004939529120198294,8.49,-0.1134,0.9621999999999999,-0.151881818181818,-0.004939529120198294,8.49,-0.1134,0.9621999999999999,-0.151881818181818,-0.004939529120198294
20,30,60,0.02,0.5,-inf,recent_6m 跑输 ETF -11.61pp 超过容忍带 -5.0pp,9.8,-0.1097,1.0749,-0.11608181818181817,-0.008639529120198289,9.8,-0.1097,1.0749,-0.11608181818181817,-0.008639529120198289,9.8,-0.1097,1.0749,-0.11608181818181817,-0.008639529120198289
20,30,60,0.02,0.7,-inf,recent_6m 跑输 ETF -8.09pp 超过容忍带 -5.0pp,10.92,-0.10890000000000001,1.1892,-0.08088181818181805,-0.009439529120198284,10.92,-0.10890000000000001,1.1892,-0.08088181818181805,-0.009439529120198284,10.92,-0.10890000000000001,1.1892,-0.08088181818181805,-0.009439529120198284
20,40,30,0.0,0.3,-inf,recent_6m 跑输 ETF -16.95pp 超过容忍带 -5.0pp,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295
20,40,30,0.0,0.5,-inf,recent_6m 跑输 ETF -13.10pp 超过容忍带 -5.0pp,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287
20,40,30,0.0,0.7,-inf,recent_6m 跑输 ETF -7.89pp 超过容忍带 -5.0pp,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287
20,40,30,0.01,0.3,-inf,recent_6m 跑输 ETF -16.95pp 超过容忍带 -5.0pp,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295
20,40,30,0.01,0.5,-inf,recent_6m 跑输 ETF -13.10pp 超过容忍带 -5.0pp,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287
20,40,30,0.01,0.7,-inf,recent_6m 跑输 ETF -7.89pp 超过容忍带 -5.0pp,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287,12.0,-0.09960000000000001,1.1956,-0.07888181818181805,-0.018739529120198287
20,40,30,0.02,0.3,-inf,recent_6m 跑输 ETF -16.95pp 超过容忍带 -5.0pp,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295,8.56,-0.1061,0.9081,-0.16948181818181807,-0.012239529120198295
20,40,30,0.02,0.5,-inf,recent_6m 跑输 ETF -13.10pp 超过容忍带 -5.0pp,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287,9.8,-0.10490000000000001,1.0275,-0.1309818181818181,-0.013439529120198287
20,40,40,0.0,0.3,-inf,recent_6m 跑输 ETF -16.32pp 超过容忍带 -5.0pp,8.73,-0.10619999999999999,0.9273,-0.1631818181818181,-0.012139529120198306,8.73,-0.10619999999999999,0.9273,-0.1631818181818181,-0.012139529120198306,8.73,-0.10619999999999999,0.9273,-0.1631818181818181,-0.012139529120198306
20,40,60,0.01,0.5,-inf,recent_6m 跑输 ETF -10.50pp 超过容忍带 -5.0pp,10.12,-0.1097,1.1107,-0.10498181818181807,-0.008639529120198289,10.12,-0.1097,1.1107,-0.10498181818181807,-0.008639529120198289,10.12,-0.1097,1.1107,-0.10498181818181807,-0.008639529120198289
20,40,40,0.0,0.5,-inf,recent_6m 跑输 ETF -12.69pp 超过容忍带 -5.0pp,9.74,-0.10679999999999999,1.0405,-0.1268818181818181,-0.011539529120198302,9.74,-0.10679999999999999,1.0405,-0.1268818181818181,-0.011539529120198302,9.74,-0.10679999999999999,1.0405,-0.1268818181818181,-0.011539529120198302
20,40,40,0.0,0.7,-inf,recent_6m 跑输 ETF -9.02pp 超过容忍带 -5.0pp,10.82,-0.10710000000000001,1.1586,-0.09018181818181814,-0.01123952912019828,10.82,-0.10710000000000001,1.1586,-0.09018181818181814,-0.01123952912019828,10.82,-0.10710000000000001,1.1586,-0.09018181818181814,-0.01123952912019828
20,40,40,0.01,0.3,-inf,recent_6m 跑输 ETF -17.40pp 超过容忍带 -5.0pp,7.89,-0.1133,0.8943000000000001,-0.17398181818181802,-0.005039529120198297,7.89,-0.1133,0.8943000000000001,-0.17398181818181802,-0.005039529120198297,7.89,-0.1133,0.8943000000000001,-0.17398181818181802,-0.005039529120198297
20,40,40,0.01,0.5,-inf,recent_6m 跑输 ETF -13.16pp 超过容忍带 -5.0pp,9.34,-0.10980000000000001,1.0259,-0.13158181818181802,-0.008539529120198286,9.34,-0.10980000000000001,1.0259,-0.13158181818181802,-0.008539529120198286,9.34,-0.10980000000000001,1.0259,-0.13158181818181802,-0.008539529120198286
20,40,40,0.01,0.7,-inf,recent_6m 跑输 ETF -9.29pp 超过容忍带 -5.0pp,10.57,-0.10880000000000001,1.1497,-0.09288181818181807,-0.009539529120198287,10.57,-0.10880000000000001,1.1497,-0.09288181818181807,-0.009539529120198287,10.57,-0.10880000000000001,1.1497,-0.09288181818181807,-0.009539529120198287
20,40,40,0.02,0.3,-inf,recent_6m 跑输 ETF -17.40pp 超过容忍带 -5.0pp,7.89,-0.1133,0.8943000000000001,-0.17398181818181802,-0.005039529120198297,7.89,-0.1133,0.8943000000000001,-0.17398181818181802,-0.005039529120198297,7.89,-0.1133,0.8943000000000001,-0.17398181818181802,-0.005039529120198297
20,40,40,0.02,0.5,-inf,recent_6m 跑输 ETF -13.16pp 超过容忍带 -5.0pp,9.34,-0.10980000000000001,1.0259,-0.13158181818181802,-0.008539529120198286,9.34,-0.10980000000000001,1.0259,-0.13158181818181802,-0.008539529120198286,9.34,-0.10980000000000001,1.0259,-0.13158181818181802,-0.008539529120198286
20,40,40,0.02,0.7,-inf,recent_6m 跑输 ETF -9.29pp 超过容忍带 -5.0pp,10.57,-0.10880000000000001,1.1497,-0.09288181818181807,-0.009539529120198287,10.57,-0.10880000000000001,1.1497,-0.09288181818181807,-0.009539529120198287,10.57,-0.10880000000000001,1.1497,-0.09288181818181807,-0.009539529120198287
20,40,60,0.0,0.3,-inf,recent_6m 跑输 ETF -12.66pp 超过容忍带 -5.0pp,9.8,-0.1063,1.0415999999999999,-0.12658181818181813,-0.012039529120198289,9.8,-0.1063,1.0415999999999999,-0.12658181818181813,-0.012039529120198289,9.8,-0.1063,1.0415999999999999,-0.12658181818181813,-0.012039529120198289
20,40,60,0.0,0.5,-inf,recent_6m 跑输 ETF -10.03pp 超过容忍带 -5.0pp,10.54,-0.10679999999999999,1.1259000000000001,-0.10028181818181814,-0.011539529120198302,10.54,-0.10679999999999999,1.1259000000000001,-0.10028181818181814,-0.011539529120198302,10.54,-0.10679999999999999,1.1259000000000001,-0.10028181818181814,-0.011539529120198302
20,40,60,0.0,0.7,-inf,recent_6m 跑输 ETF -7.58pp 超过容忍带 -5.0pp,11.25,-0.1072,1.2058,-0.07578181818181817,-0.011139529120198291,11.25,-0.1072,1.2058,-0.07578181818181817,-0.011139529120198291,11.25,-0.1072,1.2058,-0.07578181818181817,-0.011139529120198291
20,40,60,0.01,0.3,-inf,recent_6m 跑输 ETF -13.76pp 超过容忍带 -5.0pp,8.88,-0.1134,1.0068000000000001,-0.13758181818181803,-0.004939529120198294,8.88,-0.1134,1.0068000000000001,-0.13758181818181803,-0.004939529120198294,8.88,-0.1134,1.0068000000000001,-0.13758181818181803,-0.004939529120198294
15,40,40,0.02,0.3,-inf,recent_6m 跑输 ETF -13.59pp 超过容忍带 -5.0pp,11.18,-0.09050000000000001,1.0122,-0.135881818181818,-0.027839529120198284,11.18,-0.09050000000000001,1.0122,-0.135881818181818,-0.027839529120198284,11.18,-0.09050000000000001,1.0122,-0.135881818181818,-0.027839529120198284
15,40,40,0.01,0.5,-inf,recent_6m 跑输 ETF -11.12pp 超过容忍带 -5.0pp,11.18,-0.09759999999999999,1.0907,-0.11118181818181805,-0.020739529120198302,11.18,-0.09759999999999999,1.0907,-0.11118181818181805,-0.020739529120198302,11.18,-0.09759999999999999,1.0907,-0.11118181818181805,-0.020739529120198302
10,30,30,0.0,0.5,-inf,recent_6m 跑输 ETF -14.14pp 超过容忍带 -5.0pp,12.96,-0.0767,0.9948999999999999,-0.14138181818181805,-0.04163952912019829,12.96,-0.0767,0.9948999999999999,-0.14138181818181805,-0.04163952912019829,12.96,-0.0767,0.9948999999999999,-0.14138181818181805,-0.04163952912019829
10,60,30,0.02,0.3,-inf,recent_6m 跑输 ETF -25.22pp 超过容忍带 -5.0pp,5.41,-0.12269999999999999,0.6643000000000001,-0.25218181818181806,0.004360470879801695,5.41,-0.12269999999999999,0.6643000000000001,-0.25218181818181806,0.004360470879801695,5.41,-0.12269999999999999,0.6643000000000001,-0.25218181818181806,0.004360470879801695
10,40,30,0.01,0.7,-inf,recent_6m 跑输 ETF -15.09pp 超过容忍带 -5.0pp,8.44,-0.1144,0.9654,-0.15088181818181812,-0.003939529120198293,8.44,-0.1144,0.9654,-0.15088181818181812,-0.003939529120198293,8.44,-0.1144,0.9654,-0.15088181818181812,-0.003939529120198293
10,40,30,0.02,0.3,-inf,recent_6m 跑输 ETF -29.80pp 超过容忍带 -5.0pp,4.31,-0.1247,0.5371,-0.2979818181818181,0.006360470879801711,4.31,-0.1247,0.5371,-0.2979818181818181,0.006360470879801711,4.31,-0.1247,0.5371,-0.2979818181818181,0.006360470879801711
10,40,30,0.02,0.5,-inf,recent_6m 跑输 ETF -23.33pp 超过容忍带 -5.0pp,6.0,-0.1197,0.7184,-0.23328181818181815,0.0013604708798017062,6.0,-0.1197,0.7184,-0.23328181818181815,0.0013604708798017062,6.0,-0.1197,0.7184,-0.23328181818181815,0.0013604708798017062
10,40,30,0.02,0.7,-inf,recent_6m 跑输 ETF -15.11pp 超过容忍带 -5.0pp,8.68,-0.11109999999999999,0.9645999999999999,-0.1510818181818181,-0.007239529120198304,8.68,-0.11109999999999999,0.9645999999999999,-0.1510818181818181,-0.007239529120198304,8.68,-0.11109999999999999,0.9645999999999999,-0.1510818181818181,-0.007239529120198304
10,40,40,0.0,0.3,-inf,recent_6m 跑输 ETF -20.74pp 超过容忍带 -5.0pp,9.59,-0.0828,0.7940999999999999,-0.2073818181818181,-0.035539529120198296,9.59,-0.0828,0.7940999999999999,-0.2073818181818181,-0.035539529120198296,9.59,-0.0828,0.7940999999999999,-0.2073818181818181,-0.035539529120198296
10,40,40,0.0,0.5,-inf,recent_6m 跑输 ETF -16.00pp 超过容忍带 -5.0pp,10.37,-0.09029999999999999,0.9373,-0.159981818181818,-0.028039529120198303,10.37,-0.09029999999999999,0.9373,-0.159981818181818,-0.028039529120198303,10.37,-0.09029999999999999,0.9373,-0.159981818181818,-0.028039529120198303
10,40,40,0.0,0.7,-inf,recent_6m 跑输 ETF -11.28pp 超过容忍带 -5.0pp,11.13,-0.0975,1.0854000000000001,-0.1127818181818181,-0.02083952912019829,11.13,-0.0975,1.0854000000000001,-0.1127818181818181,-0.02083952912019829,11.13,-0.0975,1.0854000000000001,-0.1127818181818181,-0.02083952912019829
10,40,40,0.01,0.3,-inf,recent_6m 跑输 ETF -24.89pp 超过容忍带 -5.0pp,6.68,-0.1008,0.6736,-0.24888181818181798,-0.017539529120198294,6.68,-0.1008,0.6736,-0.24888181818181798,-0.017539529120198294,6.68,-0.1008,0.6736,-0.24888181818181798,-0.017539529120198294
10,40,40,0.01,0.5,-inf,recent_6m 跑输 ETF -19.85pp 超过容忍带 -5.0pp,7.97,-0.10300000000000001,0.8206,-0.19848181818181798,-0.015339529120198286,7.97,-0.10300000000000001,0.8206,-0.19848181818181798,-0.015339529120198286,7.97,-0.10300000000000001,0.8206,-0.19848181818181798,-0.015339529120198286
10,40,40,0.01,0.7,-inf,recent_6m 跑输 ETF -13.57pp 超过容忍带 -5.0pp,9.65,-0.105,1.0127,-0.13568181818181801,-0.013339529120198299,9.65,-0.105,1.0127,-0.13568181818181801,-0.013339529120198299,9.65,-0.105,1.0127,-0.13568181818181801,-0.013339529120198299
10,40,40,0.02,0.3,-inf,recent_6m 跑输 ETF -29.40pp 超过容忍带 -5.0pp,4.39,-0.1247,0.5479999999999999,-0.2939818181818181,0.006360470879801711,4.39,-0.1247,0.5479999999999999,-0.2939818181818181,0.006360470879801711,4.39,-0.1247,0.5479999999999999,-0.2939818181818181,0.006360470879801711
10,40,40,0.02,0.5,-inf,recent_6m 跑输 ETF -23.10pp 超过容忍带 -5.0pp,6.06,-0.1197,0.725,-0.23098181818181818,0.0013604708798017062,6.06,-0.1197,0.725,-0.23098181818181818,0.0013604708798017062,6.06,-0.1197,0.725,-0.23098181818181818,0.0013604708798017062
10,40,40,0.02,0.7,-inf,recent_6m 跑输 ETF -15.00pp 超过容忍带 -5.0pp,8.72,-0.11109999999999999,0.968,-0.149981818181818,-0.007239529120198304,8.72,-0.11109999999999999,0.968,-0.149981818181818,-0.007239529120198304,8.72,-0.11109999999999999,0.968,-0.149981818181818,-0.007239529120198304
10,40,60,0.0,0.3,-inf,recent_6m 跑输 ETF -18.85pp 超过容忍带 -5.0pp,10.27,-0.0828,0.8503000000000001,-0.18848181818181797,-0.035539529120198296,10.27,-0.0828,0.8503000000000001,-0.18848181818181797,-0.035539529120198296,10.27,-0.0828,0.8503000000000001,-0.18848181818181797,-0.035539529120198296
10,40,60,0.0,0.5,-inf,recent_6m 跑输 ETF -14.97pp 超过容忍带 -5.0pp,10.72,-0.0904,0.9691,-0.14968181818181803,-0.0279395291201983,10.72,-0.0904,0.9691,-0.14968181818181803,-0.0279395291201983,10.72,-0.0904,0.9691,-0.14968181818181803,-0.0279395291201983
10,40,60,0.0,0.7,-inf,recent_6m 跑输 ETF -9.96pp 超过容忍带 -5.0pp,11.58,-0.0975,1.1281999999999999,-0.099581818181818,-0.02083952912019829,11.58,-0.0975,1.1281999999999999,-0.099581818181818,-0.02083952912019829,11.58,-0.0975,1.1281999999999999,-0.099581818181818,-0.02083952912019829
10,40,60,0.01,0.3,-inf,recent_6m 跑输 ETF -24.48pp 超过容忍带 -5.0pp,6.8,-0.1007,0.6853,-0.244781818181818,-0.017639529120198297,6.8,-0.1007,0.6853,-0.244781818181818,-0.017639529120198297,6.8,-0.1007,0.6853,-0.244781818181818,-0.017639529120198297
10,40,60,0.01,0.5,-inf,recent_6m 跑输 ETF -19.44pp 超过容忍带 -5.0pp,8.08,-0.10300000000000001,0.8327,-0.194381818181818,-0.015339529120198286,8.08,-0.10300000000000001,0.8327,-0.194381818181818,-0.015339529120198286,8.08,-0.10300000000000001,0.8327,-0.194381818181818,-0.015339529120198286
10,40,60,0.01,0.7,-inf,recent_6m 跑输 ETF -13.36pp 超过容忍带 -5.0pp,9.72,-0.10490000000000001,1.0193,-0.13358181818181802,-0.013439529120198287,9.72,-0.10490000000000001,1.0193,-0.13358181818181802,-0.013439529120198287,9.72,-0.10490000000000001,1.0193,-0.13358181818181802,-0.013439529120198287
10,40,60,0.02,0.3,-inf,recent_6m 跑输 ETF -28.77pp 超过容忍带 -5.0pp,4.61,-0.1226,0.565,-0.28768181818181815,0.004260470879801706,4.61,-0.1226,0.565,-0.28768181818181815,0.004260470879801706,4.61,-0.1226,0.565,-0.28768181818181815,0.004260470879801706
10,40,60,0.02,0.5,-inf,recent_6m 跑输 ETF -22.71pp 超过容忍带 -5.0pp,6.15,-0.1198,0.7363,-0.22708181818181816,0.001460470879801709,6.15,-0.1198,0.7363,-0.22708181818181816,0.001460470879801709,6.15,-0.1198,0.7363,-0.22708181818181816,0.001460470879801709
10,40,60,0.02,0.7,-inf,recent_6m 跑输 ETF -14.80pp 超过容忍带 -5.0pp,8.78,-0.111,0.9743999999999999,-0.147981818181818,-0.007339529120198293,8.78,-0.111,0.9743999999999999,-0.147981818181818,-0.007339529120198293,8.78,-0.111,0.9743999999999999,-0.147981818181818,-0.007339529120198293
10,60,30,0.0,0.3,-inf,recent_6m 跑输 ETF -20.26pp 超过容忍带 -5.0pp,7.51,-0.1076,0.8081999999999999,-0.20258181818181797,-0.010739529120198293,7.51,-0.1076,0.8081999999999999,-0.20258181818181797,-0.010739529120198293,7.51,-0.1076,0.8081999999999999,-0.20258181818181797,-0.010739529120198293
10,60,30,0.0,0.5,-inf,recent_6m 跑输 ETF -15.94pp 超过容忍带 -5.0pp,8.67,-0.10830000000000001,0.9392,-0.15938181818181807,-0.010039529120198287,8.67,-0.10830000000000001,0.9392,-0.15938181818181807,-0.010039529120198287,8.67,-0.10830000000000001,0.9392,-0.15938181818181807,-0.010039529120198287
10,60,30,0.0,0.7,-inf,recent_6m 跑输 ETF -11.40pp 超过容忍带 -5.0pp,10.11,-0.107,1.0818,-0.11398181818181818,-0.011339529120198297,10.11,-0.107,1.0818,-0.11398181818181818,-0.011339529120198297,10.11,-0.107,1.0818,-0.11398181818181818,-0.011339529120198297
10,60,30,0.01,0.3,-inf,recent_6m 跑输 ETF -24.39pp 超过容忍带 -5.0pp,5.49,-0.1253,0.688,-0.2438818181818181,0.0069604708798017,5.49,-0.1253,0.688,-0.2438818181818181,0.0069604708798017,5.49,-0.1253,0.688,-0.2438818181818181,0.0069604708798017
10,60,30,0.01,0.5,-inf,recent_6m 跑输 ETF -19.79pp 超过容忍带 -5.0pp,6.81,-0.1207,0.8223999999999999,-0.19788181818181805,0.002360470879801707,6.81,-0.1207,0.8223999999999999,-0.19788181818181805,0.002360470879801707,6.81,-0.1207,0.8223999999999999,-0.19788181818181805,0.002360470879801707
10,40,30,0.01,0.5,-inf,recent_6m 跑输 ETF -22.30pp 超过容忍带 -5.0pp,6.31,-0.1186,0.7482,-0.22298181818181817,0.00026047087980170247,6.31,-0.1186,0.7482,-0.22298181818181817,0.00026047087980170247,6.31,-0.1186,0.7482,-0.22298181818181817,0.00026047087980170247
10,40,30,0.01,0.3,-inf,recent_6m 跑输 ETF -28.28pp 超过容忍带 -5.0pp,4.73,-0.1223,0.5785,-0.282781818181818,0.003960470879801711,4.73,-0.1223,0.5785,-0.282781818181818,0.003960470879801711,4.73,-0.1223,0.5785,-0.282781818181818,0.003960470879801711
10,40,30,0.0,0.7,-inf,recent_6m 跑输 ETF -12.88pp 超过容忍带 -5.0pp,9.67,-0.107,1.0344,-0.1287818181818181,-0.011339529120198297,9.67,-0.107,1.0344,-0.1287818181818181,-0.011339529120198297,9.67,-0.107,1.0344,-0.1287818181818181,-0.011339529120198297
