breakout_window,exit_window,trend_window,base_floor,score,discarded,recent_6m_calmar,recent_6m_maxdd,recent_6m_annret,recent_6m_excess_ret,recent_6m_dd_excess,recent_1y_calmar,recent_1y_maxdd,recent_1y_annret,recent_1y_excess_ret,recent_1y_dd_excess,full_pre_cutoff_calmar,full_pre_cutoff_maxdd,full_pre_cutoff_annret,full_pre_cutoff_excess_ret,full_pre_cutoff_dd_excess
8,8,60,0.5,-4.29785504407445,,6.9,-0.1225,0.8459,-0.0429785504407445,-0.041546479835953554,6.9,-0.1225,0.8459,-0.0429785504407445,-0.041546479835953554,6.9,-0.1225,0.8459,-0.0429785504407445,-0.041546479835953554
10,5,60,0.5,-4.29785504407445,,6.9,-0.1225,0.8459,-0.0429785504407445,-0.041546479835953554,6.9,-0.1225,0.8459,-0.0429785504407445,-0.041546479835953554,6.9,-0.1225,0.8459,-0.0429785504407445,-0.041546479835953554
20,8,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
20,5,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
15,5,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
8,8,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
8,8,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
10,8,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
8,5,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
8,5,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
15,5,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
15,8,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
10,5,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
15,8,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
20,8,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
10,8,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
10,5,40,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
20,5,30,0.5,-4.997855044074462,,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554,6.62,-0.1225,0.8104,-0.04997855044074462,-0.041546479835953554
8,5,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
20,8,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
20,8,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
10,8,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
20,5,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
20,8,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
8,5,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
20,5,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
15,5,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
20,5,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
8,5,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
