etf,regime,periods,avg_total_return,median_total_return,win_rate,avg_cagr,avg_max_drawdown,avg_calmar,avg_months
nasdaq,cutting,7,0.021892470434742708,0.04140443855581322,0.5714285714285714,0.0431804749302811,-0.07414582191501498,5.251170946791338,3.142857142857143
nasdaq,hiking,9,-0.03565071431117988,0.06441717791411028,0.6666666666666666,0.29271538754734544,-0.17353280878195493,17.71261101127505,6.111111111111111
nasdaq,holding,7,0.021847472723749015,-0.021510755377688873,0.42857142857142855,-0.03401187067943014,-0.11383594193523017,0.5370179400700356,5.0
sp500,cutting,7,0.013990291886668449,0.03352448169386868,0.7142857142857143,0.07067847727555956,-0.06091318836470673,6.508052068149859,3.142857142857143
sp500,hiking,10,-0.03156666010106043,0.01657591099569533,0.7,0.12345809510715026,-0.14057893180383596,9.34031281009415,5.7
sp500,holding,9,0.03846618843267914,0.028810408921932984,0.6666666666666666,0.20987410401259307,-0.08377733177560566,22.193321218041472,4.555555555555555
