sigmoid_k,max_leverage,base_position,inertia,crisis_vix,fed_block_weight,restrictive_threshold,pivot_relief,base_floor,score,discarded,recent_6m_calmar,recent_6m_maxdd,recent_6m_annret,recent_6m_excess_ret,recent_6m_dd_excess,recent_1y_calmar,recent_1y_maxdd,recent_1y_annret,recent_1y_excess_ret,recent_1y_dd_excess,full_pre_cutoff_calmar,full_pre_cutoff_maxdd,full_pre_cutoff_annret,full_pre_cutoff_excess_ret,full_pre_cutoff_dd_excess
1.2,1.3,0.45,0.05,38.0,0.35,0.4,0.6,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.789980991735538,-0.0806582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.5,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1471,-1.787680991735538,-0.0803582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.5,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -206.06pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.73,-0.19,0.1396,-2.060580991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.5,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -212.60pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1377,-2.125980991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.5,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1471,-1.787680991735538,-0.0803582781456954
1.2,1.3,0.45,0.05,38.0,0.35,0.4,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -201.32pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.19390000000000002,0.1409,-2.013180991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.35,0.4,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -207.99pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.1391,-2.079880991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.35,0.4,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -201.33pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.19390000000000002,0.1409,-2.013280991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.3,0.5,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -206.05pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.73,-0.19,0.1396,-2.060480991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.35,0.4,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -207.99pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.1391,-2.079880991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.35,0.4,0.8,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.789980991735538,-0.0806582781456954
1.2,1.3,0.45,0.05,38.0,0.35,0.5,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -201.48pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.19390000000000002,0.1409,-2.0147809917355377,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.35,0.5,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -208.15pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.139,-2.081480991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.35,0.5,0.6,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.7917809917355383,-0.0806582781456954
1.2,1.3,0.45,0.05,38.0,0.35,0.5,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -201.49pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.19390000000000002,0.1409,-2.014880991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,38.0,0.3,0.5,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -212.60pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1377,-2.125980991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.4,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1467,-1.8020809917355383,-0.0803582781456954
1.2,1.3,0.45,0.05,38.0,0.35,0.5,0.8,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.7917809917355383,-0.0806582781456954
1.2,1.3,0.45,0.05,38.0,0.25,0.5,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.64,-0.23120000000000002,0.1469,-1.794180991735538,-0.08005827814569538
1.2,1.3,0.45,0.05,38.0,0.25,0.4,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.63,-0.23120000000000002,0.1465,-1.8088809917355375,-0.08005827814569538
1.2,1.3,0.45,0.05,38.0,0.25,0.4,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -210.68pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.74,-0.1861,0.1383,-2.106780991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,38.0,0.25,0.4,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -218.49pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.71,-0.19039999999999999,0.136,-2.184880991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,38.0,0.25,0.4,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.63,-0.23120000000000002,0.1465,-1.8088809917355375,-0.08005827814569538
1.2,1.3,0.45,0.05,38.0,0.25,0.5,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -209.42pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.75,-0.1861,0.1387,-2.094180991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,38.0,0.25,0.5,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -217.13pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.72,-0.19039999999999999,0.1364,-2.171280991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,38.0,0.25,0.5,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -209.43pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.75,-0.1861,0.1387,-2.094280991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.4,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -213.89pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1374,-2.138880991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.25,0.5,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -217.13pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.72,-0.19039999999999999,0.1364,-2.171280991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,38.0,0.25,0.5,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.64,-0.23120000000000002,0.1469,-1.794180991735538,-0.08005827814569538
1.2,1.3,0.45,0.05,38.0,0.3,0.4,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -207.40pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.73,-0.19,0.1392,-2.073980991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.4,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -213.89pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1374,-2.138880991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.4,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1467,-1.8020809917355383,-0.0803582781456954
1.2,1.3,0.45,0.05,38.0,0.3,0.4,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -207.41pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.73,-0.19,0.1392,-2.074080991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,38.0,0.35,0.5,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -208.15pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.139,-2.081480991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,40.0,0.25,0.4,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -208.37pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.75,-0.1861,0.139,-2.083680991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.5,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -208.15pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.139,-2.081480991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,40.0,0.35,0.4,0.6,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.789980991735538,-0.0806582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.5,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1471,-1.787680991735538,-0.0803582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.5,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -203.62pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.74,-0.19,0.14029999999999998,-2.036180991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.5,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -212.60pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1377,-2.125980991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.5,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1471,-1.787680991735538,-0.0803582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.4,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -198.75pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.1938,0.1417,-1.9874809917355378,-0.1174582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.4,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -207.99pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.1391,-2.079880991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,40.0,0.35,0.4,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -198.75pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.1938,0.1417,-1.9874809917355378,-0.1174582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.5,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -203.61pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.74,-0.19,0.14029999999999998,-2.036080991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.4,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -207.99pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.1391,-2.079880991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,40.0,0.35,0.4,0.8,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.789980991735538,-0.0806582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.5,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -198.89pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.1938,0.1416,-1.9888809917355381,-0.1174582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.5,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -208.15pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.72,-0.19390000000000002,0.139,-2.081480991735538,-0.11735827814569538
1.2,1.3,0.45,0.05,40.0,0.35,0.5,0.6,0.7,-inf,recent_1y maxDD=-0.2014 超过绝对阈值 0.2,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.92,-0.2014,0.1855,-0.03629152542372882,-0.04585274725274727,0.64,-0.2306,0.147,-1.7917809917355383,-0.0806582781456954
1.2,1.3,0.45,0.05,40.0,0.35,0.5,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -198.89pp 超过容忍带 -5.0pp,6.58,-0.0626,0.4114,-0.03134599156118134,-0.008298041863605818,0.91,-0.1938,0.17559999999999998,-0.04599152542372886,-0.05345274725274726,0.73,-0.1938,0.1416,-1.9888809917355381,-0.1174582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.5,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -212.60pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1377,-2.125980991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.4,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1467,-1.8020809917355383,-0.0803582781456954
1.2,1.3,0.45,0.05,40.0,0.25,0.4,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -218.49pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.71,-0.19039999999999999,0.136,-2.184880991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,40.0,0.25,0.5,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.64,-0.23120000000000002,0.1469,-1.794180991735538,-0.08005827814569538
1.2,1.3,0.45,0.05,40.0,0.25,0.4,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.63,-0.23120000000000002,0.1465,-1.8088809917355375,-0.08005827814569538
1.2,1.3,0.45,0.05,40.0,0.25,0.4,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -208.37pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.75,-0.1861,0.139,-2.083680991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,40.0,0.25,0.4,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -218.49pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.71,-0.19039999999999999,0.136,-2.184880991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,40.0,0.25,0.4,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.63,-0.23120000000000002,0.1465,-1.8088809917355375,-0.08005827814569538
1.2,1.3,0.45,0.05,40.0,0.25,0.5,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -206.93pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.75,-0.1861,0.1394,-2.069280991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,40.0,0.25,0.5,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -217.13pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.72,-0.19039999999999999,0.1364,-2.171280991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,40.0,0.25,0.5,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -206.94pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.75,-0.1861,0.1394,-2.069380991735538,-0.1251582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.4,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -213.89pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1374,-2.138880991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.25,0.5,0.8,0.5,-inf,full_pre_cutoff 跑输 ETF -217.13pp 超过容忍带 -5.0pp,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.93,-0.1861,0.1727,-0.04879152542372878,-0.061152747252747275,0.72,-0.19039999999999999,0.1364,-2.171280991735538,-0.12085827814569541
1.2,1.3,0.45,0.05,40.0,0.25,0.5,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2312 超过绝对阈值 0.2,6.56,-0.061799999999999994,0.40549999999999997,-0.0337459915611813,-0.009098041863605827,0.95,-0.19699999999999998,0.1867,-0.03499152542372874,-0.05025274725274728,0.64,-0.23120000000000002,0.1469,-1.794180991735538,-0.08005827814569538
1.2,1.3,0.45,0.05,40.0,0.3,0.4,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -204.93pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.74,-0.19,0.1399,-2.049280991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.4,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -213.89pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.72,-0.19,0.1374,-2.138880991735538,-0.1212582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.4,0.6,0.7,-inf,full_pre_cutoff maxDD=-0.2309 超过绝对阈值 0.2,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.93,-0.1993,0.1858,-0.035891525423728865,-0.04795274725274726,0.64,-0.2309,0.1467,-1.8020809917355383,-0.0803582781456954
1.2,1.3,0.45,0.05,40.0,0.3,0.4,0.8,0.3,-inf,full_pre_cutoff 跑输 ETF -204.94pp 超过容忍带 -5.0pp,6.57,-0.0623,0.409,-0.03234599156118145,-0.00859804186360582,0.92,-0.19010000000000002,0.1741,-0.04749152542372892,-0.057152747252747244,0.74,-0.19,0.1399,-2.049380991735538,-0.1212582781456954
1.2,1.3,0.5,0.05,40.0,0.35,0.5,0.8,0.7,-inf,full_pre_cutoff maxDD=-0.2289 超过绝对阈值 0.2,6.55,-0.061500000000000006,0.4031,-0.03474599156118141,-0.009398041863605815,0.93,-0.1989,0.1841,-0.0375915254237289,-0.04835274725274727,0.64,-0.2289,0.1463,-1.8179809917355376,-0.08235827814569541
1.2,1.4,0.45,0.05,38.0,0.25,0.4,0.6,0.3,-inf,full_pre_cutoff 跑输 ETF -180.12pp 超过容忍带 -5.0pp,6.66,-0.0659,0.4389,-0.020145991561181464,-0.0049980418636058205,0.92,-0.1993,0.1839,-0.03779152542372888,-0.04795274725274726,0.74,-0.19920000000000002,0.1467,-1.8011809917355377,-0.11205827814569538
1.2,1.4,0.45,0.05,38.0,0.25,0.4,0.6,0.5,-inf,full_pre_cutoff 跑输 ETF -184.51pp 超过容忍带 -5.0pp,6.66,-0.0659,0.4389,-0.020145991561181464,-0.0049980418636058205,0.92,-0.1993,0.1839,-0.03779152542372888,-0.04795274725274726,0.73,-0.19920000000000002,0.14550000000000002,-1.8450809917355375,-0.11205827814569538
1.2,1.4,0.5,0.05,38.0,0.35,0.4,0.8,0.3,-inf,recent_1y maxDD=-0.2029 超过绝对阈值 0.2,6.65,-0.0654,0.4353,-0.0216459915611813,-0.005498041863605821,0.9,-0.2029,0.18350000000000002,-0.038191525423728834,-0.044352747252747265,0.72,-0.203,0.1467,-1.8030809917355377,-0.10825827814569539
