label,CAGR,Vol,Sharpe,MaxDD,Calmar
"策略(混合 NDX+SPX, 2016-至今)",0.1743638125318201,0.15632326163429505,0.8152760890875419,-0.19574018624524622,0.8907921049658996
BH-NDX (2016-至今),0.21039888521741035,0.2211155069415632,0.763661454832884,-0.35563139355132983,0.5916206753188187
BH-SPX (2016-至今),0.13787674476581646,0.1773188962750044,0.5666255275324674,-0.33924959024260604,0.40641683507183396
"策略(纯NDX, 2005-至今)",0.1219351159017521,0.15773139960839716,0.5300018060965157,-0.2819578890306033,0.43245860692522575
BH-NDX (2005-至今),0.14584280556242213,0.2168581933431829,0.5303997776461187,-0.5370615190845829,0.27155698254272626
