,NDX,SPX,Position,QQQ_weight,ret_ndx,ret_spx,pos_l,qw_l,cash_ret,asset_ret,strat_ret,turnover,strat_nv,bh_ndx_nv,bh_spx_nv
2016-07-15,4589.83,2161.74,0.75,0.6,-0.001448931684829069,-0.0009289428076257877,0.75,0.6,0.0001556498627912628,-0.0012409361339477565,-0.0008917896347630017,0.0,1.040754594974414,1.0538977290992164,1.05551649381848
2016-07-18,4619.68,2166.89,0.75,0.6,0.0065035088445541955,0.0023823401519147414,0.75,0.6,0.0001556498627912628,0.004855041367498414,0.0036801934913216258,0.0,1.0445847732609017,1.0607517623016687,1.058031093142712
2016-07-19,4603.28,2163.78,0.75,0.6,-0.0035500294392686316,-0.001435236675604079,0.75,0.6,0.0001556498627912628,-0.0027041123338028103,-0.001989171784654292,0.0,1.0425069147032515,1.0569860623177416,1.056512568113904
2016-07-20,4657.2,2173.02,0.75,0.6,0.011713386976243134,0.004270304744474762,0.75,0.6,0.0001556498627912628,0.008736154083535785,0.006591028028349655,0.0,1.049378106997809,1.0693669490941649,1.061024198746118
2016-07-21,4647.02,2165.17,0.75,0.6,-0.0021858627501502026,-0.0036124840084306165,0.75,0.6,0.0001556498627912628,-0.002756511253462368,-0.00202847097439896,0.0,1.0472494739665943,1.067029459713898,1.0571912657955898
2016-07-22,4666.07,2175.03,0.75,0.6,0.004099401336770558,0.004553914935085945,0.75,0.6,0.0001556498627912628,0.004281206776096713,0.0032498175477703502,0.0,1.0506528436839844,1.0714036417074229,1.0620056248901386
2016-07-25,4665.93,2168.48,0.75,0.6,-3.0003836204661738e-05,-0.0030114527155947757,0.75,0.6,0.0001556498627912628,-0.0012225833879607074,-0.0008780250752727149,0.0,1.0497303441418233,1.071371495488048,1.0588074451670864
2016-07-26,4672.11,2169.18,0.75,0.6,0.0013244947952497643,0.0003228067586511507,0.75,0.6,0.0001556498627912628,0.0009238195806103189,0.000731777151155555,0.0,1.0504985128225408,1.0727905214576008,1.0591492353664964
2016-07-27,4702.88,2166.58,0.75,0.6,0.006585889458938343,-0.001198609612849011,0.75,0.6,0.0001556498627912628,0.0034720898302234016,0.002642979838365367,0.0,1.0532749592121635,1.0798558012445174,1.0578797289115445
2016-07-28,4721.41,2170.06,0.75,0.6,0.003940138808559812,0.0016062180948777094,0.75,0.6,0.0001556498627912628,0.003006570523086971,0.002293840358013044,0.0,1.055691003821689,1.0841105829946494,1.0595789144743266
2016-07-29,4730.23,2173.6,0.75,0.6,0.0018680860166770952,0.0016312913007012764,0.75,0.6,0.0001556498627912628,0.0017733681302867677,0.0013689385634128915,0.0,1.0571361799478685,1.0861357948152732,1.061307396339915
2016-08-01,4756.04,2170.84,1.3,1.0,0.00545639429795175,-0.0012697828487301388,0.75,0.6,0.0001556498627912628,0.0027659234392789942,0.002113355045157061,0.0,1.0593702840271795,1.0920621799729047,1.0599597664108122
2016-08-02,4719.21,2157.03,1.3,1.0,-0.007743837310031032,-0.006361592747507805,1.3,1.0,0.0001556498627912628,-0.007743837310031032,-0.010661512312564153,1.07,1.048075794700459,1.0836054281187566,1.053216734048163
2016-08-03,4734.33,2163.79,1.3,1.0,0.003203926080848296,0.00313393879547319,1.3,1.0,0.0001556498627912628,0.003203926080848296,0.0041055800955789755,0.0,1.0523787538218394,1.087077219811255,1.0565174508310382
2016-08-04,4743.81,2164.25,1.3,1.0,0.002002395270291668,0.00021258994634409945,1.3,1.0,0.0001556498627912628,0.002002395270291668,0.002543590041855359,0.0,1.0550555739403207,1.0892539780946469,1.056742055819222
2016-08-05,4791.21,2182.87,1.3,1.0,0.00999196848103101,0.008603442301027941,1.3,1.0,0.0001556498627912628,0.00999196848103101,0.012930035215816505,0.0,1.0686974796660127,1.1001377695116061,1.0658336751235322
2016-08-08,4784.74,2180.89,1.3,1.0,-0.0013503895675622823,-0.0009070627201803738,1.3,1.0,0.0001556498627912628,-0.0013503895675622823,-0.0018150302473547764,0.0,1.066757761415147,1.0986521549447765,1.0648668971309148
2016-08-09,4795.75,2181.74,1.3,1.0,0.0023010654706421274,0.0003897491391129382,1.3,1.0,0.0001556498627912628,0.0023010654706421274,0.0029318613023109562,0.0,1.0698853472147802,1.1011802254827665,1.0652819280873413
2016-08-10,4783.39,2175.49,1.3,1.0,-0.0025772819684094506,-0.002864685984581117,1.3,1.0,0.0001556498627912628,-0.0025772819684094506,-0.0034099903684560954,0.0,1.0662370484854256,1.0983421735436607,1.062230229878322
2016-08-11,4803.31,2185.79,1.3,1.0,0.004164410595832724,0.0047345655461528136,1.3,1.0,0.0001556498627912628,0.004164410595832724,0.005354209965058731,0.0,1.0719459055155411,1.102916121329016,1.0672594285267858
2016-08-12,4807.08,2184.05,1.3,1.0,0.0007848754296515548,-0.0007960508557545154,1.3,1.0,0.0001556498627912628,0.0007848754296515548,0.0009608142490232116,0.0,1.0729758464157426,1.1037817730936137,1.066409835745395
2016-08-15,4827.12,2190.15,1.3,1.0,0.004168850944856306,0.002792976351273957,1.3,1.0,0.0001556498627912628,0.004168850944856306,0.005359982418789389,0.0,1.0787269780883166,1.1083832747812903,1.069388293197398
2016-08-16,4797.19,2178.15,1.3,1.0,-0.006200384494274069,-0.005479076775563363,1.3,1.0,0.0001556498627912628,-0.006200384494274069,-0.0081200236520801,0.0,1.0699676895121026,1.1015108723106237,1.0635290326360807
2016-08-17,4805.45,2182.22,1.3,1.0,0.0017218413279440625,0.001868558180106783,1.3,1.0,0.0001556498627912628,0.0017218413279440625,0.0021788699168034716,0.0,1.0722990099227323,1.103407499253748,1.065516298509794
2016-08-18,4808.68,2187.02,1.3,1.0,0.0006721534923890271,0.002199594907937863,1.3,1.0,0.0001556498627912628,0.0006721534923890271,0.0008142757305819257,0.0,1.0731721569824395,1.1041491584578995,1.0678600027343208
2016-08-19,4806.14,2183.87,1.3,1.0,-0.0005282114842326546,-0.001440316046492529,1.3,1.0,0.0001556498627912628,-0.0005282114842326546,-0.0007461987390262605,0.0,1.0723713572721412,1.1035659341920963,1.066321946836975
2016-08-22,4808.56,2182.64,1.3,1.0,0.0005035225773697416,-0.0005632203382069934,1.3,1.0,0.0001556498627912628,0.0005035225773697416,0.0005950555410568545,0.0,1.0730094777903565,1.1041216045555782,1.06572137262944
2016-08-23,4818.48,2186.9,1.3,1.0,0.0020629876719848728,0.0019517648352453953,1.3,1.0,0.0001556498627912628,0.0020629876719848728,0.002622360164056525,0.0,1.075823295100569,1.1063993938141485,1.0678014101287074
2016-08-24,4783.49,2175.44,1.3,1.0,-0.007261626072952443,-0.005240294480771901,1.3,1.0,0.0001556498627912628,-0.007261626072952443,-0.009499637704361985,0.0,1.0656033635632007,1.098365135128929,1.0622058162926495
2016-08-25,4775.43,2172.47,1.3,1.0,-0.0016849622346862825,-0.001365241054683275,1.3,1.0,0.0001556498627912628,-0.0016849622346862825,-0.002249974714615977,0.0,1.0632057829393737,1.0965144313563406,1.0607556493037233
2016-08-26,4783.69,2169.04,1.3,1.0,0.0017296871695322569,-0.0015788480393283955,1.3,1.0,0.0001556498627912628,0.0017296871695322569,0.0021890695108681244,0.0,1.065533214302585,1.0984110582994646,1.0590808773266136
