year,label,strat_ret,bh_ret,strat_Sharpe,bh_Sharpe,strat_MaxDD,bh_MaxDD
2021,WF5+1-2021,0.1867531116130159,0.2662729239277879,0.9292881813485032,1.1223531124012451,-0.07639304732320343,-0.1092593263179237
2022,WF5+1-2022,-0.15193865074775514,-0.3296748545350271,-2.3246988171708733,-1.1796799367609099,-0.16171876644507274,-0.35283669569991605
2023,WF5+1-2023,0.21929080269596612,0.5380529371759524,1.547500858447523,2.2131384864884764,-0.0521159501669012,-0.10932022838962543
2024,WF5+1-2024,0.282041211670504,0.2487969461420556,1.1560998044048383,1.0615909896724154,-0.13581419059770597,-0.13581419059770602
2025,WF5+1-2025,0.18659905748287153,0.20167740885401164,0.7201101744074002,0.7073418761380212,-0.19574018624524628,-0.2293151030862746
