date,pe_median,pe_mean,pe_median_q10y
2008-08-06,32.38,46.63,
2008-08-07,32.27,46.89,
2008-08-08,32.37,46.79,
2008-08-11,30.3,44.81,
2008-08-12,28.04,42.85,
2008-08-13,27.34,41.96,
2008-08-14,27.33,41.69,
2008-08-15,27.58,42.23,
2008-08-18,27.55,42.35,
2008-08-19,25.93,39.83,
2008-08-20,26.21,39.65,
2008-08-21,28.11,41.89,
2008-08-22,27.01,41.05,
2008-08-25,26.28,40.58,
2008-08-26,26.32,40.15,
2008-08-27,24.86,38.44,
2008-08-28,24.54,37.93,
2008-08-29,24.57,37.6,
2008-09-01,25.31,38.55,
2008-09-02,24.61,37.26,
2008-09-03,24.61,37.47,
2008-09-04,24.44,37.2,
2008-09-05,24.66,37.45,
2008-09-08,23.59,36.05,
2008-09-09,22.6,34.77,
2008-09-10,22.78,35.14,
2008-09-11,22.85,35.29,
2008-09-12,22.58,34.77,
2008-09-16,22.61,34.84,
2008-09-17,22.19,33.94,
2008-09-18,21.86,33.44,
2008-09-19,21.11,32.72,
2008-09-22,23.13,35.09,
2008-09-23,24.02,36.46,
2008-09-24,22.53,34.53,
2008-09-25,23.16,34.7,
2008-09-26,23.63,35.28,
2008-10-06,23.55,35.36,
2008-10-07,22.85,34.54,
2008-10-08,22.72,34.48,
2008-10-09,22.12,33.87,
2008-10-10,21.83,33.6,
2008-10-13,20.39,31.59,
2008-10-14,20.86,32.22,
2008-10-15,20.25,31.35,
2008-10-16,19.97,30.94,
2008-10-17,18.73,29.97,
2008-10-20,18.95,30.28,
2008-10-21,19.55,30.51,
2008-10-22,19.59,30.24,
2008-10-23,19.22,29.48,
2008-10-24,19.22,29.35,
2008-10-27,19.38,29.37,
2008-10-28,18.08,28.02,
2008-10-29,18.72,28.48,
2008-10-30,18.09,27.31,
2008-10-31,18.41,27.8,
2008-11-03,18.17,27.6,
2008-11-04,17.9,27.31,
2008-11-05,17.44,26.96,
2008-11-06,18.12,27.85,
2008-11-07,17.83,27.42,
2008-11-10,18.17,27.73,
2008-11-11,19.45,29.71,
2008-11-12,19.29,29.76,
2008-11-13,19.68,30.14,
2008-11-14,20.57,31.03,
2008-11-17,21.52,31.84,
2008-11-18,22.54,32.69,
2008-11-19,20.64,31.3,
2008-11-20,22.12,32.75,
2008-11-21,22.24,33.08,
2008-11-24,21.8,32.49,
2008-11-25,21.0,31.85,
2008-11-26,20.85,31.47,
2008-11-27,21.11,31.6,
2008-11-28,21.38,31.96,
2008-12-01,21.07,31.45,
2008-12-02,22.11,32.83,
2008-12-03,22.48,32.83,
2008-12-04,23.41,34.11,
2008-12-05,23.37,33.91,
2008-12-08,24.24,34.83,
2008-12-09,25.35,36.29,
2008-12-10,24.46,35.38,
2008-12-11,25.25,36.44,
2008-12-12,24.44,35.24,
2008-12-15,23.47,34.08,
2008-12-16,23.91,34.35,
2008-12-17,24.37,35.09,
2008-12-18,24.74,35.34,
2008-12-19,25.2,35.97,
2008-12-22,25.54,36.3,
2008-12-23,25.6,36.5,
2008-12-24,24.08,34.65,
2008-12-25,23.6,33.94,
2008-12-26,23.79,33.88,
2008-12-29,23.64,33.85,
2008-12-30,23.4,33.95,
2008-12-31,23.4,33.62,
2009-01-05,23.36,33.4,
2009-01-06,24.29,34.24,
2009-01-07,25.05,35.17,
2009-01-08,25.09,35.57,
2009-01-09,24.53,35.2,
2009-01-12,25.26,35.79,
2009-01-13,25.55,35.86,
2009-01-14,24.59,35.28,
2009-01-15,25.86,36.42,
2009-01-16,26.08,36.79,
2009-01-19,26.01,36.97,
2009-01-20,26.07,36.8,
2009-01-21,26.24,37.13,
2009-01-22,26.23,37.11,
2009-01-23,26.43,37.49,
2009-02-02,26.29,37.4,
2009-02-03,27.07,38.55,
2009-02-04,27.88,39.41,
2009-02-05,28.46,40.16,
2009-02-06,27.86,39.44,
2009-02-09,29.05,41.16,
2009-02-10,30.16,42.36,
2009-02-11,30.78,43.4,
2009-02-12,31.01,43.46,
2009-02-13,31.46,43.99,
2009-02-16,32.46,45.16,
2009-02-17,33.03,46.07,
2009-02-18,31.87,44.64,
2009-02-19,30.84,43.38,
2009-02-20,31.46,44.24,
2009-02-23,32.31,45.31,
2009-02-24,33.23,46.83,
2009-02-25,31.8,45.43,
2009-02-26,31.93,45.87,
2009-02-27,29.85,43.42,
2009-03-02,28.2,40.97,
2009-03-03,28.94,42.1,
2009-03-04,29.09,42.41,
2009-03-05,30.94,44.8,
2009-03-06,31.17,44.54,
2009-03-09,30.88,44.95,
2009-03-10,29.65,43.22,
2009-03-11,30.31,44.32,
2009-03-12,30.34,44.43,
2009-03-13,30.47,44.82,
2009-03-16,30.27,44.32,
2009-03-17,30.64,44.9,
2009-03-18,31.68,45.9,
2009-03-19,31.94,46.5,
2009-03-20,32.51,46.93,
2009-03-23,32.43,47.37,
2009-03-24,33.18,48.69,
2009-03-25,33.57,49.21,
2009-03-26,32.97,48.51,
2009-03-27,33.75,49.72,
2009-03-30,34.57,50.53,
2009-03-31,34.72,50.15,
2009-04-01,35.09,50.91,
2009-04-02,35.84,51.87,
2009-04-03,35.9,51.83,
2009-04-07,35.99,52.1,
2009-04-08,36.34,52.4,
2009-04-09,35.44,50.72,
2009-04-10,36.23,52.06,
2009-04-13,37.16,53.98,
2009-04-14,37.92,54.8,
2009-04-15,38.48,55.33,
2009-04-16,39.36,55.74,
2009-04-17,39.46,56.07,
2009-04-20,38.85,56.03,
2009-04-21,39.99,57.76,
2009-04-22,40.37,57.88,
2009-04-23,38.55,55.89,
2009-04-24,38.68,56.68,
2009-04-27,38.56,55.71,
2009-04-28,37.73,54.3,
2009-04-29,37.94,55.64,
2009-04-30,38.93,57.94,
2009-05-04,39.49,57.97,
2009-05-05,40.27,58.78,
2009-05-06,40.71,59.05,
2009-05-07,41.41,59.82,
2009-05-08,40.88,60.21,
2009-05-11,41.05,59.63,
2009-05-12,39.45,58.67,
2009-05-13,40.17,59.25,
2009-05-14,40.45,59.32,
2009-05-15,40.56,59.79,
2009-05-18,41.08,59.76,
2009-05-19,41.12,59.9,
2009-05-20,41.65,60.71,
2009-05-21,41.06,59.99,
2009-05-22,40.47,59.55,
2009-05-25,40.68,59.84,
2009-05-26,41.08,60.39,
2009-05-27,41.52,60.38,
2009-06-01,41.3,60.0,
2009-06-02,41.84,60.8,
2009-06-03,42.0,60.7,
2009-06-04,42.44,61.09,
2009-06-05,42.55,61.39,
2009-06-08,42.14,60.72,
2009-06-09,42.14,60.63,
2009-06-10,42.46,60.98,
2009-06-11,42.61,61.36,
2009-06-12,42.18,60.94,
2009-06-15,41.45,59.9,
2009-06-16,41.88,60.32,
2009-06-17,41.9,60.68,
2009-06-18,42.11,60.92,
2009-06-19,42.37,61.11,
2009-06-22,42.24,61.45,
2009-06-23,42.0,61.02,
2009-06-24,42.11,61.35,
2009-06-25,42.47,61.64,
2009-06-26,42.61,61.84,
2009-06-29,42.87,62.23,
2009-06-30,42.66,62.01,
2009-07-01,42.84,61.99,
2009-07-02,42.92,62.43,
2009-07-03,43.36,63.09,
2009-07-06,43.93,63.4,
2009-07-07,43.92,63.1,
2009-07-08,44.16,63.36,
2009-07-09,44.4,63.73,
2009-07-10,45.32,64.58,
2009-07-13,45.41,64.56,
2009-07-14,45.71,64.89,
2009-07-15,46.22,65.56,
2009-07-16,46.5,65.88,
2009-07-17,46.05,66.04,
2009-07-20,46.32,66.07,
2009-07-21,47.02,67.07,
2009-07-22,46.22,65.81,
2009-07-23,47.26,66.59,
2009-07-24,47.24,67.09,
2009-07-27,46.85,67.02,
2009-07-28,47.95,68.29,
2009-07-29,47.9,68.56,
2009-07-30,45.22,65.32,
2009-07-31,45.84,66.14,
2009-08-03,46.6,66.94,
2009-08-04,47.44,67.72,
2009-08-05,48.03,68.38,
2009-08-06,48.1,68.66,
2009-08-07,47.45,67.81,
2009-08-10,46.19,66.22,
2009-08-11,46.82,67.2,
2009-08-12,46.91,67.58,
2009-08-13,44.84,65.33,
2009-08-14,45.03,65.53,
2009-08-17,43.27,63.23,
2009-08-18,40.43,59.94,
2009-08-19,41.12,60.34,
2009-08-20,39.23,57.66,
2009-08-21,40.97,59.82,
2009-08-24,41.75,60.62,
2009-08-25,42.66,61.48,
2009-08-26,41.64,59.99,
2009-08-27,42.86,61.22,
2009-08-28,43.2,62.34,
2009-08-31,42.23,61.73,
2009-09-01,39.3,58.35,
2009-09-02,39.0,57.91,
2009-09-03,39.26,58.48,
2009-09-04,40.65,60.34,
2009-09-07,41.63,61.13,
2009-09-08,42.19,61.91,
2009-09-09,42.8,62.5,
2009-09-10,42.86,62.81,
2009-09-11,42.2,61.75,
2009-09-14,42.7,62.65,
2009-09-15,43.77,64.0,
2009-09-16,44.11,63.99,
2009-09-17,44.31,64.2,
2009-09-18,45.3,64.65,
2009-09-21,44.23,64.36,
2009-09-22,45.16,65.71,
2009-09-23,43.75,64.05,
2009-09-24,42.55,62.99,
2009-09-25,42.42,62.46,
2009-09-28,42.28,62.01,
2009-09-29,40.91,60.63,
2009-09-30,40.06,59.31,
2009-10-09,40.51,59.83,
2009-10-12,42.59,62.12,
2009-10-13,42.83,62.5,
2009-10-14,43.33,63.23,
2009-10-15,43.51,63.24,
2009-10-16,44.02,63.62,
2009-10-19,44.14,63.41,
2009-10-20,44.94,64.19,
2009-10-21,45.8,64.67,
2009-10-22,45.15,64.17,
2009-10-23,45.63,63.65,
2009-10-26,46.3,64.31,
2009-10-27,44.93,64.12,
2009-10-28,43.79,62.96,
2009-10-29,44.42,64.02,
2009-10-30,43.35,62.3,
2009-11-02,43.31,62.93,
2009-11-03,44.55,63.5,
2009-11-04,45.69,64.38,
2009-11-05,45.91,64.72,
2009-11-06,46.48,65.37,
2009-11-09,46.58,65.82,
2009-11-10,46.82,65.97,
2009-11-11,46.84,66.22,
2009-11-12,46.74,66.29,
2009-11-13,47.12,66.36,
2009-11-16,47.84,66.65,
2009-11-17,48.91,67.93,
2009-11-18,48.91,68.5,
2009-11-19,48.86,68.39,
2009-11-20,49.94,69.25,
2009-11-23,50.01,69.41,
2009-11-24,50.73,70.3,
2009-11-25,48.15,67.58,
2009-11-26,49.45,69.44,
2009-11-27,47.31,67.07,
2009-11-30,46.63,65.3,
2009-12-01,48.75,68.07,
2009-12-02,50.24,69.94,
2009-12-03,50.65,70.77,
2009-12-04,50.88,71.03,
2009-12-07,49.59,69.57,
2009-12-08,50.5,70.34,
2009-12-09,50.5,70.03,
2009-12-10,49.91,69.41,
2009-12-11,50.6,69.99,
2009-12-14,50.58,69.8,
2009-12-15,50.47,69.79,
2009-12-16,50.45,70.51,
2009-12-17,50.14,70.48,
2009-12-18,48.91,68.58,
2009-12-21,46.61,66.37,
2009-12-22,47.18,66.98,
2009-12-23,46.4,65.96,
2009-12-24,47.44,66.28,
2009-12-25,48.9,68.14,
2009-12-28,49.35,68.53,
2009-12-29,50.14,69.44,
2009-12-30,50.31,69.59,
2009-12-31,50.07,69.27,
2010-01-04,50.61,69.66,
2010-01-05,50.87,69.77,
2010-01-06,51.42,69.97,
2010-01-07,51.06,70.01,
2010-01-08,50.21,69.44,
2010-01-11,50.59,69.79,
2010-01-12,51.19,70.2,
2010-01-13,52.03,71.27,
2010-01-14,51.77,71.24,
2010-01-15,53.27,72.17,
2010-01-18,53.67,72.43,
2010-01-19,54.49,73.28,
2010-01-20,54.46,73.17,
2010-01-21,52.34,70.91,
2010-01-22,52.68,70.83,
2010-01-25,51.14,69.95,
2010-01-26,50.26,69.1,
2010-01-27,48.93,67.59,
2010-01-28,48.48,67.07,
2010-01-29,49.71,67.31,
2010-02-01,49.91,67.43,
2010-02-02,49.26,67.16,
2010-02-03,48.93,66.62,
2010-02-04,49.48,66.83,
2010-02-05,49.84,67.28,
2010-02-08,48.56,66.46,
2010-02-09,48.38,66.39,
2010-02-10,48.6,66.1,
2010-02-11,49.04,66.41,
2010-02-12,48.93,65.44,
2010-02-22,49.31,65.93,
2010-02-23,49.15,66.15,
2010-02-24,49.87,67.16,
2010-02-25,51.18,67.84,
2010-02-26,52.01,69.11,
2010-03-01,51.83,69.44,
2010-03-02,52.35,69.49,
2010-03-03,52.39,69.52,
2010-03-04,52.74,70.15,
2010-03-05,51.12,68.27,
2010-03-08,51.37,68.25,
2010-03-09,51.96,68.83,
2010-03-10,51.59,68.46,
2010-03-11,50.84,67.63,
2010-03-12,50.23,66.93,
2010-03-15,49.66,66.5,
2010-03-16,49.48,66.5,
2010-03-17,49.82,67.11,
2010-03-18,50.75,67.87,
2010-03-19,51.18,68.45,
2010-03-22,51.36,68.42,
2010-03-23,51.53,69.11,
2010-03-24,50.72,68.54,
2010-03-25,51.47,68.96,
2010-03-26,51.21,68.3,
2010-03-29,51.82,69.01,
2010-03-30,51.83,69.19,
2010-03-31,52.36,69.18,
2010-04-01,53.0,69.1,
2010-04-02,53.86,69.71,
2010-04-06,53.4,69.95,
2010-04-07,53.79,70.3,
2010-04-08,54.27,70.19,
2010-04-09,54.43,70.37,
2010-04-12,55.57,71.2,
2010-04-13,56.35,71.75,
2010-04-14,55.59,71.2,
2010-04-15,56.41,71.74,
2010-04-16,55.2,70.76,
2010-04-19,54.88,71.03,
2010-04-20,53.4,69.32,
2010-04-21,53.76,69.74,
2010-04-22,54.82,69.82,
2010-04-23,55.02,69.55,
2010-04-26,54.05,69.13,
2010-04-27,53.36,68.32,
2010-04-28,51.41,65.99,
2010-04-29,50.78,65.6,
2010-04-30,48.59,63.56,
2010-05-04,47.54,62.18,
2010-05-05,47.54,61.94,
2010-05-06,49.13,63.5,
2010-05-07,47.48,62.1,
2010-05-10,46.87,61.55,
2010-05-11,45.58,60.43,
2010-05-12,44.39,59.05,
2010-05-13,43.53,58.46,
2010-05-14,44.58,59.41,
2010-05-17,44.98,59.73,
2010-05-18,41.88,56.93,
2010-05-19,42.48,57.58,
2010-05-20,42.33,57.5,
2010-05-21,41.7,56.92,
2010-05-24,42.54,57.5,
2010-05-25,44.42,59.78,
2010-05-26,44.14,59.34,
2010-05-27,44.25,59.84,
2010-05-28,45.04,60.6,
2010-05-31,45.26,61.04,
2010-06-01,43.96,59.0,
2010-06-02,42.8,58.19,
2010-06-03,43.53,59.32,
2010-06-04,43.28,59.13,
2010-06-07,43.43,58.91,
2010-06-08,43.96,59.38,
2010-06-09,44.42,59.56,
2010-06-10,45.33,60.4,
2010-06-11,45.59,60.65,
2010-06-17,45.46,60.56,
2010-06-18,44.69,59.97,
2010-06-21,42.98,58.21,
2010-06-22,44.01,59.65,
2010-06-23,44.3,59.93,
2010-06-24,44.46,59.8,
2010-06-25,44.6,59.86,
2010-06-28,43.93,58.98,
2010-06-29,42.77,58.14,
2010-06-30,40.61,55.21,
2010-07-01,39.67,54.06,
2010-07-02,39.48,53.29,
2010-07-05,38.93,52.97,
2010-07-06,38.95,53.08,
2010-07-07,39.72,54.09,
2010-07-08,40.37,54.84,
2010-07-09,40.0,54.67,
2010-07-12,41.19,55.87,
2010-07-13,41.61,56.55,
2010-07-14,41.26,55.8,
2010-07-15,41.55,56.3,
2010-07-16,40.58,55.11,
2010-07-19,40.78,55.59,
2010-07-20,41.57,56.51,
2010-07-21,42.83,57.74,
2010-07-22,42.98,58.04,
2010-07-23,43.86,58.78,
2010-07-26,43.83,58.87,
2010-07-27,44.3,59.34,
2010-07-28,44.31,59.36,
2010-07-29,44.93,60.09,
2010-07-30,45.28,60.23,
2010-08-02,44.98,60.0,
2010-08-03,45.62,61.09,
2010-08-04,45.14,60.05,
2010-08-05,45.52,60.34,
2010-08-06,46.16,60.96,
2010-08-09,47.04,61.23,
2010-08-10,47.69,62.02,
2010-08-11,45.69,60.09,
2010-08-12,46.18,61.0,
2010-08-13,45.84,60.22,
2010-08-16,46.57,60.66,
2010-08-17,47.6,61.63,
2010-08-18,48.13,61.66,
2010-08-19,47.97,61.43,
2010-08-20,48.07,61.38,
2010-08-23,47.24,60.6,
2010-08-24,47.16,60.22,
2010-08-25,47.59,60.1,
2010-08-26,46.12,58.57,
2010-08-27,46.54,58.17,
2010-08-30,46.77,58.32,
2010-08-31,47.9,59.26,
2010-09-01,48.01,59.66,
2010-09-02,47.22,58.84,
2010-09-03,48.25,60.12,
2010-09-06,48.5,60.78,
2010-09-07,48.28,60.49,
2010-09-08,48.63,60.93,
2010-09-09,49.0,61.48,
2010-09-10,48.44,60.77,
2010-09-13,48.89,61.08,
2010-09-14,49.6,62.05,
2010-09-15,49.75,61.95,
2010-09-16,48.72,60.92,
2010-09-17,47.87,59.5,
2010-09-20,47.86,59.53,
2010-09-21,47.23,59.07,
2010-09-27,47.01,59.14,
2010-09-28,48.07,60.27,
2010-09-29,47.73,59.67,
2010-09-30,47.0,59.19,
2010-10-08,47.52,59.94,
2010-10-11,48.33,61.02,
2010-10-12,48.56,61.46,
2010-10-13,48.7,61.78,
2010-10-14,48.81,62.05,
2010-10-15,47.64,60.51,
2010-10-18,47.2,60.32,
2010-10-19,46.93,59.83,
2010-10-20,48.7,61.51,
2010-10-21,48.68,61.5,
2010-10-22,49.01,61.89,
2010-10-25,49.49,61.96,
2010-10-26,49.82,62.97,
2010-10-27,49.27,62.17,
2010-10-28,48.89,62.05,
2010-10-29,48.95,61.57,
2010-11-01,49.49,62.03,
2010-11-02,50.62,63.33,
2010-11-03,49.99,63.11,
2010-11-04,49.14,62.59,
2010-11-05,50.12,63.67,
2010-11-08,50.82,64.44,
2010-11-09,52.12,65.86,
2010-11-10,52.61,65.89,
2010-11-11,53.08,66.34,
2010-11-12,52.5,65.62,
2010-11-15,49.36,62.25,
2010-11-16,51.23,63.86,
2010-11-17,49.95,62.08,
2010-11-18,48.36,60.12,
2010-11-19,48.92,60.87,
2010-11-22,50.51,62.64,
2010-11-23,51.35,63.35,
2010-11-24,50.9,62.76,
2010-11-25,52.45,64.2,
2010-11-26,52.92,64.72,
2010-11-29,52.36,64.52,
2010-11-30,52.98,64.77,
2010-12-01,51.41,63.04,
2010-12-02,51.51,63.27,
2010-12-03,51.73,63.83,
2010-12-06,51.27,63.16,
2010-12-07,50.29,62.16,
2010-12-08,51.24,62.87,
2010-12-09,51.05,62.87,
2010-12-10,50.07,61.66,
2010-12-13,50.94,62.52,
2010-12-14,51.95,64.07,
2010-12-15,52.81,64.77,
2010-12-16,52.66,64.63,
2010-12-17,52.54,64.82,
2010-12-20,52.6,64.85,
2010-12-21,52.26,64.34,
2010-12-22,52.6,64.86,
2010-12-23,51.95,64.48,
2010-12-24,50.73,63.21,
2010-12-27,49.75,61.99,
2010-12-28,48.41,60.29,
2010-12-29,47.87,59.26,
2010-12-30,48.65,60.15,
2010-12-31,49.14,60.59,
2011-01-04,50.07,61.69,
2011-01-05,50.61,62.53,
2011-01-06,50.68,62.56,
2011-01-07,50.54,62.28,
2011-01-10,50.07,62.04,
2011-01-11,48.72,60.62,
2011-01-12,48.39,59.96,
2011-01-13,48.84,60.48,
2011-01-14,48.77,60.44,
2011-01-17,47.51,59.25,
2011-01-18,45.43,57.66,
2011-01-19,45.57,57.59,
2011-01-20,46.83,58.96,
2011-01-21,45.3,57.37,
2011-01-24,45.4,57.81,
2011-01-25,44.69,56.84,
2011-01-26,43.98,56.2,
2011-01-27,44.69,56.88,
2011-01-28,45.32,57.31,
2011-01-31,46.03,57.85,
2011-02-01,46.35,58.16,
2011-02-09,46.49,58.7,
2011-02-10,46.48,58.49,
2011-02-11,47.55,59.34,
2011-02-14,48.03,59.78,
2011-02-15,48.77,60.5,
2011-02-16,48.53,60.62,
2011-02-17,49.47,61.52,
2011-02-18,49.64,61.9,
2011-02-21,49.38,61.19,
2011-02-22,50.26,62.6,
2011-02-23,48.89,61.16,
2011-02-24,49.47,61.79,
2011-02-25,49.78,62.18,
2011-02-28,50.29,61.96,
2011-03-01,50.86,62.36,
2011-03-02,50.98,62.62,
2011-03-03,50.57,62.96,
2011-03-04,49.62,61.77,
2011-03-07,50.04,62.34,
2011-03-08,50.47,62.78,
2011-03-09,50.77,63.05,
2011-03-10,50.79,63.11,
2011-03-11,50.6,62.35,
2011-03-14,50.68,62.2,
2011-03-15,51.37,63.09,
2011-03-16,51.02,62.61,
2011-03-17,51.47,63.3,
2011-03-18,50.19,62.04,
2011-03-21,50.47,63.16,
2011-03-22,50.33,62.76,
2011-03-23,50.15,62.27,
2011-03-24,50.72,62.6,
2011-03-25,50.71,63.13,
2011-03-28,50.78,63.16,
2011-03-29,50.22,63.05,
2011-03-30,49.22,62.11,
2011-03-31,48.63,61.15,
2011-04-01,48.11,60.62,
2011-04-06,48.77,61.16,
2011-04-07,48.5,60.86,
2011-04-08,48.84,61.23,
2011-04-11,49.41,61.75,
2011-04-12,48.48,61.49,
2011-04-13,48.42,61.37,
2011-04-14,48.96,62.06,
2011-04-15,49.19,61.85,
2011-04-18,48.75,61.26,
2011-04-19,48.62,61.61,
2011-04-20,47.98,61.5,
2011-04-21,48.53,61.95,
2011-04-22,48.5,61.71,
2011-04-25,47.98,60.89,
2011-04-26,46.83,60.02,
2011-04-27,45.65,59.44,
2011-04-28,44.54,58.47,
2011-04-29,42.6,56.79,
2011-05-03,42.72,56.79,
2011-05-04,43.12,56.87,
2011-05-05,42.23,56.16,
2011-05-06,42.6,56.15,
2011-05-09,42.84,56.4,
2011-05-10,43.16,56.86,
2011-05-11,43.13,57.11,
2011-05-12,43.27,57.29,
2011-05-13,42.77,56.61,
2011-05-16,43.04,56.83,
2011-05-17,42.86,56.83,
2011-05-18,42.87,56.67,
2011-05-19,42.94,56.82,
2011-05-20,42.58,56.57,
2011-05-23,42.42,56.53,
2011-05-24,40.88,54.68,
2011-05-25,41.06,54.51,
2011-05-26,40.31,54.27,
2011-05-27,39.76,53.88,
2011-05-30,38.85,52.97,
2011-05-31,38.72,52.5,
2011-06-01,39.29,53.46,
2011-06-02,39.5,53.68,
2011-06-03,38.92,52.86,
2011-06-07,39.48,53.73,
2011-06-08,39.79,53.87,
2011-06-09,39.84,54.08,
2011-06-10,39.05,53.46,
2011-06-13,39.12,53.37,
2011-06-14,39.0,53.08,
2011-06-15,39.71,53.82,
2011-06-16,39.4,53.64,
2011-06-17,38.58,52.43,
2011-06-20,38.15,52.04,
2011-06-21,37.78,51.63,
2011-06-22,38.26,52.03,
2011-06-23,38.11,51.75,
2011-06-24,38.93,52.54,
2011-06-27,39.89,53.47,
2011-06-28,40.49,54.35,
2011-06-29,40.6,54.25,
2011-06-30,40.16,53.57,
2011-07-01,40.52,54.17,
2011-07-04,40.54,54.45,
2011-07-05,41.62,55.34,
2011-07-06,42.26,55.67,
2011-07-07,42.52,56.02,
2011-07-08,42.58,56.0,
2011-07-11,42.46,55.79,
2011-07-12,42.65,56.16,
2011-07-13,41.85,55.69,
2011-07-14,42.74,56.79,
2011-07-15,43.57,56.78,
2011-07-18,43.91,57.1,
2011-07-19,44.0,57.26,
2011-07-20,43.31,56.37,
2011-07-21,43.33,56.66,
2011-07-22,42.89,56.03,
2011-07-25,43.22,56.44,
2011-07-26,41.08,54.4,
2011-07-27,41.3,54.88,
2011-07-28,42.13,55.52,
2011-07-29,41.77,54.96,
2011-08-01,41.45,54.42,
2011-08-02,41.46,54.55,
2011-08-03,41.36,54.31,
2011-08-04,41.55,54.46,
2011-08-05,41.73,54.7,
2011-08-08,40.86,54.04,
2011-08-09,38.84,52.14,
2011-08-10,38.75,51.63,
2011-08-11,38.9,52.12,
2011-08-12,39.79,52.91,
2011-08-15,40.25,53.37,
2011-08-16,40.81,53.67,
2011-08-17,40.25,52.92,
2011-08-18,40.31,52.93,
2011-08-19,39.62,52.16,
2011-08-22,39.48,51.79,
2011-08-23,39.41,51.36,
2011-08-24,40.03,51.81,
2011-08-25,39.86,51.65,
2011-08-26,40.54,52.11,
2011-08-29,40.87,52.21,
2011-08-30,40.77,52.07,
2011-08-31,40.39,51.57,
2011-09-01,39.91,51.25,
2011-09-02,39.55,50.86,
2011-09-05,39.12,50.27,
2011-09-06,38.3,49.28,
2011-09-07,38.07,49.08,
2011-09-08,38.89,50.04,
2011-09-09,38.43,49.65,
2011-09-13,38.26,49.4,
2011-09-14,37.62,48.87,
2011-09-15,38.16,49.33,
2011-09-16,38.19,49.41,
2011-09-19,38.12,49.65,
2011-09-20,37.09,48.65,
2011-09-21,37.31,48.93,
2011-09-22,38.41,50.17,
2011-09-23,37.38,48.88,
2011-09-26,36.98,48.75,
2011-09-27,36.55,48.03,
2011-09-28,36.76,48.06,
2011-09-29,36.19,47.34,
2011-09-30,35.2,45.97,
2011-10-10,34.95,45.94,
2011-10-11,34.7,45.65,
2011-10-12,34.53,45.57,
2011-10-13,35.76,46.86,
2011-10-14,36.29,47.54,
2011-10-17,36.08,47.33,
2011-10-18,36.31,47.55,
2011-10-19,35.27,46.39,
2011-10-20,35.03,46.1,
2011-10-21,33.9,45.16,
2011-10-24,33.46,44.37,
2011-10-25,33.98,45.12,
2011-10-26,34.96,46.05,
2011-10-27,35.11,46.48,
2011-10-28,34.99,46.54,
2011-10-31,35.68,47.63,
2011-11-01,35.84,48.09,
2011-11-02,36.06,48.3,
2011-11-03,36.69,49.08,
2011-11-04,36.95,49.32,
2011-11-07,37.23,49.64,
2011-11-08,36.99,49.55,
2011-11-09,36.49,49.09,
2011-11-10,37.11,49.84,
2011-11-11,36.84,49.38,
2011-11-14,36.88,49.42,
2011-11-15,37.7,50.49,
2011-11-16,38.04,50.77,
2011-11-17,36.96,49.59,
2011-11-18,37.31,49.54,
2011-11-21,36.0,48.23,
2011-11-22,36.1,48.38,
2011-11-23,35.88,48.24,
2011-11-24,35.85,48.16,
2011-11-25,35.7,47.98,
2011-11-28,35.56,47.74,
2011-11-29,35.75,47.8,
2011-11-30,36.23,48.53,
2011-12-01,34.67,46.46,
2011-12-02,35.33,47.41,
2011-12-05,34.52,46.56,
2011-12-06,33.52,45.22,
2011-12-07,33.56,45.32,
2011-12-08,33.65,45.36,
2011-12-09,33.77,45.4,
2011-12-12,33.48,45.17,
2011-12-13,33.0,44.82,
2011-12-14,32.2,43.29,
2011-12-15,31.62,42.66,
2011-12-16,30.94,41.53,
2011-12-19,31.89,42.68,
2011-12-20,31.92,42.73,
2011-12-21,31.81,42.38,
2011-12-22,30.98,41.8,
2011-12-23,30.42,41.3,
2011-12-26,30.74,41.53,
2011-12-27,30.57,41.23,
2011-12-28,29.66,40.27,
2011-12-29,29.26,40.1,
2011-12-30,29.25,40.11,
2012-01-04,29.71,40.52,
2012-01-05,29.04,39.49,
2012-01-06,27.74,38.38,
2012-01-09,27.78,38.26,
2012-01-10,28.91,39.7,
2012-01-11,30.0,41.03,
2012-01-12,29.86,41.32,
2012-01-13,29.7,41.24,
2012-01-16,28.47,39.73,
2012-01-17,27.35,38.72,
2012-01-18,28.83,40.39,
2012-01-19,27.85,39.73,
2012-01-20,28.16,39.94,
2012-01-30,28.76,40.4,
2012-01-31,28.6,40.18,
2012-02-01,28.53,40.0,
2012-02-02,28.35,39.82,
2012-02-03,28.87,40.5,
2012-02-06,29.41,41.21,
2012-02-07,29.77,41.44,
2012-02-08,29.3,40.88,
2012-02-09,30.04,41.82,
2012-02-10,30.29,42.14,
2012-02-13,30.42,42.23,
2012-02-14,30.75,42.76,
2012-02-15,30.78,42.87,
2012-02-16,31.24,43.51,
2012-02-17,31.18,43.52,
2012-02-20,30.96,43.52,
2012-02-21,31.29,43.6,
2012-02-22,31.62,43.98,
2012-02-23,32.36,44.81,
2012-02-24,32.54,44.86,
2012-02-27,32.69,45.36,
2012-02-28,32.77,45.52,
2012-02-29,32.52,45.08,
2012-03-01,32.06,45.2,
2012-03-02,32.17,45.1,
2012-03-05,32.62,46.01,
2012-03-06,32.69,46.13,
2012-03-07,32.46,45.65,
2012-03-08,32.25,45.22,
2012-03-09,32.79,45.77,
