date,pe_median,pe_mean,pe_median_q10y
2012-03-12,33.55,46.43,
2012-03-13,33.74,46.79,
2012-03-14,34.07,47.33,
2012-03-15,32.87,45.36,
2012-03-16,32.41,44.98,
2012-03-19,33.23,46.19,
2012-03-20,33.64,46.63,
2012-03-21,32.79,46.03,
2012-03-22,32.74,46.14,
2012-03-23,32.65,46.39,
2012-03-26,32.22,45.42,
2012-03-27,32.2,45.57,
2012-03-28,32.28,45.87,
2012-03-29,30.71,44.37,
2012-03-30,30.13,43.73,
2012-04-05,29.7,43.23,
2012-04-06,30.64,44.83,
2012-04-09,31.02,45.18,
2012-04-10,30.74,44.39,
2012-04-11,30.97,45.32,
2012-04-12,31.06,45.42,
2012-04-13,31.62,46.08,
2012-04-16,31.82,46.06,
2012-04-17,31.85,46.46,
2012-04-18,31.27,46.4,
2012-04-19,31.98,47.06,
2012-04-20,31.94,46.92,
2012-04-23,32.23,47.19,
2012-04-24,31.41,46.0,
2012-04-25,30.9,45.53,
2012-04-26,30.99,45.88,
2012-04-27,31.09,45.67,
2012-05-02,31.19,45.65,
2012-05-03,31.73,46.0,
2012-05-04,31.85,46.24,
2012-05-07,32.09,46.7,
2012-05-08,32.5,46.73,
2012-05-09,32.61,47.14,
2012-05-10,31.93,46.54,
2012-05-11,32.14,46.68,
2012-05-14,31.86,46.39,
2012-05-15,31.68,46.29,
2012-05-16,31.79,46.13,
2012-05-17,31.42,45.77,
2012-05-18,31.75,46.47,
2012-05-21,31.37,45.89,
2012-05-22,31.18,45.87,
2012-05-23,31.58,46.49,
2012-05-24,31.5,46.45,
2012-05-25,31.44,46.04,
2012-05-28,30.72,45.5,
2012-05-29,31.0,46.07,
2012-05-30,31.48,46.68,
2012-05-31,31.8,46.68,
2012-06-01,31.82,46.69,
2012-06-04,31.83,46.47,
2012-06-05,30.65,45.15,
2012-06-06,30.77,45.09,
2012-06-07,30.6,44.98,
2012-06-08,30.5,44.9,
2012-06-11,30.41,44.77,
2012-06-12,31.07,45.44,
2012-06-13,30.9,45.31,
2012-06-14,31.55,46.0,
2012-06-15,31.37,45.83,
2012-06-18,31.48,45.92,
2012-06-19,31.92,46.31,
2012-06-20,31.77,46.05,
2012-06-21,31.73,45.98,
2012-06-25,31.38,45.58,
2012-06-26,30.61,44.41,
2012-06-27,30.75,44.35,
2012-06-28,30.82,44.22,
2012-06-29,30.42,43.71,
2012-07-02,30.97,44.26,
2012-07-03,31.26,44.45,
2012-07-04,31.59,44.7,
2012-07-05,31.35,44.54,
2012-07-06,30.77,43.38,
2012-07-09,31.22,44.04,
2012-07-10,30.48,42.95,
2012-07-11,30.15,42.94,
2012-07-12,30.4,43.34,
2012-07-13,30.85,43.79,
2012-07-16,30.51,43.33,
2012-07-17,29.16,41.9,
2012-07-18,29.4,42.08,
2012-07-19,29.64,42.46,
2012-07-20,30.1,43.05,
2012-07-23,29.97,42.85,
2012-07-24,29.76,42.44,
2012-07-25,29.91,42.89,
2012-07-26,29.77,42.61,
2012-07-27,29.53,42.2,
2012-07-30,29.35,42.1,
2012-07-31,28.7,41.13,
2012-08-01,28.12,40.38,
2012-08-02,28.55,40.83,
2012-08-03,28.37,40.62,
2012-08-06,29.05,41.26,
2012-08-07,29.8,41.95,
2012-08-08,29.91,42.26,
2012-08-09,29.69,42.18,
2012-08-10,30.36,42.81,
2012-08-13,30.46,42.61,
2012-08-14,29.74,41.62,
2012-08-15,30.05,42.38,
2012-08-16,29.74,42.14,
2012-08-17,29.46,41.56,
2012-08-20,29.58,41.73,
2012-08-21,29.71,42.04,
2012-08-22,30.06,42.45,
2012-08-23,30.05,42.33,
2012-08-24,30.45,42.97,
2012-08-27,29.86,42.21,
2012-08-28,28.93,41.17,
2012-08-29,29.26,41.74,
2012-08-30,29.23,41.55,
2012-08-31,28.55,40.89,
2012-09-03,28.83,41.09,
2012-09-04,29.43,41.81,
2012-09-05,29.23,41.55,
2012-09-06,29.59,41.77,
2012-09-07,29.97,42.17,
2012-09-10,30.81,43.44,
2012-09-11,31.05,43.92,
2012-09-12,31.15,43.83,
2012-09-13,31.21,44.12,
2012-09-14,30.71,43.54,
2012-09-17,30.53,43.59,
2012-09-18,29.75,42.35,
2012-09-19,29.63,42.09,
2012-09-20,29.83,42.62,
2012-09-21,28.77,41.43,
2012-09-24,28.54,41.04,
2012-09-25,28.94,41.47,
2012-09-26,28.58,41.0,
2012-09-27,27.74,40.47,
2012-09-28,28.2,41.11,
2012-10-08,28.84,41.55,
2012-10-09,28.88,41.66,
2012-10-10,29.73,42.53,
2012-10-11,30.0,43.03,
2012-10-12,29.47,42.43,
2012-10-15,29.44,42.35,
2012-10-16,28.98,42.0,
2012-10-17,29.22,42.25,
2012-10-18,29.23,42.39,
2012-10-19,29.58,42.8,
2012-10-22,29.48,42.56,
2012-10-23,29.45,42.58,
2012-10-24,29.21,42.25,
2012-10-25,29.02,42.21,
2012-10-26,28.92,41.47,
2012-10-29,28.37,40.76,
2012-10-30,28.92,41.43,
2012-10-31,28.83,41.1,
2012-11-01,28.84,41.2,
2012-11-02,29.28,41.8,
2012-11-05,29.25,41.73,
2012-11-06,29.2,41.75,
2012-11-07,29.04,41.61,
2012-11-08,29.01,41.5,
2012-11-09,28.31,40.89,
2012-11-12,28.37,40.77,
2012-11-13,28.48,40.99,
2012-11-14,28.1,40.4,
2012-11-15,28.11,40.35,
2012-11-16,27.53,39.75,
2012-11-19,27.45,39.64,
2012-11-20,27.59,39.72,
2012-11-21,27.45,39.75,
2012-11-22,27.79,40.1,
2012-11-23,27.44,39.68,
2012-11-26,27.5,39.64,
2012-11-27,27.09,39.15,
2012-11-28,25.93,38.01,
2012-11-29,25.53,37.44,
2012-11-30,25.0,37.18,
2012-12-03,25.24,37.37,
2012-12-04,24.61,36.76,
2012-12-05,24.92,36.99,
2012-12-06,25.81,37.85,
2012-12-07,25.76,37.92,
2012-12-10,26.35,38.44,
2012-12-11,26.97,38.94,
2012-12-12,26.73,38.77,
2012-12-13,26.76,38.67,
2012-12-14,26.37,38.35,
2012-12-17,27.44,39.37,
2012-12-18,27.62,39.7,
2012-12-19,27.59,39.78,
2012-12-20,27.7,39.97,
2012-12-21,27.89,40.14,
2012-12-24,28.16,40.23,
2012-12-25,28.5,40.55,
2012-12-26,29.18,41.34,
2012-12-27,29.77,42.09,
2012-12-28,29.25,41.48,
2012-12-31,29.63,41.83,
2013-01-04,29.79,41.94,
2013-01-07,29.54,42.03,
2013-01-08,29.92,42.51,
2013-01-09,30.25,42.45,
2013-01-10,30.34,42.72,
2013-01-11,30.45,43.06,
2013-01-14,29.84,42.8,
2013-01-15,30.98,43.67,
2013-01-16,31.61,44.25,
2013-01-17,31.75,44.35,
2013-01-18,31.18,44.19,
2013-01-21,31.72,44.42,
2013-01-22,31.89,44.74,
2013-01-23,31.06,43.94,
2013-01-24,31.38,44.1,
2013-01-25,30.66,43.75,
2013-01-28,30.77,43.7,
2013-01-29,31.58,44.16,
2013-01-30,31.85,44.52,
2013-01-31,31.61,44.67,
2013-02-01,31.34,44.69,
2013-02-04,31.6,44.64,
2013-02-05,31.24,44.53,
2013-02-06,31.57,44.92,
2013-02-07,31.8,45.37,
2013-02-08,31.93,45.35,
2013-02-18,32.5,45.85,
2013-02-19,32.72,46.25,
2013-02-20,32.27,45.57,
2013-02-21,32.91,46.19,
2013-02-22,32.54,45.43,
2013-02-25,32.35,45.55,
2013-02-26,32.66,46.22,
2013-02-27,32.22,45.7,
2013-02-28,32.14,45.86,
2013-03-01,32.74,46.52,
2013-03-04,33.25,47.06,
2013-03-05,32.3,45.62,
2013-03-06,32.92,46.69,
2013-03-07,33.42,47.37,
2013-03-08,33.05,46.99,
2013-03-11,32.79,46.63,
2013-03-12,32.87,46.99,
2013-03-13,31.88,46.15,
2013-03-14,31.62,46.3,
2013-03-15,31.68,45.97,
2013-03-18,31.89,46.14,
2013-03-19,31.59,45.86,
2013-03-20,31.69,46.09,
2013-03-21,32.54,46.97,
2013-03-22,32.9,47.48,
2013-03-25,33.0,47.57,
2013-03-26,32.86,47.78,
2013-03-27,32.81,47.5,
2013-03-28,32.88,47.48,
2013-03-29,31.94,46.74,
2013-04-01,32.24,47.51,
2013-04-02,32.58,48.14,
2013-04-03,32.14,47.67,
2013-04-08,31.87,47.45,
2013-04-09,32.2,47.82,
2013-04-10,32.45,48.29,
2013-04-11,32.25,48.31,
2013-04-12,32.12,48.17,
2013-04-15,31.84,47.81,
2013-04-16,31.61,47.38,
2013-04-17,32.12,48.04,
2013-04-18,32.51,48.47,
2013-04-19,32.71,48.66,
2013-04-22,33.3,49.0,
2013-04-23,33.39,49.47,
2013-04-24,32.46,48.8,
2013-04-25,33.2,49.46,
2013-04-26,32.53,48.27,
2013-05-02,31.61,47.1,
2013-05-03,31.5,46.09,
2013-05-06,32.13,46.59,
2013-05-07,32.71,47.26,
2013-05-08,32.68,47.35,
2013-05-09,33.28,47.82,
2013-05-10,33.43,48.08,
2013-05-13,33.77,48.33,
2013-05-14,33.79,48.46,
2013-05-15,33.31,47.92,
2013-05-16,33.86,48.59,
2013-05-17,34.2,48.93,
2013-05-20,34.76,49.5,
2013-05-21,35.28,50.25,
2013-05-22,35.91,50.97,
2013-05-23,35.34,50.31,
2013-05-24,35.17,50.06,
2013-05-27,35.76,50.91,
2013-05-28,36.17,51.51,
2013-05-29,35.76,51.26,
2013-05-30,36.06,51.53,
2013-05-31,36.39,51.91,
2013-06-03,36.14,51.62,
2013-06-04,35.63,51.02,
2013-06-05,34.82,50.14,
2013-06-06,35.01,50.61,
2013-06-07,34.34,49.86,
2013-06-13,33.98,49.23,
2013-06-14,33.03,47.93,
2013-06-17,33.76,48.77,
2013-06-18,33.82,48.91,
2013-06-19,33.78,49.05,
2013-06-20,33.73,48.89,
2013-06-21,32.56,47.48,
2013-06-24,32.08,47.3,
2013-06-25,30.33,44.6,
2013-06-26,30.32,44.53,
2013-06-27,31.05,45.5,
2013-06-28,30.24,44.83,
2013-07-01,30.19,44.67,
2013-07-02,30.93,45.43,
2013-07-03,31.55,46.09,
2013-07-04,31.39,46.0,
2013-07-05,31.66,46.36,
2013-07-08,31.45,46.06,
2013-07-09,29.97,44.69,
2013-07-10,30.03,45.15,
2013-07-11,30.92,45.93,
2013-07-12,31.86,46.9,
2013-07-15,31.69,46.71,
2013-07-16,32.51,47.72,
2013-07-17,33.05,48.31,
2013-07-18,32.75,47.69,
2013-07-19,32.79,47.88,
2013-07-22,32.21,46.85,
2013-07-23,32.84,47.71,
2013-07-24,33.67,48.58,
2013-07-25,34.12,49.13,
2013-07-26,33.3,48.13,
2013-07-29,33.3,48.0,
2013-07-30,32.67,47.24,
2013-07-31,32.53,47.04,
2013-08-01,32.78,47.17,
2013-08-02,34.12,48.55,
2013-08-05,34.02,48.78,
2013-08-06,34.59,49.53,
2013-08-07,34.98,49.98,
2013-08-08,34.45,49.36,
2013-08-09,34.77,49.45,
2013-08-12,34.93,49.62,
2013-08-13,35.06,50.12,
2013-08-14,35.3,50.29,
2013-08-15,35.35,50.24,
2013-08-16,34.89,49.91,
2013-08-19,34.19,48.97,
2013-08-20,34.83,49.72,
2013-08-21,34.79,49.83,
2013-08-22,35.43,50.29,
2013-08-23,35.48,50.04,
2013-08-26,35.21,49.7,
2013-08-27,36.0,50.66,
2013-08-28,36.05,50.9,
2013-08-29,35.61,50.38,
2013-08-30,35.43,50.42,
2013-09-02,34.4,49.56,
2013-09-03,34.79,49.42,
2013-09-04,35.29,49.91,
2013-09-05,35.33,50.02,
2013-09-06,35.61,50.33,
2013-09-09,35.67,50.74,
2013-09-10,35.81,51.13,
2013-09-11,36.36,51.45,
2013-09-12,35.73,51.11,
2013-09-13,35.9,51.09,
2013-09-16,36.09,51.32,
2013-09-17,36.1,51.21,
2013-09-18,35.63,50.88,
2013-09-23,36.0,51.18,
2013-09-24,36.73,51.88,
2013-09-25,36.81,51.98,
2013-09-26,36.64,51.73,
2013-09-27,35.96,51.08,
2013-09-30,36.11,51.18,
2013-10-08,36.56,51.66,
2013-10-09,37.06,52.37,
2013-10-10,37.6,52.94,
2013-10-11,37.03,52.7,
2013-10-14,37.59,53.33,
2013-10-15,38.0,53.93,
2013-10-16,37.7,53.82,
2013-10-17,36.6,52.43,
2013-10-18,36.64,52.62,
2013-10-21,36.85,52.51,
2013-10-22,38.13,53.65,
2013-10-23,37.8,53.3,
2013-10-24,36.64,52.61,
2013-10-25,36.17,51.89,
2013-10-28,35.33,51.11,
2013-10-29,35.49,51.48,
2013-10-30,34.51,50.2,
2013-10-31,35.0,50.89,
2013-11-01,34.73,50.59,
2013-11-04,34.49,50.2,
2013-11-05,34.39,50.11,
2013-11-06,34.73,50.73,
2013-11-07,34.63,50.56,
2013-11-08,34.06,50.19,
2013-11-11,33.4,49.76,
2013-11-12,33.92,49.9,
2013-11-13,34.29,50.22,
2013-11-14,33.88,49.66,
2013-11-15,34.59,50.36,
2013-11-18,35.19,51.22,
2013-11-19,36.05,51.98,
2013-11-20,36.24,51.96,
2013-11-21,36.43,52.38,
2013-11-22,36.28,52.43,
2013-11-25,36.19,52.52,
2013-11-26,36.26,52.34,
2013-11-27,36.37,52.54,
2013-11-28,36.79,53.02,
2013-11-29,37.04,53.43,
2013-12-02,37.64,54.02,
2013-12-03,35.69,51.76,
2013-12-04,36.32,52.53,
2013-12-05,36.72,52.88,
2013-12-06,36.84,52.73,
2013-12-09,36.59,52.57,
2013-12-10,37.17,53.2,
2013-12-11,37.0,52.81,
2013-12-12,36.68,52.59,
2013-12-13,37.09,53.12,
2013-12-16,37.27,53.22,
2013-12-17,36.75,52.55,
2013-12-18,36.41,52.49,
2013-12-19,36.31,52.41,
2013-12-20,35.97,52.1,
2013-12-23,35.53,51.64,
2013-12-24,35.56,51.4,
2013-12-25,35.94,51.88,
2013-12-26,36.75,52.39,
2013-12-27,36.21,51.65,
2013-12-30,37.0,52.47,
2013-12-31,37.21,52.57,
2014-01-02,37.21,52.66,
2014-01-03,37.81,53.15,
2014-01-06,37.6,52.88,
2014-01-07,36.66,51.98,
2014-01-08,37.03,52.17,
2014-01-09,37.2,52.41,
2014-01-10,36.73,52.2,
2014-01-13,36.08,51.67,
2014-01-14,36.11,51.6,
2014-01-15,36.8,52.51,
2014-01-16,37.07,53.01,
2014-01-17,37.21,53.14,
2014-01-20,36.72,52.46,
2014-01-21,36.51,52.03,
2014-01-22,37.01,52.74,
2014-01-23,37.64,53.43,
2014-01-24,37.9,53.74,
2014-01-27,38.25,54.28,
2014-01-28,38.17,53.98,
2014-01-29,38.18,53.74,
2014-01-30,38.41,54.34,
2014-02-07,38.13,53.9,
2014-02-10,38.99,54.76,
2014-02-11,40.01,56.02,
2014-02-12,40.04,56.06,
2014-02-13,40.45,56.66,
2014-02-14,39.58,55.81,
2014-02-17,40.49,56.77,
2014-02-18,41.16,57.98,
2014-02-19,41.28,58.05,
2014-02-20,41.22,58.07,
2014-02-21,40.4,57.42,
2014-02-24,40.65,57.36,
2014-02-25,40.89,57.77,
2014-02-26,39.05,55.9,
2014-02-27,39.3,56.29,
2014-02-28,38.96,55.53,
2014-03-03,39.64,56.2,
2014-03-04,40.39,57.1,
2014-03-05,40.45,57.51,
2014-03-06,40.28,57.57,
2014-03-07,40.05,57.37,
2014-03-10,40.47,57.55,
2014-03-11,38.81,55.69,
2014-03-12,38.87,55.55,
2014-03-13,38.57,55.41,
2014-03-14,38.97,55.86,
2014-03-17,38.94,55.98,
2014-03-18,39.7,57.01,
2014-03-19,39.65,56.99,
2014-03-20,39.81,56.8,
2014-03-21,38.74,55.84,
2014-03-24,39.5,56.5,
2014-03-25,39.56,56.92,
2014-03-26,39.66,57.4,
2014-03-27,40.1,57.93,
2014-03-28,39.36,56.77,
2014-03-31,38.38,55.9,
2014-04-01,38.19,55.86,
2014-04-02,38.89,56.55,
2014-04-03,38.43,56.04,
2014-04-04,38.77,56.0,
2014-04-08,39.17,56.57,
2014-04-09,39.45,57.09,
2014-04-10,39.95,57.38,
2014-04-11,40.18,57.56,
2014-04-14,39.75,57.2,
2014-04-15,40.2,57.94,
2014-04-16,39.89,57.89,
2014-04-17,39.95,58.47,
2014-04-18,40.18,58.61,
2014-04-21,40.62,59.5,
2014-04-22,40.15,58.83,
2014-04-23,39.47,58.4,
2014-04-24,39.47,58.14,
2014-04-25,38.53,57.32,
2014-04-28,37.7,56.02,
2014-04-29,36.24,54.1,
2014-04-30,36.63,54.37,
2014-05-05,37.05,54.29,
2014-05-06,37.39,54.8,
2014-05-07,37.83,55.13,
2014-05-08,37.1,54.5,
2014-05-09,37.06,54.47,
2014-05-12,36.8,53.97,
2014-05-13,37.53,55.18,
2014-05-14,37.49,55.15,
2014-05-15,37.52,55.27,
2014-05-16,36.78,54.62,
2014-05-19,36.56,54.26,
2014-05-20,36.41,54.11,
2014-05-21,36.61,54.34,
2014-05-22,36.91,54.63,
2014-05-23,37.0,54.63,
2014-05-26,37.42,55.09,
2014-05-27,38.02,55.7,
2014-05-28,37.84,55.48,
2014-05-29,38.21,55.89,
2014-05-30,37.78,55.37,
2014-06-03,37.83,55.5,
2014-06-04,37.76,55.6,
2014-06-05,37.49,55.11,
2014-06-06,37.88,55.32,
2014-06-09,38.07,55.6,
2014-06-10,37.73,55.16,
2014-06-11,38.14,55.84,
2014-06-12,38.6,56.16,
2014-06-13,38.47,56.02,
2014-06-16,38.85,56.77,
2014-06-17,39.05,56.61,
2014-06-18,38.65,56.63,
2014-06-19,38.55,56.38,
2014-06-20,37.61,54.9,
2014-06-23,37.9,55.33,
2014-06-24,38.16,55.68,
2014-06-25,38.51,56.22,
2014-06-26,38.14,55.8,
2014-06-27,38.92,56.37,
2014-06-30,39.22,56.85,
2014-07-01,39.56,56.89,
2014-07-02,39.8,57.23,
2014-07-03,40.03,57.35,
2014-07-04,40.23,57.48,
2014-07-07,40.36,57.44,
2014-07-08,40.32,57.46,
2014-07-09,40.66,57.66,
2014-07-10,39.89,57.07,
2014-07-11,39.85,57.21,
2014-07-14,40.05,57.75,
2014-07-15,40.62,58.26,
2014-07-16,40.05,57.86,
2014-07-17,39.65,57.54,
2014-07-18,39.45,57.33,
2014-07-21,39.4,57.22,
2014-07-22,39.51,57.17,
2014-07-23,40.01,57.66,
2014-07-24,39.45,57.27,
2014-07-25,39.07,57.3,
2014-07-28,39.47,57.76,
2014-07-29,40.05,58.55,
2014-07-30,40.26,58.85,
2014-07-31,40.34,58.84,
2014-08-01,40.6,58.78,
2014-08-04,40.13,58.74,
2014-08-05,40.6,59.29,
2014-08-06,40.78,59.46,
2014-08-07,41.02,59.36,
2014-08-08,40.63,59.15,
2014-08-11,40.92,59.88,
2014-08-12,41.55,60.71,
2014-08-13,41.53,60.86,
2014-08-14,41.41,60.62,
2014-08-15,41.16,60.47,
2014-08-18,41.61,60.99,
2014-08-19,42.12,61.48,
2014-08-20,42.1,61.48,
2014-08-21,41.66,61.25,
2014-08-22,41.92,61.62,
2014-08-25,41.96,61.26,
2014-08-26,41.55,61.4,
2014-08-27,41.35,60.76,
2014-08-28,41.28,60.54,
2014-08-29,40.65,59.25,
2014-09-01,40.95,60.01,
2014-09-02,41.78,60.4,
2014-09-03,42.17,60.95,
2014-09-04,42.65,61.55,
2014-09-05,43.25,61.89,
2014-09-09,43.23,61.93,
2014-09-10,43.66,62.44,
2014-09-11,43.69,62.6,
2014-09-12,43.52,62.41,
2014-09-15,43.96,63.22,
2014-09-16,44.1,63.62,
2014-09-17,42.84,61.94,
2014-09-18,43.25,62.43,
2014-09-19,43.46,62.82,
2014-09-22,43.74,63.56,
2014-09-23,43.28,62.93,
2014-09-24,44.05,63.72,
2014-09-25,44.82,64.54,
2014-09-26,44.51,64.32,
2014-09-29,44.65,64.75,
2014-09-30,45.17,65.19,
2014-10-08,45.32,65.32,
2014-10-09,45.77,65.89,
2014-10-10,46.0,66.45,
2014-10-13,45.64,66.24,
2014-10-14,45.87,66.29,
2014-10-15,45.66,66.27,
2014-10-16,45.87,66.64,
2014-10-17,44.93,65.83,
2014-10-20,44.5,65.52,
2014-10-21,45.1,66.17,
2014-10-22,44.96,65.65,
2014-10-23,44.36,65.2,
2014-10-24,43.77,63.87,
2014-10-27,44.58,63.92,
2014-10-28,44.26,64.2,
2014-10-29,45.41,64.14,
2014-10-30,45.8,63.9,
2014-10-31,45.74,63.88,
2014-11-03,45.72,63.27,
2014-11-04,46.0,63.77,
2014-11-05,45.77,63.82,
2014-11-06,45.69,63.65,
2014-11-07,46.25,64.44,
2014-11-10,46.04,64.14,
2014-11-11,46.36,64.52,
2014-11-12,44.79,62.58,
2014-11-13,45.7,63.42,
2014-11-14,45.24,62.97,
2014-11-17,45.13,62.67,
2014-11-18,45.57,63.41,
2014-11-19,45.6,63.73,
2014-11-20,45.77,63.62,
2014-11-21,45.72,63.56,
2014-11-24,46.15,64.05,
2014-11-25,46.33,64.4,
2014-11-26,46.88,65.03,
2014-11-27,46.94,65.24,
2014-11-28,47.05,65.74,
2014-12-01,46.78,65.74,
2014-12-02,46.42,64.92,
2014-12-03,47.13,65.57,
2014-12-04,47.71,66.19,
2014-12-05,48.32,66.78,
2014-12-08,47.14,65.61,
2014-12-09,47.36,65.48,
2014-12-10,45.55,64.24,
2014-12-11,47.08,65.39,
2014-12-12,47.37,65.73,
2014-12-15,47.72,66.12,
2014-12-16,48.13,66.42,
2014-12-17,48.19,66.45,
2014-12-18,47.37,66.4,
2014-12-19,47.68,66.13,
2014-12-22,47.18,65.76,
2014-12-23,45.02,63.78,
2014-12-24,44.87,63.35,
2014-12-25,45.5,64.01,
2014-12-26,46.1,64.53,
2014-12-29,46.29,64.56,
2014-12-30,45.66,63.74,
2014-12-31,44.95,63.01,
2015-01-05,45.38,63.53,
2015-01-06,45.49,63.09,
2015-01-07,46.3,64.15,
2015-01-08,46.19,63.91,
2015-01-09,46.31,64.02,
2015-01-12,46.0,63.61,
2015-01-13,45.84,63.49,
2015-01-14,46.13,64.21,
2015-01-15,45.85,64.33,
2015-01-16,46.2,64.28,
2015-01-19,46.44,64.93,
2015-01-20,45.5,63.89,
2015-01-21,47.22,65.73,
2015-01-22,48.03,66.56,
2015-01-23,48.67,67.13,
2015-01-26,48.24,66.81,
2015-01-27,48.92,67.5,
2015-01-28,49.05,67.84,
2015-01-29,48.89,67.58,
2015-01-30,48.6,67.26,
2015-02-02,48.53,67.0,
2015-02-03,48.28,66.68,
2015-02-04,49.05,67.84,
2015-02-05,48.65,67.51,
2015-02-06,48.65,67.37,
2015-02-09,47.82,66.7,
2015-02-10,47.4,66.16,
2015-02-11,47.67,66.64,
2015-02-12,48.11,67.11,
2015-02-13,48.7,67.87,
2015-02-16,49.27,68.68,
2015-02-17,50.22,69.92,
2015-02-25,50.28,70.01,
2015-02-26,50.29,69.88,
2015-02-27,50.57,70.11,
2015-03-02,51.03,70.75,
2015-03-03,52.01,72.0,
2015-03-04,51.9,71.85,
2015-03-05,53.08,72.85,
2015-03-06,53.27,72.97,
2015-03-09,52.41,72.4,
2015-03-10,53.01,73.47,
2015-03-11,53.87,74.21,
2015-03-12,53.84,73.82,
2015-03-13,53.23,73.5,
2015-03-16,53.73,74.21,
2015-03-17,55.25,75.93,
2015-03-18,55.43,76.65,
2015-03-19,56.24,77.4,
2015-03-20,56.73,77.79,
2015-03-23,57.28,78.43,
2015-03-24,58.78,79.62,
2015-03-25,59.0,80.54,
2015-03-26,59.53,81.46,
2015-03-27,59.06,80.48,
2015-03-30,59.66,81.38,
2015-03-31,60.46,82.0,
2015-04-01,60.84,81.91,
2015-04-02,61.74,82.53,
2015-04-03,63.29,83.65,
2015-04-07,64.22,84.87,
2015-04-08,65.63,85.82,
2015-04-09,64.6,84.45,
2015-04-10,63.63,84.2,
2015-04-13,65.57,85.14,
2015-04-14,66.78,86.43,
2015-04-15,66.86,87.0,
2015-04-16,64.49,85.03,
2015-04-17,65.53,85.63,
2015-04-20,65.3,85.91,
2015-04-21,63.83,84.98,
2015-04-22,65.71,86.26,
2015-04-23,66.41,87.73,
2015-04-24,67.22,88.23,
2015-04-27,66.23,87.56,
2015-04-28,66.34,87.62,
2015-04-29,64.21,85.16,
2015-04-30,64.94,86.2,
2015-05-04,64.72,85.61,
2015-05-05,65.16,86.09,
2015-05-06,64.45,85.55,
2015-05-07,63.7,84.75,
2015-05-08,64.38,84.27,
2015-05-11,66.33,86.01,
2015-05-12,68.38,88.33,
2015-05-13,69.66,89.36,
2015-05-14,70.91,89.89,
2015-05-15,72.37,91.26,
2015-05-18,71.66,90.96,
2015-05-19,73.21,92.34,
2015-05-20,73.72,93.0,
2015-05-21,74.3,94.02,
2015-05-22,76.14,96.51,
2015-05-25,77.33,97.52,
2015-05-26,78.47,99.04,
2015-05-27,80.93,101.54,
2015-05-28,82.43,103.0,
2015-05-29,79.38,99.62,
2015-06-01,79.87,99.61,
2015-06-02,83.2,102.98,
2015-06-03,86.36,104.75,
2015-06-04,86.61,104.73,
2015-06-05,85.7,104.57,
2015-06-08,87.33,106.06,
2015-06-09,85.33,104.58,
2015-06-10,86.24,104.65,
2015-06-11,87.69,106.17,
2015-06-12,88.7,106.91,
2015-06-15,90.66,108.27,
2015-06-16,88.67,106.91,
2015-06-17,86.26,104.35,
2015-06-18,88.3,105.72,
2015-06-19,84.81,102.97,
2015-06-23,80.44,98.91,
2015-06-24,80.7,99.8,
2015-06-25,81.86,100.95,
2015-06-26,80.07,99.05,
2015-06-29,74.65,92.95,
2015-06-30,70.01,88.38,
2015-07-01,72.38,90.6,
2015-07-02,68.59,87.94,
2015-07-03,63.95,84.48,
2015-07-06,60.87,80.88,
2015-07-07,58.23,78.21,
2015-07-08,54.28,74.71,
2015-07-09,52.73,73.2,
2015-07-10,54.32,75.17,
2015-07-13,56.42,77.46,
2015-07-14,59.05,80.64,
2015-07-15,61.48,82.31,
2015-07-16,59.57,79.62,
2015-07-17,60.36,79.89,
2015-07-20,63.57,82.97,
2015-07-21,65.1,85.05,
2015-07-22,66.16,86.02,
2015-07-23,67.58,86.63,
2015-07-24,70.08,88.41,
2015-07-27,68.62,88.04,
2015-07-28,64.16,83.59,
2015-07-29,62.41,81.21,
2015-07-30,64.72,84.16,
2015-07-31,62.92,82.12,
2015-08-03,62.51,81.76,
2015-08-04,60.2,79.5,
2015-08-05,63.08,81.8,
2015-08-06,63.03,81.84,
2015-08-07,63.22,81.98,
2015-08-10,64.66,83.37,
2015-08-11,67.04,85.86,
2015-08-12,67.93,86.61,
2015-08-13,67.12,85.73,
2015-08-14,68.97,87.35,
2015-08-17,68.67,87.22,
2015-08-18,69.11,87.8,
2015-08-19,64.88,83.19,
2015-08-20,65.76,84.3,
2015-08-21,64.14,83.85,
2015-08-24,60.67,80.16,
2015-08-25,55.71,75.0,
2015-08-26,51.8,71.63,
2015-08-27,50.01,68.83,
2015-08-28,51.74,70.51,
2015-08-31,54.89,73.22,
2015-09-01,52.26,70.58,
2015-09-02,48.54,67.05,
2015-09-07,47.77,65.06,
2015-09-08,48.57,65.94,
2015-09-09,51.51,68.91,
2015-09-10,53.33,71.13,
2015-09-11,52.2,70.3,
2015-09-14,52.76,71.17,
2015-09-15,48.86,66.95,
2015-09-16,46.08,64.3,
2015-09-17,49.21,67.63,
2015-09-18,48.4,66.69,
2015-09-21,49.27,67.17,
2015-09-22,51.2,69.39,
2015-09-23,51.89,69.78,
2015-09-24,51.5,69.56,
2015-09-25,52.18,70.54,
2015-09-28,49.99,68.07,
2015-09-29,51.61,69.61,
2015-09-30,50.87,68.72,
2015-10-08,51.11,69.16,
2015-10-09,53.48,71.5,
2015-10-12,54.66,72.36,
2015-10-13,56.34,75.03,
2015-10-14,57.05,75.74,
2015-10-15,56.74,75.13,
2015-10-16,58.23,76.73,
