date,open,high,low,close,volume
2025-11-20,37.97,38.09,36.65,36.76,34790879
2025-11-21,36.0,36.64,35.1,35.25,50861587
2025-11-24,35.42,35.6,34.65,35.31,37941536
2025-11-25,35.81,36.86,35.68,35.97,50163930
2025-11-26,35.54,36.66,35.45,36.13,40227407
2025-11-27,36.36,37.4,36.24,36.36,51583244
2025-11-28,36.12,36.89,36.12,36.61,35892343
2025-12-01,37.27,37.49,36.64,37.49,46715466
2025-12-02,37.27,37.4,36.52,36.77,37180238
2025-12-03,36.93,37.24,36.1,36.42,30055929
2025-12-04,36.11,36.94,35.85,36.75,28146908
2025-12-05,36.75,36.78,36.07,36.59,30485359
2025-12-08,36.8,38.11,36.8,37.63,56267621
2025-12-09,37.78,38.32,37.48,37.65,49981064
2025-12-10,37.89,38.43,36.84,37.62,37583034
2025-12-11,37.62,37.72,36.68,36.71,35957760
2025-12-12,36.72,37.4,36.01,37.18,43155984
2025-12-15,36.51,36.88,36.32,36.44,29689832
2025-12-16,36.19,36.3,35.0,35.29,35563013
2025-12-17,35.36,36.38,35.02,36.29,32443395
2025-12-18,35.72,36.61,35.6,35.75,25641747
2025-12-19,36.18,36.75,35.77,35.77,36465128
2025-12-22,36.12,37.36,36.08,37.19,53861013
2025-12-23,37.13,37.9,37.05,37.47,48238808
2025-12-24,37.55,37.85,37.31,37.73,37672539
2025-12-25,37.75,37.9,37.3,37.62,35498923
2025-12-26,37.51,37.96,37.3,37.51,33698341
2025-12-29,37.74,38.11,37.27,37.4,38561353
2025-12-30,37.39,38.72,37.39,38.29,65945508
2025-12-31,38.39,38.59,37.6,37.7,43973982
2026-01-05,38.13,39.61,38.11,39.54,79855401
2026-01-06,39.54,40.5,39.19,39.97,78577572
2026-01-07,40.64,40.79,39.5,40.08,78641574
2026-01-08,39.69,41.0,39.56,40.0,72056153
2026-01-09,40.22,42.87,40.22,41.83,103977115
2026-01-12,41.9,43.48,41.54,42.26,118102289
2026-01-13,42.2,42.2,40.12,40.32,81853023
2026-01-14,41.1,41.93,40.35,40.92,76933384
2026-01-15,40.51,42.6,40.4,42.6,84101808
2026-01-16,43.45,46.86,42.75,46.86,177711950
2026-01-19,47.5,48.65,45.93,48.19,201159480
2026-01-20,47.7,52.8,47.62,51.01,200667684
2026-01-21,51.0,56.11,50.0,56.11,142412678
2026-01-22,57.95,59.2,54.86,56.0,288494283
2026-01-23,54.64,57.34,53.68,56.34,237120619
2026-01-26,56.04,56.95,51.7,51.8,210196175
2026-01-27,51.89,53.66,50.33,53.25,199551055
2026-01-28,53.79,55.79,53.36,54.11,183681339
2026-01-29,54.15,55.18,51.28,51.47,155899153
2026-01-30,50.61,52.7,49.38,52.06,121995340
2026-02-02,50.56,50.95,48.8,48.88,93390621
2026-02-03,50.0,50.95,48.84,50.89,95525172
2026-02-04,49.8,49.95,48.2,49.05,84173879
2026-02-05,47.33,47.84,46.21,47.72,85701117
2026-02-06,46.77,47.56,46.16,46.9,57760954
2026-02-09,47.91,49.38,47.09,48.84,97578539
2026-02-10,48.9,49.29,48.08,48.16,60422645
2026-02-11,48.0,48.66,47.61,47.77,44519737
2026-02-12,48.48,49.34,48.06,49.0,81668538
2026-02-13,48.2,49.67,47.8,48.51,70797104
2026-02-24,49.0,49.8,48.05,49.16,82531224
2026-02-25,51.14,52.5,49.38,50.52,163486193
2026-02-26,50.55,52.83,50.3,52.27,144754945
2026-02-27,50.5,52.98,49.6,52.01,117618750
2026-03-02,50.96,52.85,50.55,50.9,115872900
2026-03-03,51.1,52.39,48.0,48.04,122816220
2026-03-04,47.19,49.78,47.19,48.19,80605819
2026-03-05,49.6,50.18,48.3,48.84,79835838
2026-03-06,48.38,49.36,47.71,47.93,65673292
2026-03-09,46.0,47.0,44.5,46.75,85844159
2026-03-10,47.78,48.28,47.23,47.91,58689095
2026-03-11,47.91,48.66,46.94,47.09,62565429
2026-03-12,46.9,48.26,45.87,46.33,58428205
