date,open,high,low,close,volume
2025-11-21,21.41,21.53,20.24,20.28,1972580
2025-11-24,20.29,20.79,20.25,20.69,1327453
2025-11-25,20.69,21.0,20.6,20.7,1216096
2025-11-26,20.7,20.87,20.27,20.46,1367233
2025-11-27,20.67,20.67,20.2,20.35,813351
2025-11-28,20.35,20.57,20.1,20.32,744429
2025-12-01,20.41,21.12,20.16,21.01,1810626
2025-12-02,21.1,21.1,20.61,20.77,914155
2025-12-03,20.88,20.88,20.25,20.41,938543
2025-12-04,20.49,20.59,20.07,20.16,633115
2025-12-05,20.2,20.44,19.91,20.37,1136727
2025-12-08,20.37,20.76,20.31,20.6,1140070
2025-12-09,20.64,20.94,20.26,20.32,1220871
2025-12-10,20.4,21.0,20.04,20.74,1590848
2025-12-11,20.61,21.88,20.34,21.2,2863455
2025-12-12,21.01,21.58,20.74,21.25,2237225
2025-12-15,21.89,22.17,21.13,21.2,2054349
2025-12-16,21.47,23.18,21.17,22.55,4697427
2025-12-17,22.34,24.2,22.01,23.35,5395760
2025-12-18,23.0,23.3,22.38,22.51,3296560
2025-12-19,22.4,23.01,22.26,22.47,2451206
2025-12-22,22.39,22.39,22.02,22.11,2124596
2025-12-23,22.43,22.43,21.4,21.6,1556404
2025-12-24,21.82,21.82,21.43,21.62,845511
2025-12-25,21.51,21.78,21.48,21.68,990995
2025-12-26,21.69,21.75,21.3,21.36,1180801
2025-12-29,21.38,21.52,21.05,21.09,1219207
2025-12-30,21.11,21.19,20.66,20.8,874806
2025-12-31,20.9,21.1,20.68,20.93,655883
2026-01-05,20.9,21.45,20.72,21.34,1258474
2026-01-06,21.41,21.88,21.19,21.86,1636986
2026-01-07,21.88,22.4,21.71,21.82,1783010
2026-01-08,21.76,22.43,21.61,22.24,2170569
2026-01-09,22.25,22.99,22.24,22.85,2965576
2026-01-12,23.8,26.3,23.38,25.5,7525304
2026-01-13,25.98,25.99,23.82,23.96,5524488
2026-01-14,23.57,25.65,23.57,25.06,6086736
2026-01-15,26.77,28.1,24.43,24.83,6515466
2026-01-16,23.69,24.87,23.66,23.99,4216328
2026-01-19,23.8,23.93,23.42,23.42,2070920
2026-01-20,23.77,23.85,22.62,22.76,2047683
2026-01-21,22.63,23.23,22.63,23.06,1358656
2026-01-22,23.16,23.36,22.82,23.29,1285982
2026-01-23,23.68,24.5,23.68,23.94,2281432
2026-01-26,24.4,25.55,23.61,25.25,5737846
2026-01-27,24.49,25.3,24.0,24.63,3839241
2026-01-28,25.6,26.5,24.18,24.18,3972989
2026-01-29,23.8,25.99,23.08,24.69,5009807
2026-01-30,24.56,24.99,23.67,24.22,3045073
2026-02-02,24.23,24.48,23.2,23.39,2712086
2026-02-03,23.8,25.0,23.43,25.0,4363446
2026-02-04,24.4,24.47,23.45,23.66,3843279
2026-02-05,23.73,25.55,23.36,24.52,4725763
2026-02-06,24.23,26.25,24.0,25.26,5574983
2026-02-09,26.05,26.8,25.12,25.12,4460137
2026-02-10,25.03,26.9,24.88,26.38,7560358
2026-02-11,26.23,28.7,25.99,26.18,9925792
2026-02-12,27.4,27.67,25.8,26.48,8556926
2026-02-13,25.89,27.2,25.18,25.36,6115796
2026-02-24,25.55,25.85,23.95,24.15,4796340
2026-02-25,24.14,24.21,23.5,23.73,3869952
2026-02-26,23.7,24.12,23.56,23.78,2776546
2026-02-27,23.69,25.2,23.51,24.37,4675520
2026-03-02,23.57,23.99,22.65,22.72,4295157
2026-03-03,22.85,22.95,21.6,21.64,3384593
2026-03-04,21.5,22.02,21.4,21.76,1439142
2026-03-05,22.49,22.59,21.71,22.11,2170055
2026-03-06,21.12,22.29,21.12,22.22,1934164
2026-03-09,21.71,23.52,21.7,23.29,3527737
2026-03-10,23.69,23.97,22.65,23.0,3063380
2026-03-11,23.0,23.31,22.55,22.68,1883569
2026-03-12,22.69,23.19,22.23,22.25,2081133
2026-03-13,22.11,22.33,21.27,21.33,2085055
2026-03-16,21.31,21.44,20.89,21.19,978197
2026-03-17,21.19,21.25,20.64,20.64,1046830
2026-03-18,20.8,21.36,20.61,21.33,1507457
2026-03-19,20.86,21.38,20.66,20.97,1672098
2026-03-20,21.1,21.23,19.98,20.02,1479684
2026-03-23,19.75,19.83,18.23,18.4,1651237
2026-03-24,18.89,19.08,18.52,18.95,1058915
2026-03-25,19.32,23.5,19.3,21.81,8513911
2026-03-26,21.45,22.25,20.31,20.49,5960133
2026-03-27,19.93,21.05,19.87,20.09,3159021
2026-03-30,19.88,20.66,19.36,20.62,3121863
2026-03-31,20.56,20.87,19.96,19.99,2107482
2026-04-01,20.8,20.98,20.17,20.25,2430008
2026-04-02,19.8,20.49,19.7,19.76,2224521
2026-04-03,19.91,20.06,19.25,19.25,1617073
2026-04-07,19.1,19.44,18.74,18.81,1452699
2026-04-08,19.38,20.4,19.33,20.33,3175177
2026-04-09,20.07,20.17,19.52,19.52,1867407
2026-04-10,19.93,20.35,19.62,19.74,1753951
2026-04-13,19.5,19.87,19.38,19.48,1499975
2026-04-14,20.2,22.38,20.2,20.8,6542946
2026-04-15,20.62,21.22,20.4,20.66,4785827
2026-04-16,20.64,21.8,20.45,21.56,5197445
2026-04-17,21.6,22.69,21.22,22.33,5653307
2026-04-20,22.1,23.01,21.87,21.97,4954894
2026-04-21,21.36,21.75,20.86,21.15,3310765
2026-04-22,21.42,22.17,21.01,21.95,3026647
2026-04-23,21.78,21.98,21.07,21.23,2369913
2026-04-24,21.13,21.58,20.49,20.73,2540414
2026-04-27,20.95,20.95,20.35,20.39,1763235
2026-04-28,20.39,20.65,19.81,19.83,1579713
2026-04-29,20.07,20.6,19.85,20.23,1852114
2026-04-30,20.49,20.5,20.08,20.44,1381810
2026-05-06,20.81,21.15,20.6,21.04,2580492
2026-05-07,21.03,21.68,21.0,21.35,2898390
2026-05-08,21.08,21.67,20.93,21.17,2636918
2026-05-11,21.08,21.3,20.66,20.84,2283785
2026-05-12,20.94,21.2,20.31,20.42,1737069
2026-05-13,20.38,20.87,20.06,20.7,1809136
2026-05-14,20.89,21.15,19.85,19.87,2159091
2026-05-15,19.88,20.16,19.45,19.59,1575371
2026-05-18,19.74,21.23,19.61,20.83,4807956
2026-05-19,20.66,22.35,20.31,21.41,6078931
2026-05-20,21.01,21.89,20.55,20.59,4193887
2026-05-21,20.3,20.73,19.34,19.37,3024255
