date,open,high,low,close,volume
2025-11-20,16.93,17.02,16.78,16.87,2332597
2025-11-21,16.8,16.88,16.31,16.33,4861166
2025-11-24,16.48,16.49,16.28,16.33,2939000
2025-11-25,16.42,16.57,16.35,16.42,2974542
2025-11-26,16.5,16.8,16.44,16.52,3398216
2025-11-27,16.5,16.59,16.36,16.5,1792700
2025-11-28,16.41,16.52,16.32,16.42,3169150
2025-12-01,16.47,16.5,16.28,16.34,4684105
2025-12-02,16.34,16.39,16.3,16.35,2274867
2025-12-03,16.38,16.38,16.22,16.26,2668200
2025-12-04,16.29,16.47,16.2,16.45,3418995
2025-12-05,16.49,16.51,16.29,16.43,2804771
2025-12-08,16.52,16.52,16.32,16.35,2811000
2025-12-09,16.38,16.38,16.26,16.28,2229100
2025-12-10,16.3,16.3,16.18,16.22,1977100
2025-12-11,16.26,16.27,16.15,16.16,2529886
2025-12-12,16.15,16.2,15.92,15.96,7902377
2025-12-15,15.9,16.03,15.73,15.92,3876821
2025-12-16,15.9,15.9,15.64,15.74,3836358
2025-12-17,15.74,15.86,15.64,15.84,3004751
2025-12-18,15.83,16.0,15.75,15.9,2338027
2025-12-19,15.86,16.07,15.86,15.95,2639424
2025-12-22,16.01,16.15,15.93,15.95,2671902
2025-12-23,15.92,16.02,15.89,16.0,1981842
2025-12-24,15.99,16.16,15.97,16.11,2441511
2025-12-25,16.09,16.17,16.08,16.13,1884895
2025-12-26,16.1,16.22,16.08,16.12,1972534
2025-12-29,16.18,16.18,15.9,15.94,2843409
2025-12-30,15.9,15.97,15.83,15.87,2233040
2025-12-31,15.9,15.97,15.85,15.9,1868675
2026-01-05,16.1,16.31,16.06,16.18,4607773
2026-01-06,16.21,16.24,16.14,16.21,3437470
2026-01-07,16.24,16.32,16.13,16.18,3309327
2026-01-08,16.12,16.24,16.09,16.18,2572400
2026-01-09,16.18,16.24,16.15,16.22,2596500
2026-01-12,16.18,16.29,16.16,16.21,4133022
2026-01-13,16.21,16.42,16.16,16.28,4322997
2026-01-14,16.3,16.52,16.11,16.26,5604157
2026-01-15,16.18,16.4,16.17,16.37,3386900
2026-01-16,16.37,16.44,16.28,16.32,3708630
2026-01-19,16.33,16.48,16.3,16.47,3014100
2026-01-20,16.55,16.83,16.47,16.8,6161327
2026-01-21,16.73,16.81,16.67,16.77,2976300
2026-01-22,16.84,17.07,16.75,16.97,3992851
2026-01-23,17.01,17.1,16.89,17.1,4332675
2026-01-26,17.1,17.14,16.92,17.05,3618131
2026-01-27,16.95,17.0,16.69,16.95,4325800
2026-01-28,16.98,17.18,16.85,16.91,3708172
2026-01-29,17.06,17.07,16.77,16.87,3406050
2026-01-30,16.8,16.95,16.65,16.88,3909850
2026-02-02,16.86,17.12,16.76,16.81,4851624
2026-02-03,16.8,17.16,16.7,17.11,4922571
2026-02-04,17.09,17.4,17.0,17.36,7610573
2026-02-05,17.33,17.33,16.96,16.99,4092452
2026-02-06,17.0,17.17,16.89,17.03,2634086
2026-02-09,17.13,17.27,17.05,17.22,3462087
2026-02-10,17.28,17.28,17.03,17.07,2727924
2026-02-11,17.07,17.42,17.02,17.28,3832733
2026-02-12,17.32,17.35,17.1,17.17,2491730
2026-02-13,17.15,17.33,17.07,17.12,3119600
2026-02-24,17.22,17.29,17.14,17.16,3240700
2026-02-25,17.17,17.42,17.17,17.28,4408975
2026-02-26,17.32,17.64,17.28,17.53,4067733
2026-02-27,17.58,17.75,17.45,17.62,5278979
2026-03-02,17.46,17.6,17.28,17.42,4646300
2026-03-03,17.38,17.57,17.0,17.05,4841990
2026-03-04,17.08,17.27,16.84,16.99,4578400
2026-03-05,17.27,17.49,17.19,17.24,4681781
2026-03-06,17.23,17.84,17.1,17.77,6709933
2026-03-09,17.7,17.84,17.61,17.8,6837202
2026-03-10,17.8,18.05,17.66,17.91,5385726
2026-03-11,17.9,18.16,17.73,18.12,5545059
2026-03-12,18.12,18.54,18.05,18.37,7808467
2026-03-13,18.5,19.19,18.37,18.87,12433202
2026-03-16,18.68,18.88,18.3,18.42,9659501
2026-03-17,18.48,18.56,17.96,17.98,6081968
2026-03-18,18.16,18.22,17.98,18.2,4084243
2026-03-19,18.02,18.19,17.8,17.88,4903248
2026-03-20,17.95,18.71,17.87,18.14,8386643
2026-03-23,17.89,18.01,17.11,17.27,8316512
2026-03-24,17.53,17.95,17.32,17.92,6478595
2026-03-25,18.3,18.65,17.8,18.44,9506545
2026-03-26,18.44,18.48,18.02,18.14,5216910
2026-03-27,18.0,18.18,17.74,18.06,5394022
2026-03-30,17.88,17.98,17.43,17.66,5071097
2026-03-31,17.65,17.66,16.96,17.0,6315038
2026-04-01,17.3,17.44,17.1,17.32,4843702
2026-04-02,17.25,17.57,16.85,17.0,3459722
2026-04-03,17.0,17.05,16.65,16.68,4276500
2026-04-07,16.9,17.03,16.7,16.81,3169072
2026-04-08,17.38,17.38,17.08,17.35,4306700
2026-04-09,17.28,18.24,17.2,17.93,9788400
2026-04-10,17.95,19.18,17.95,18.49,16387938
2026-04-13,18.23,18.9,17.98,18.8,8860227
2026-04-14,18.8,18.91,18.35,18.55,7899815
2026-04-15,18.5,19.07,18.3,18.73,7590423
2026-04-16,18.7,19.93,18.6,19.68,18077834
2026-04-17,19.39,19.82,19.25,19.41,19969289
2026-04-20,19.25,19.93,18.32,19.46,22736980
2026-04-21,19.49,19.75,19.05,19.64,18039484
2026-04-22,19.18,19.34,18.75,18.84,19327339
2026-04-23,18.84,19.21,18.25,18.25,17687481
2026-04-24,17.32,17.9,17.07,17.19,29686934
