date,open,high,low,close,volume
2025-11-21,22.13,22.64,21.46,21.48,7764175
2025-11-24,21.53,23.14,21.53,22.9,10219236
2025-11-25,23.0,23.5,22.61,22.84,6619091
2025-11-26,22.82,24.35,22.81,23.4,11003522
2025-11-27,23.15,23.55,22.96,23.3,6413360
2025-11-28,23.18,23.46,23.0,23.44,3925788
2025-12-01,23.31,23.53,23.16,23.33,4988026
2025-12-02,23.21,23.34,22.47,22.53,5450532
2025-12-03,22.56,22.74,22.1,22.29,3732424
2025-12-04,22.34,22.63,22.18,22.54,3785239
2025-12-05,22.3,22.96,22.05,22.8,4057993
2025-12-08,22.77,23.38,22.77,23.2,4565620
2025-12-09,23.38,25.0,23.28,23.92,15282494
2025-12-10,23.6,24.1,23.38,23.98,7868976
2025-12-11,23.9,24.56,23.9,24.21,9073443
2025-12-12,24.11,24.29,23.6,24.14,8284702
2025-12-15,23.79,24.3,23.27,23.29,7269689
2025-12-16,23.23,23.4,22.3,22.4,6589722
2025-12-17,22.37,22.74,22.2,22.69,5253424
2025-12-18,22.6,22.95,22.37,22.5,5745987
2025-12-19,22.51,25.44,22.51,24.37,20796141
2025-12-22,24.33,24.4,23.96,24.03,12451849
2025-12-23,23.99,24.13,23.48,23.95,9143195
2025-12-24,23.96,24.63,23.82,24.22,10806941
2025-12-25,24.11,24.53,23.84,24.25,8382975
2025-12-26,24.11,24.3,23.83,23.97,8228972
2025-12-29,23.76,24.29,23.73,23.88,7469102
2025-12-30,24.13,24.49,23.62,23.89,10407132
2025-12-31,23.99,24.09,23.4,23.45,7244651
2026-01-05,23.58,26.37,23.57,26.14,27708065
2026-01-06,26.07,27.16,25.91,26.78,22454804
2026-01-07,27.66,31.58,27.6,30.44,44487745
2026-01-08,30.04,31.39,29.89,30.75,28073844
2026-01-09,30.76,33.3,30.27,32.52,36967601
2026-01-12,34.1,37.86,33.36,37.0,39316738
2026-01-13,40.18,42.51,37.5,37.5,59484898
2026-01-14,37.92,42.98,36.86,39.91,57072731
2026-01-15,37.54,38.39,36.77,37.4,35700285
2026-01-16,36.5,37.48,35.01,35.2,33521234
2026-01-19,33.63,34.33,32.69,32.8,29219350
2026-01-20,33.2,33.8,32.13,32.94,24381554
2026-01-21,32.65,33.9,32.08,32.83,16413888
2026-01-22,32.5,33.35,32.2,32.65,14130898
2026-01-23,33.13,34.93,32.75,33.6,26570776
2026-01-26,34.0,34.18,32.36,32.36,19375604
2026-01-27,32.62,33.08,31.4,32.86,16267577
2026-01-28,32.86,33.55,31.9,32.06,19252069
2026-01-29,31.5,34.1,31.0,32.22,26473627
2026-01-30,32.01,32.46,30.54,31.11,18367858
2026-02-02,30.8,31.79,30.52,30.57,12045448
2026-02-03,30.7,31.44,30.44,31.33,9866254
2026-02-04,31.14,31.72,30.65,31.11,10227496
2026-02-05,30.8,31.09,30.17,30.24,10274800
2026-02-06,30.1,30.66,29.67,29.84,9683825
2026-02-09,30.49,30.49,29.69,30.11,9906813
2026-02-10,30.22,30.88,29.98,30.25,10205660
2026-02-11,30.25,30.44,29.72,29.83,8234512
2026-02-12,29.8,30.72,29.65,30.26,8159107
2026-02-13,30.17,30.32,29.45,29.45,7076517
2026-02-24,29.93,30.36,29.0,29.07,8857204
2026-02-25,29.06,29.71,28.78,29.6,8216698
2026-02-26,29.7,29.74,28.98,29.23,6623246
2026-02-27,29.0,29.53,28.9,29.28,6269720
2026-03-02,28.79,29.35,27.98,28.25,11489764
2026-03-03,28.31,28.61,26.4,26.53,13936284
2026-03-04,26.11,27.05,25.95,26.16,11118181
2026-03-05,26.65,26.96,26.2,26.53,9950771
2026-03-06,26.35,27.66,26.23,27.12,10411497
2026-03-09,26.37,27.0,25.9,26.85,10464288
2026-03-10,27.1,27.78,27.1,27.7,9307504
2026-03-11,27.9,27.98,27.18,27.2,8975341
2026-03-12,27.4,27.4,26.11,26.36,8664355
2026-03-13,26.29,26.49,25.7,25.78,8361392
2026-03-16,25.82,26.3,25.5,25.9,10305465
2026-03-17,25.89,26.09,25.1,25.2,10817389
2026-03-18,25.18,25.7,25.14,25.61,6871041
2026-03-19,25.1,25.55,24.77,24.81,7562128
2026-03-20,24.55,25.35,24.35,24.35,7306092
2026-03-23,24.13,24.37,22.42,22.7,12915688
2026-03-24,23.07,23.7,22.75,23.69,9361887
2026-03-25,23.88,24.27,23.6,23.8,9037074
2026-03-26,23.8,24.2,23.11,23.25,7024004
2026-03-27,23.13,25.06,23.06,24.89,17863247
2026-03-30,24.81,26.15,24.81,25.43,21693094
2026-03-31,25.17,26.78,25.17,25.78,20843736
2026-04-01,25.78,28.0,25.35,27.85,36947828
2026-04-02,27.3,28.55,26.7,27.81,34486298
2026-04-03,27.17,27.29,26.1,26.15,27272623
2026-04-07,26.5,26.61,25.2,25.86,18456312
2026-04-08,26.66,27.25,26.31,27.13,19597928
2026-04-09,26.59,27.65,26.58,26.79,17339258
2026-04-10,26.7,27.46,26.4,26.7,16485647
2026-04-13,26.3,26.76,26.03,26.29,11448899
2026-04-14,26.5,27.45,26.16,27.41,18310565
2026-04-15,28.32,28.5,26.86,27.75,28847881
2026-04-16,27.53,27.65,26.82,27.43,16628346
2026-04-17,27.2,27.33,26.61,26.91,14172964
2026-04-20,27.11,27.2,26.54,26.86,13282393
2026-04-21,26.65,26.88,25.72,26.08,15213872
2026-04-22,26.24,27.55,26.01,27.5,21204347
2026-04-23,27.2,27.76,26.55,26.81,14767996
2026-04-24,26.82,26.95,26.12,26.25,11953795
2026-04-27,26.2,26.8,26.0,26.6,9632049
2026-04-28,26.58,27.75,26.23,26.33,17967240
2026-04-29,27.64,28.68,26.76,27.89,28055246
2026-04-30,28.1,29.0,27.32,28.61,25582046
2026-05-06,28.35,29.24,28.21,29.0,24131123
2026-05-07,28.99,29.67,28.65,29.04,20457282
2026-05-08,27.4,27.5,26.5,27.0,32583116
2026-05-11,27.27,27.97,25.82,27.48,30642007
2026-05-12,27.2,30.35,26.88,29.66,36581285
2026-05-13,29.37,29.99,29.0,29.64,20674910
2026-05-14,29.5,29.57,28.17,28.46,16306393
2026-05-15,28.4,30.5,28.33,29.9,26856261
2026-05-18,30.69,30.69,27.87,28.1,29867116
2026-05-19,27.64,29.56,27.64,28.7,17156927
2026-05-20,28.6,29.79,28.12,29.07,18123333
2026-05-21,29.04,31.16,28.78,30.01,32612311
2026-05-22,30.5,32.34,29.43,31.6,33914303
2026-05-25,31.19,32.6,30.99,31.59,22817763
2026-05-26,31.28,33.35,30.8,33.31,30039981
2026-05-27,32.98,33.98,31.43,31.65,28837255
2026-05-28,31.34,31.34,29.35,29.81,25163626
2026-05-29,30.05,30.88,28.19,29.63,25419052
2026-06-01,29.58,29.66,27.41,27.41,18791540
2026-06-02,27.05,28.1,26.58,27.23,13226266
2026-06-03,27.01,27.43,26.38,26.61,14037777
2026-06-04,26.4,26.86,26.05,26.47,9842668
2026-06-05,26.97,27.91,26.8,26.91,13487005
2026-06-08,25.8,26.69,25.2,25.61,12084424
2026-06-09,25.78,26.79,25.1,26.6,9328247
2026-06-10,26.61,27.07,25.88,26.13,9047148
2026-06-11,25.66,25.96,24.7,24.95,12564929
2026-06-12,25.2,26.34,25.11,26.11,12713027
2026-06-15,25.93,26.32,25.72,26.22,10550471
2026-06-16,26.24,26.5,25.71,26.29,8294183
2026-06-17,26.05,26.63,25.8,26.44,9132308
2026-06-18,26.31,27.97,26.02,27.53,13914269
2026-06-22,27.35,28.68,26.0,28.65,20201108
2026-06-23,28.98,31.44,28.66,30.74,31638319
2026-06-24,30.66,31.86,30.17,30.78,23629611
2026-06-25,30.77,32.19,29.72,31.61,27368305
2026-06-26,31.32,31.88,30.11,30.5,16778114
