date,open,high,low,close,volume
2025-11-19,4.31,4.56,4.3,4.56,63288725
2025-11-20,4.5,4.52,4.33,4.33,48949755
2025-11-21,4.25,4.27,4.11,4.11,31819741
2025-11-24,4.1,4.13,3.98,4.1,19506606
2025-11-25,4.1,4.2,4.1,4.14,17115400
2025-11-26,4.11,4.33,4.07,4.2,25172576
2025-11-27,4.18,4.23,4.08,4.09,18724300
2025-11-28,4.09,4.18,4.06,4.17,13800700
2025-12-01,4.14,4.17,4.11,4.15,13516400
2025-12-02,4.13,4.15,4.08,4.1,11910500
2025-12-03,4.09,4.1,3.97,4.0,22999900
2025-12-04,3.99,4.04,3.97,3.97,9940800
2025-12-05,3.97,4.11,3.9,4.08,16700288
2025-12-08,4.1,4.12,4.03,4.11,17676688
2025-12-09,4.1,4.22,4.1,4.11,17538900
2025-12-10,4.17,4.2,4.11,4.16,15282900
2025-12-11,4.14,4.15,4.04,4.04,12522200
2025-12-12,4.03,4.09,3.95,3.98,13049500
2025-12-15,3.93,4.01,3.93,3.97,12697000
2025-12-16,3.98,3.98,3.77,3.78,30014195
2025-12-17,3.78,3.86,3.77,3.84,11996300
2025-12-18,3.83,3.94,3.81,3.9,12941900
2025-12-19,3.9,3.96,3.88,3.95,9055600
2025-12-22,4.03,4.05,3.99,4.01,11236600
2025-12-23,4.02,4.03,3.99,4.0,8563800
2025-12-24,4.0,4.03,3.99,4.01,7077300
2025-12-25,4.01,4.16,4.01,4.12,16657137
2025-12-26,4.13,4.24,4.12,4.14,17879708
2025-12-29,4.13,4.22,4.11,4.2,15315751
2025-12-30,4.19,4.23,4.16,4.2,12075300
2025-12-31,4.22,4.22,4.16,4.19,8614000
2026-01-05,4.21,4.27,4.2,4.22,13919701
2026-01-06,4.21,4.27,4.18,4.19,18116100
2026-01-07,4.2,4.2,4.14,4.16,15047600
2026-01-08,4.17,4.29,4.17,4.26,14948100
2026-01-09,4.27,4.31,4.23,4.26,12806200
2026-01-12,4.26,4.35,4.24,4.26,18825937
2026-01-13,4.26,4.28,4.19,4.25,16025426
2026-01-14,4.24,4.31,4.21,4.26,17871057
2026-01-15,4.24,4.32,4.23,4.3,14452300
2026-01-16,4.31,4.45,4.31,4.39,21280600
2026-01-19,4.39,4.52,4.38,4.49,20743104
2026-01-20,4.5,4.51,4.28,4.37,24211094
2026-01-21,4.4,4.41,4.33,4.35,13183100
2026-01-22,4.35,4.41,4.29,4.4,15321400
2026-01-23,4.41,4.44,4.36,4.41,12699876
2026-01-26,4.4,4.4,4.34,4.38,13419301
2026-01-27,4.36,4.42,4.3,4.41,15830594
2026-01-28,4.33,4.39,4.19,4.19,44883576
2026-01-29,4.19,4.28,4.17,4.18,17460755
2026-01-30,4.16,4.25,4.15,4.22,14475102
2026-02-02,4.2,4.31,4.2,4.2,13311300
2026-02-03,4.22,4.3,4.22,4.3,12451702
2026-02-04,4.29,4.35,4.28,4.32,10089801
2026-02-05,4.32,4.33,4.29,4.3,7643400
2026-02-06,4.29,4.33,4.26,4.3,9008900
2026-02-09,4.3,4.37,4.29,4.34,13173501
2026-02-10,4.34,4.36,4.26,4.28,12121400
2026-02-11,4.27,4.31,4.26,4.26,10678195
2026-02-12,4.26,4.35,4.25,4.29,13379796
2026-02-13,4.28,4.37,4.27,4.35,11360673
2026-02-24,4.4,4.45,4.34,4.44,11037873
2026-02-25,4.44,4.49,4.41,4.46,13312204
2026-02-26,4.46,4.47,4.39,4.42,11244400
2026-02-27,4.42,4.51,4.39,4.51,12266201
2026-03-02,4.45,4.66,4.44,4.53,22448286
2026-03-03,4.52,4.57,4.42,4.44,20689100
2026-03-04,4.39,4.52,4.37,4.47,14528000
2026-03-05,4.51,4.69,4.5,4.66,27153867
2026-03-06,4.61,4.71,4.6,4.7,17868113
2026-03-09,4.65,4.73,4.53,4.71,20745500
2026-03-10,4.7,4.84,4.7,4.75,15300700
2026-03-11,4.73,4.79,4.65,4.72,15415200
2026-03-12,4.72,4.75,4.6,4.62,15498800
2026-03-13,4.61,4.65,4.55,4.57,15336300
2026-03-16,4.57,4.63,4.55,4.59,10890200
2026-03-17,4.6,4.62,4.47,4.47,12968700
2026-03-18,4.49,4.58,4.46,4.58,13683200
2026-03-19,4.53,4.6,4.44,4.49,15725500
2026-03-20,4.51,4.54,4.35,4.42,20060492
2026-03-23,4.31,4.34,4.2,4.2,23817100
2026-03-24,4.22,4.23,3.99,4.15,31875447
2026-03-25,4.21,4.35,4.21,4.3,22002747
2026-03-26,4.3,4.42,4.28,4.32,18213000
2026-03-27,4.31,4.43,4.29,4.36,13536301
2026-03-30,4.31,4.39,4.26,4.36,14729400
2026-03-31,4.35,4.42,4.31,4.31,12381378
2026-04-01,4.36,4.38,4.33,4.36,11021200
2026-04-02,4.35,4.39,4.28,4.29,13110400
2026-04-03,4.3,4.33,4.16,4.18,12241100
2026-04-07,4.15,4.29,4.15,4.28,14315858
2026-04-08,4.39,4.43,4.29,4.36,25474000
2026-04-09,4.32,4.5,4.3,4.41,21057757
2026-04-10,4.43,4.56,4.42,4.5,19844900
2026-04-13,4.51,4.6,4.46,4.53,18229555
2026-04-14,4.53,4.64,4.5,4.63,18606671
2026-04-15,4.64,4.68,4.57,4.59,15148749
2026-04-16,4.58,4.74,4.58,4.71,16959210
2026-04-17,4.71,4.71,4.63,4.67,14055601
2026-04-20,4.64,4.69,4.55,4.67,17357400
2026-04-21,4.66,4.67,4.58,4.62,12459700
2026-04-22,4.6,4.67,4.6,4.62,11968500
2026-04-23,4.62,4.62,4.52,4.61,16219900
2026-04-24,4.62,4.8,4.59,4.78,28825200
2026-04-27,4.78,4.92,4.73,4.77,24095600
2026-04-28,4.74,4.78,4.57,4.6,20656513
2026-04-30,4.65,4.78,4.51,4.62,61095900
2026-05-06,4.56,5.08,4.5,5.08,45116761
2026-05-07,5.3,5.59,5.25,5.59,66931706
2026-05-08,5.98,6.15,5.79,6.15,59711732
2026-05-11,6.7,6.77,5.61,6.48,269820130
2026-05-12,6.27,6.41,6.0,6.32,179417163
2026-05-13,6.1,6.66,5.96,6.42,197069263
2026-05-14,6.25,6.54,5.88,5.89,136268726
2026-05-15,5.85,6.48,5.78,6.39,208278475
2026-05-18,6.1,6.86,6.03,6.64,213636508
2026-05-19,6.36,6.51,6.2,6.47,128193010
2026-05-20,6.47,6.5,5.83,6.1,114323001
2026-05-21,6.1,6.17,5.49,5.49,112501313
2026-05-22,5.35,5.42,5.16,5.37,75958400
2026-05-25,5.35,5.37,5.12,5.21,64765837
2026-05-26,5.21,5.22,4.99,5.04,57282796
2026-05-27,5.02,5.25,4.97,5.08,53367614
2026-05-28,5.09,5.13,4.91,5.1,42620801
2026-05-29,5.12,5.16,4.89,4.93,38071500
2026-06-01,4.9,5.1,4.81,5.03,32986000
2026-06-02,5.01,5.05,4.85,4.96,30829800
2026-06-03,4.93,5.12,4.91,5.09,39076387
2026-06-04,5.05,5.15,4.82,4.84,47745933
2026-06-05,4.76,4.92,4.66,4.78,46282601
2026-06-08,4.7,4.9,4.66,4.72,39658900
2026-06-09,4.79,4.82,4.6,4.69,26242400
2026-06-10,4.65,4.68,4.49,4.66,32786900
2026-06-11,4.62,4.64,4.45,4.51,27691100
2026-06-12,4.58,4.63,4.5,4.53,25578317
2026-06-15,4.56,4.64,4.55,4.62,22831008
2026-06-16,4.64,4.8,4.53,4.76,32044501
2026-06-17,4.72,4.91,4.7,4.89,37290800
2026-06-18,4.9,4.9,4.73,4.73,30589200
2026-06-22,4.67,4.92,4.58,4.74,35511468
2026-06-23,4.71,5.08,4.71,5.01,62700496
2026-06-24,4.92,4.95,4.57,4.79,57466800
2026-06-25,4.79,4.84,4.57,4.6,31769114
2026-06-26,4.56,4.6,4.41,4.53,27412700
