date,open,high,low,close,volume
2025-11-21,25.62,25.8,24.95,24.98,1246216
2025-11-24,25.06,25.5,24.9,25.23,747923
2025-11-25,25.23,25.65,25.14,25.22,739943
2025-11-26,25.1,25.45,24.82,24.92,904750
2025-11-27,24.88,25.27,24.8,24.92,683136
2025-11-28,24.88,25.05,24.75,24.86,574731
2025-12-01,24.81,25.33,24.81,25.24,569480
2025-12-02,25.38,25.39,24.88,24.96,432010
2025-12-03,24.96,25.18,24.86,24.88,434448
2025-12-04,24.88,25.13,24.79,24.87,312367
2025-12-05,24.88,25.23,24.82,25.06,559609
2025-12-08,25.13,25.41,25.03,25.14,607936
2025-12-09,24.99,25.11,24.75,24.91,536645
2025-12-10,24.91,25.09,24.65,24.97,484035
2025-12-11,24.95,26.36,24.45,25.4,2268349
2025-12-12,25.16,25.95,24.85,25.54,1382978
2025-12-15,25.72,25.78,25.1,25.1,1024598
2025-12-16,25.19,25.67,24.9,25.08,1068808
2025-12-17,25.05,25.25,24.75,25.16,729719
2025-12-18,25.12,25.35,24.91,25.03,699774
2025-12-19,25.23,25.36,25.0,25.24,574755
2025-12-22,25.2,25.76,25.11,25.69,1061777
2025-12-23,25.78,25.82,25.25,25.26,854507
2025-12-24,25.26,25.61,25.15,25.3,741370
2025-12-25,25.26,25.49,25.08,25.25,796467
2025-12-26,25.27,25.41,25.03,25.15,768855
2025-12-29,25.2,25.3,24.78,24.81,726738
2025-12-30,24.8,25.0,24.71,24.71,698731
2025-12-31,24.77,24.9,24.7,24.71,409805
2026-01-05,24.93,24.94,24.75,24.89,656776
2026-01-06,24.9,25.17,24.83,25.12,866520
2026-01-07,25.29,25.29,24.81,24.96,987126
2026-01-08,24.82,25.11,24.72,25.08,882177
2026-01-09,24.96,25.33,24.9,25.22,1099942
2026-01-12,25.29,26.72,25.18,26.72,3949862
2026-01-13,27.77,28.28,26.0,26.3,4043547
2026-01-14,26.36,28.6,26.0,28.19,6924561
2026-01-15,27.77,27.77,26.56,26.71,4126105
2026-01-16,26.8,26.95,26.11,26.25,2160318
2026-01-19,26.22,26.43,25.75,26.33,1559258
2026-01-20,26.46,26.46,25.82,25.98,1266041
2026-01-21,25.99,26.44,25.8,26.21,1278244
2026-01-22,26.47,26.55,26.06,26.3,1041483
2026-01-23,26.25,26.63,26.21,26.56,1375049
2026-01-26,26.82,26.82,25.86,25.97,1516085
2026-01-27,26.2,26.22,25.66,25.95,946849
2026-01-28,25.83,26.15,25.72,25.84,1139702
2026-01-29,25.72,26.09,25.3,25.55,1304691
2026-01-30,25.52,25.65,25.24,25.29,1026783
2026-02-02,25.25,25.49,24.88,24.99,1070256
2026-02-03,26.11,26.66,25.52,25.62,2108910
2026-02-04,25.25,25.57,25.11,25.35,1226632
2026-02-05,25.27,25.49,24.96,24.96,989305
2026-02-06,25.18,25.18,24.81,24.81,892341
2026-02-09,25.0,25.18,24.81,25.05,714500
2026-02-10,25.23,25.23,24.74,24.86,702905
2026-02-11,25.08,25.38,24.89,24.92,807324
2026-02-12,24.85,25.11,24.78,25.0,631212
2026-02-13,25.11,25.23,24.8,24.92,586303
2026-02-24,25.12,25.12,24.63,24.91,654838
2026-02-25,24.91,25.1,24.8,24.9,650351
2026-02-26,25.12,25.12,24.86,24.97,560215
2026-02-27,24.9,25.12,24.68,25.12,749279
2026-03-02,24.78,24.81,24.47,24.66,1178494
2026-03-03,24.66,24.95,24.1,24.15,1242161
2026-03-04,24.06,24.38,23.8,23.89,855283
2026-03-05,24.12,24.35,24.05,24.25,880599
2026-03-06,24.25,24.55,24.11,24.55,466919
2026-03-09,24.25,24.49,24.0,24.2,736611
2026-03-10,24.22,24.49,24.16,24.36,640924
