date,open,high,low,close,volume
2025-11-21,10.83,10.83,10.4,10.4,2768692
2025-11-24,10.57,10.59,10.21,10.59,1969528
2025-11-25,10.59,10.76,10.52,10.65,2187133
2025-11-26,10.72,10.73,10.39,10.47,1968486
2025-11-27,10.41,10.61,10.41,10.47,1714156
2025-11-28,10.47,10.49,10.35,10.48,1645282
2025-12-01,10.53,10.68,10.42,10.58,2416950
2025-12-02,10.75,10.75,10.41,10.43,1641437
2025-12-03,10.39,10.5,10.22,10.25,2114470
2025-12-04,10.28,10.3,9.95,9.97,3268305
2025-12-05,9.96,10.26,9.78,10.24,2994835
2025-12-08,10.36,10.45,10.24,10.28,2095984
2025-12-09,10.4,10.4,10.01,10.09,1611335
2025-12-10,10.09,10.09,9.86,10.06,1918808
2025-12-11,10.06,10.7,9.91,10.4,4292437
2025-12-12,10.3,10.77,10.3,10.47,5188493
2025-12-15,10.46,10.58,10.33,10.41,2811261
2025-12-16,10.4,10.67,10.31,10.53,2943562
2025-12-17,10.52,10.52,10.21,10.42,2588804
2025-12-18,10.46,10.56,10.3,10.41,2008844
2025-12-19,10.42,10.62,10.42,10.6,2948601
2025-12-22,10.86,11.36,10.55,10.88,6532766
2025-12-23,10.88,10.89,10.41,10.5,4251233
2025-12-24,10.47,10.58,10.39,10.47,2673481
2025-12-25,10.5,10.57,10.38,10.44,1998957
2025-12-26,10.45,10.47,10.23,10.26,2853570
2025-12-29,10.25,10.28,10.0,10.04,2751230
2025-12-30,10.04,10.16,9.95,10.07,2033811
2025-12-31,10.14,10.17,9.96,9.99,1576723
2026-01-05,10.06,10.12,9.95,10.1,2465436
2026-01-06,10.14,10.29,10.08,10.27,2997812
2026-01-07,10.4,10.46,10.2,10.26,2715793
2026-01-08,10.24,10.41,10.16,10.4,2200329
2026-01-09,10.45,10.52,10.32,10.43,3103433
2026-01-12,10.55,10.77,10.38,10.74,5521509
2026-01-13,10.88,11.71,10.64,11.21,16903372
2026-01-14,11.1,11.63,10.97,11.26,14014169
2026-01-15,11.24,11.48,10.82,11.15,8952480
2026-01-16,11.96,12.28,11.24,11.28,14760116
2026-01-19,11.01,11.95,11.01,11.85,13460245
