date,open,high,low,close,volume
2025-11-20,28.95,29.27,28.62,28.95,10994330
2025-11-21,28.89,28.9,27.5,27.55,27088185
2025-11-24,27.6,27.73,26.9,27.29,16765343
2025-11-25,27.29,27.59,27.0,27.13,14258390
2025-11-26,27.15,27.89,27.06,27.54,13728549
2025-11-27,27.45,27.88,27.33,27.71,13754227
2025-11-28,27.7,27.7,27.15,27.26,10129071
2025-12-01,27.2,27.99,27.17,27.47,15823697
2025-12-02,27.55,28.86,27.3,28.7,25650929
2025-12-03,28.71,28.77,28.37,28.54,11978072
2025-12-04,28.51,29.15,28.49,29.07,16351020
2025-12-05,29.07,29.2,28.78,29.1,12661919
2025-12-08,29.16,29.19,28.02,28.92,20362526
2025-12-09,28.8,28.82,28.35,28.38,8831540
2025-12-10,28.36,29.1,28.32,28.89,12257952
2025-12-11,28.87,28.99,28.5,28.71,9846400
2025-12-12,28.68,28.93,28.51,28.86,10985714
2025-12-15,28.68,28.88,28.29,28.38,10344584
2025-12-16,28.4,28.42,27.15,27.49,16295746
2025-12-17,27.37,27.94,27.15,27.88,10377431
2025-12-18,27.8,28.04,27.5,27.51,9719401
2025-12-19,27.66,28.16,27.5,28.04,12659957
2025-12-22,28.07,28.7,27.86,28.6,16125996
2025-12-23,28.6,28.75,28.45,28.54,9116280
2025-12-24,28.48,28.64,28.18,28.25,7891153
2025-12-25,28.25,28.45,27.96,28.34,9934289
2025-12-26,28.28,28.55,28.13,28.32,8992715
2025-12-29,28.16,28.16,27.5,27.75,13279253
2025-12-30,27.6,27.95,27.27,27.39,12075438
2025-12-31,27.39,27.88,26.98,27.49,19459777
2026-01-05,27.38,27.44,25.5,26.6,27994250
2026-01-06,26.86,27.17,26.55,26.64,16710149
2026-01-07,26.44,26.69,26.01,26.24,16526159
2026-01-08,26.8,26.85,24.85,25.1,37981913
2026-01-09,24.89,25.39,24.24,25.34,25745522
2026-01-12,25.45,27.87,25.45,27.87,46858087
2026-01-13,27.89,28.44,27.12,27.15,32932409
2026-01-14,27.3,27.7,26.75,27.0,21460366
2026-01-15,26.98,27.05,26.63,26.71,12642171
2026-01-16,26.74,27.06,26.2,26.4,14364142
2026-01-19,26.3,26.65,26.21,26.23,9111080
2026-01-20,26.31,26.82,25.88,26.54,19688107
2026-01-21,26.25,27.06,26.05,26.72,19164498
2026-01-22,26.72,27.11,26.5,26.55,12695810
2026-01-23,26.62,26.75,26.36,26.47,12611080
2026-01-26,26.58,26.67,25.77,26.54,20151891
2026-01-27,26.48,26.7,26.13,26.69,14665955
2026-01-28,26.88,27.38,26.0,26.02,13924750
2026-01-29,25.98,26.76,25.51,26.6,18483279
