date,open,high,low,close,volume
2025-11-21,47.23,47.81,45.55,46.69,2455664
2025-11-24,46.84,47.09,45.91,46.48,1858412
2025-11-25,46.59,47.75,46.48,47.31,1740091
2025-11-26,47.05,47.96,46.72,47.3,1539671
2025-11-27,47.38,47.77,46.5,46.99,1428973
2025-11-28,47.0,47.5,46.21,47.28,1448914
2025-12-01,47.01,47.54,46.81,47.39,1164358
2025-12-02,47.21,47.21,46.41,46.83,1420360
2025-12-03,46.79,46.9,45.9,46.82,1604158
2025-12-04,46.7,47.28,46.36,46.87,897221
2025-12-05,46.87,47.91,46.53,47.69,1036172
2025-12-08,47.59,47.67,46.92,47.06,1161919
2025-12-09,47.22,47.22,46.3,46.49,735550
2025-12-10,46.49,47.23,46.12,47.0,1007698
2025-12-11,47.0,47.95,46.6,47.63,2012442
2025-12-12,47.58,47.63,46.65,47.09,1006621
2025-12-15,46.67,47.44,46.66,46.72,707055
2025-12-16,46.67,47.2,46.31,46.5,1058590
2025-12-17,46.9,47.16,45.45,47.1,1707872
2025-12-18,46.75,47.81,46.62,46.85,1130485
2025-12-19,46.91,47.33,46.3,46.76,924134
2025-12-22,46.76,46.76,45.86,46.36,929832
2025-12-23,46.2,46.54,44.8,44.87,1512157
2025-12-24,44.8,45.09,44.57,44.85,1294294
2025-12-25,44.98,45.06,44.69,44.78,743850
2025-12-26,44.78,44.93,44.21,44.25,1208185
2025-12-29,44.29,44.94,43.21,43.4,2713520
2025-12-30,43.28,44.24,43.11,43.75,1382394
2025-12-31,43.43,44.56,43.43,43.71,980751
2026-01-05,43.89,45.86,43.71,45.47,2298923
2026-01-06,45.34,45.94,45.07,45.49,1480105
2026-01-07,45.52,47.11,44.6,46.48,2672233
2026-01-08,46.48,48.29,46.48,48.0,2880897
2026-01-09,48.5,48.64,47.56,48.2,1854698
2026-01-12,48.1,48.29,47.24,48.08,1476545
2026-01-13,48.0,48.92,47.5,47.7,1773764
2026-01-14,47.5,49.15,47.01,47.9,2231821
2026-01-15,47.61,47.97,47.2,47.45,1228638
2026-01-16,47.95,47.95,46.45,46.66,1484769
2026-01-19,46.66,47.34,46.03,46.2,1358741
2026-01-20,46.2,46.59,44.88,45.17,1661138
2026-01-21,45.17,46.34,44.88,45.9,1445274
2026-01-22,45.9,46.08,44.92,45.18,1011051
2026-01-23,45.18,46.15,45.06,45.8,1003866
2026-01-26,45.66,45.96,44.37,44.67,1768860
2026-01-27,44.8,44.9,43.38,44.38,1347243
2026-01-28,44.38,44.38,42.28,42.28,2382531
2026-01-29,42.0,42.98,41.5,42.15,1541225
2026-01-30,44.63,47.98,44.63,46.27,7025303
2026-02-02,46.73,46.73,43.5,43.8,3839298
2026-02-03,43.77,44.26,42.71,43.5,2930037
2026-02-04,43.41,43.57,42.42,42.59,2393852
2026-02-05,42.65,43.14,42.41,42.71,1277629
2026-02-06,42.67,42.88,42.3,42.39,1312003
2026-02-09,42.62,43.12,42.41,42.75,1320668
2026-02-10,42.83,43.53,42.6,42.75,1417463
2026-02-11,42.92,43.04,42.53,42.53,1080668
2026-02-12,42.78,42.9,42.06,42.54,1329942
2026-02-13,42.76,43.35,42.15,42.27,1221163
2026-02-24,42.8,42.8,42.04,42.42,1445061
2026-02-25,42.64,43.0,42.23,42.55,1184069
2026-02-26,42.4,43.05,42.28,42.71,1515109
2026-02-27,42.65,44.18,42.41,43.49,2293150
2026-03-02,42.9,44.0,42.51,42.76,1749089
2026-03-03,43.0,43.55,41.75,41.84,1676590
2026-03-04,41.62,41.98,40.48,40.56,1361478
2026-03-05,41.37,41.6,39.93,40.0,1492259
2026-03-06,40.01,40.74,39.33,40.01,2980999
2026-03-09,39.61,39.7,38.62,38.98,2750875
2026-03-10,39.68,41.47,39.2,41.04,2534570
2026-03-11,41.2,41.34,40.28,40.52,1025356
2026-03-12,40.24,40.6,39.9,40.05,744980
2026-03-13,39.91,40.28,39.45,39.59,1062069
2026-03-16,39.7,40.07,39.37,39.91,1223309
2026-03-17,40.12,40.2,39.18,39.26,1050039
2026-03-18,39.52,39.76,39.0,39.7,908593
2026-03-19,39.1,39.65,38.79,38.99,1124134
2026-03-20,38.97,39.29,37.5,37.55,1177272
2026-03-23,37.18,37.28,36.01,36.39,2030161
2026-03-24,36.84,37.92,36.54,37.46,1149434
2026-03-25,37.47,38.0,37.3,37.67,981347
2026-03-26,37.38,37.98,36.4,36.88,1141982
2026-03-27,36.97,37.54,36.55,36.99,1296786
2026-03-30,36.59,37.64,36.26,37.11,1501169
2026-03-31,36.89,38.39,36.71,37.3,1722962
2026-04-01,37.6,39.15,37.19,38.4,2002584
2026-04-02,38.28,38.47,36.97,37.42,1619697
2026-04-03,37.22,37.49,35.79,36.05,1528006
2026-04-07,35.72,36.85,35.72,36.3,792992
2026-04-08,36.97,37.43,36.8,37.32,857888
2026-04-09,37.01,37.15,35.5,35.65,2376279
2026-04-10,35.95,36.72,35.8,36.05,1401887
2026-04-13,36.39,36.39,35.36,35.58,1730630
2026-04-14,35.7,35.84,35.05,35.45,1391421
2026-04-15,35.5,35.88,34.6,34.65,2229538
2026-04-16,34.61,35.15,34.1,34.91,2804824
2026-04-17,34.64,35.58,34.64,35.37,1825752
2026-04-20,35.34,37.7,34.9,37.1,2884315
2026-04-21,36.95,37.08,36.4,36.91,1386760
2026-04-22,36.71,39.45,36.71,38.89,4458089
2026-04-23,38.6,38.93,37.75,38.3,2182817
2026-04-24,38.21,38.27,36.97,37.3,2952667
2026-04-27,37.3,38.21,36.7,37.84,1467754
2026-04-28,37.57,37.97,36.8,36.91,1382091
2026-04-29,36.37,37.47,36.37,36.55,2084979
2026-04-30,36.0,36.02,32.93,34.96,7434579
2026-05-06,35.66,36.13,35.0,35.56,3300634
2026-05-07,35.37,37.21,35.24,36.95,2843971
2026-05-08,37.51,38.08,36.7,37.19,2687472
2026-05-11,37.16,37.49,36.18,36.42,3533708
2026-05-12,36.98,37.22,35.84,37.0,2960568
2026-05-13,37.03,37.66,36.5,36.76,1878309
2026-05-14,36.73,36.98,35.56,35.97,2686273
2026-05-15,35.95,37.48,35.3,35.78,3975063
2026-05-18,35.89,35.9,33.9,34.78,3530009
2026-05-19,34.14,35.78,34.11,34.76,2435713
2026-05-20,34.73,35.12,33.69,34.08,1420486
2026-05-21,34.1,35.3,33.35,33.5,2394318
2026-05-22,34.16,34.39,33.01,33.99,1528241
2026-05-25,33.93,34.38,33.02,33.58,1248993
2026-05-26,33.51,33.83,32.16,32.5,1529782
2026-05-27,32.51,32.67,31.46,31.76,1335954
2026-05-28,31.79,31.94,30.52,31.15,1245611
2026-05-29,30.84,31.52,30.11,30.29,2095181
2026-06-01,30.47,31.4,30.07,30.71,1394719
2026-06-02,30.72,31.4,30.1,30.88,1807490
2026-06-03,30.58,30.8,29.8,30.0,1489736
2026-06-04,29.91,30.12,28.82,29.02,1525690
2026-06-05,29.1,30.48,28.66,29.8,3028639
2026-06-08,29.46,29.8,28.12,28.7,1792808
2026-06-09,28.82,28.84,28.14,28.53,971157
2026-06-10,28.42,28.48,27.66,28.24,1058208
2026-06-11,27.92,28.24,27.55,28.22,1400022
2026-06-12,28.2,28.9,28.15,28.61,1253646
2026-06-15,28.61,28.87,27.79,28.34,1547544
2026-06-16,28.16,28.22,27.68,28.0,1227086
2026-06-17,28.19,28.19,27.3,27.67,1471197
2026-06-18,27.44,28.88,27.33,27.83,2416791
2026-06-22,27.99,29.8,27.21,29.3,5007420
2026-06-23,29.05,31.94,29.05,30.68,4019053
2026-06-24,30.61,30.91,29.51,30.05,2469574
2026-06-25,30.3,30.3,28.9,29.61,2255252
2026-06-26,29.7,29.7,28.25,28.35,1823767
